II,aVR,PLETH
2396,653,4561
2379,561,4513
2247,515,4457
2019,561,4415
1721,708,4363
1370,949,4317
963,1250,4260
541,1596,4218
138,1952,4176
-216,2286,4153
-524,2564,4130
-757,2803,4120
-906,3012,4101
-973,3191,4088
-993,3328,4065
-973,3450,4055
-922,3579,4037
-829,3709,4022
-696,3781,3997
-505,3752,3990
-268,3625,3986
0,3450,3990
268,3262,3972
541,3062,3957
802,2834,3936
1045,2588,3924
1244,2362,3903
1406,2199,3891
1528,2108,3875
1622,2070,3859
1690,2039,3822
1766,1984,3793
1873,1888,3771
2019,1768,3761
2171,1627,3731
2307,1466,3695
2417,1278,3654
2523,1078,3630
2630,877,3599
2740,690,3564
2836,519,3512
2920,388,3466
2974,301,3425
2992,259,3401
2972,246,3369
2956,259,3336
2961,273,3293
2992,259,3270
3024,202,3252
3064,129,3237
3101,62,3203
3136,0,3172
3161,-66,3137
3208,-129,3107
3285,-201,3067
3389,-302,3041
3483,-437,3022
3569,-561,3009
3632,-641,2974
3677,-690,2943
3693,-735,2918
3713,-776,2910
3743,-814,2893
3785,-863,2878
3809,-921,2857
3821,-949,2845
3813,-920,2826
3785,-863,2812
3719,-816,2794
3641,-776,2780
3571,-731,2757
3533,-690,2747
3500,-671,2742
3461,-647,2747
3394,-582,2743
3316,-474,2747
3224,-358,2747
3136,-259,2747
3051,-184,2729
2992,-129,2714
2950,-89,2706
2920,-43,2714
2861,29,2715
2776,129,2714
2672,242,2708
2596,345,2714
2549,422,2716
2523,474,2714
2478,526,2695
2415,604,2682
2336,709,2673
2271,819,2682
2211,914,2684
2163,992,2682
2106,1062,2663
2055,1121,2649
2006,1168,2639
1983,1208,2649
1973,1240,2654
1983,1251,2649
1994,1223,2626
2019,1164,2616
2049,1095,2615
2091,1035,2616
2126,987,2598
2163,949,2583
2194,910,2578
2235,863,2583
2281,799,2571
2343,733,2551
2403,679,2527
2451,647,2518
2463,624,2512
2451,604,2518
2426,590,2520
2415,604,2518
2413,632,2498
2415,647,2485
2401,639,2480
2379,647,2485
2354,686,2483
2343,733,2485
2339,746,2485
2343,733,2485
2341,723,2467
2343,733,2453
2342,751,2444
2343,776,2453
2331,800,2453
2307,819,2453
2268,833,2447
2235,863,2453
2208,909,2452
2199,949,2453
2195,956,2445
2199,949,2453
2188,957,2464
2163,992,2485
2121,1036,2497
2091,1078,2518
2070,1119,2542
2055,1164,2583
2021,1208,2624
1983,1251,2682
1942,1292,2750
1911,1337,2845
1882,1371,2940
1875,1380,3041
1884,1350,3133
1911,1294,3237
1939,1227,3344
1983,1164,3466
2035,1100,3588
2091,1035,3728
2129,978,3871
2163,949,4022
2195,933,4146
2235,906,4251
2269,845,4340
2307,776,4447
2334,732,4553
2343,733,4644
2323,755,4694
2307,776,4742
2303,780,4789
2307,776,4840
2293,771,4860
2271,776,4873
2249,789,4882
2235,819,4905
2215,860,4911
2199,906,4905
2190,936,4882
2199,949,4873
2203,947,4866
2199,949,4873
2180,963,4862
2163,992,4840
2143,1020,4798
2127,1035,4774
2116,1034,4755
2127,1035,4742
2149,1036,4706
2163,1035,4676
2151,1025,4642
2127,1035,4611
2104,1071,4558
2091,1121,4513
2093,1142,4473
2127,1121,4447
2194,1050,4400
2271,949,4349
2324,830,4291
2343,733,4251
2318,668,4202
2235,647,4153
2064,669,4094
1802,776,4055
1444,998,4018
1009,1337,3990
529,1729,3950
72,2113,3924
-316,2454,3901
-613,2760,3891
-835,3025,3871
-973,3234,3859
-1029,3378,3840
-1009,3493,3826
-960,3615,3801
-901,3752,3793
-835,3864,3791
-721,3924,3793
-551,3916,3774
-324,3838,3761
-70,3681,3753
216,3450,3761
510,3172,3748
793,2889,3728
1030,2633,3702
1226,2415,3695
1382,2227,3682
1514,2070,3663
1623,1956,3624
1730,1898,3597
1839,1863,3577
1947,1811,3564
2038,1715,3533
2127,1596,3499
2225,1469,3460
2343,1337,3434
2468,1176,3399
2596,992,3368
2711,794,3331
2812,604,3303
2890,431,3267
2956,302,3237
3012,220,3201
3064,173,3172
3094,127,3136
3100,86,3107
3080,67,3071
3064,86,3041
3055,119,3005
3064,129,2976
3075,97,2941
3100,43,2910
3130,-7,2872
3172,-43,2845
3217,-92,2822
3280,-173,2812
3350,-281,2796
3425,-388,2780
3490,-481,2757
3569,-561,2747
3647,-633,2733
3713,-690,2714
3738,-733,2671
3749,-776,2616
3762,-827,2548
3785,-863,2485
3782,-860,2425
3749,-819,2387
3691,-771,2363
3641,-733,2355
3589,-698,2339
3533,-647,2322
3459,-583,2299
3389,-518,2289
3316,-457,2284
3244,-388,2289
3163,-304,2287
3100,-216,2289
3046,-144,2286
2992,-86,2289
2916,-29,2286
2848,43,2289
2791,126,2287
2740,216,2289
2666,304,2285
2596,388,2289
2535,460,2290
2487,518,2289
2428,562,2272
2379,604,2256
2341,656,2247
2307,733,2256
2240,836,2261
2163,949,2256
2093,1049,2236
2055,1121,2224
2019,1169,2219
1983,1208,2224
1938,1249,2213
1911,1294,2191
1899,1329,2164
1911,1337,2158
1925,1308,2161
1947,1251,2158
1970,1183,2137
2019,1121,2126
2085,1062,2125
2163,992,2126
2223,906,2107
2271,819,2093
2304,746,2089
2343,690,2093
2378,642,2077
2415,604,2060
2437,576,2053
2451,561,2060
2452,554,2051
2451,561,2027
2439,577,2000
2415,604,1995
2388,625,1997
2379,647,1995
2384,666,1975
2379,690,1962
2356,699,1957
2343,690,1962
2365,653,1960
2415,604,1962
2479,529,1962
2559,431,1962
2648,312,1944
2704,216,1929
2677,151,1921
2559,129,1929
2362,160,1929
2091,302,1929
1720,573,1923
1262,949,1929
759,1369,1937
288,1811,1962
-122,2243,1997
-469,2631,2060
-770,2961,2132
-1009,3278,2224
-1186,3607,2323
-1298,3924,2453
-1364,4176,2601
-1370,4356,2780
-1315,4476,2966
-1190,4528,3172
-1009,4477,3379
-757,4313,3597
-442,4059,3798
-72,3752,3990
299,3413,4163
649,3062,4349
944,2732,4541
1190,2458,4742
1383,2256,4915
1550,2113,5069
1698,2000,5198
1838,1898,5330
1965,1779,5450
2091,1639,5559
2215,1482,5633
2343,1337,5690
2468,1185,5724
2596,992,5755
2723,748,5771
2848,518,5788
2951,342,5790
3028,216,5788
3083,97,5768
3136,0,5755
3181,-60,5738
3208,-86,5723
3208,-111,5687
3208,-129,5657
3219,-133,5622
3244,-129,5592
3261,-144,5541
3280,-173,5494
3308,-199,5440
3353,-216,5396
3382,-236,5331
3389,-259,5265
3377,-283,5190
3389,-302,5134
3410,-312,5069
3425,-302,5003
3406,-279,4917
3389,-259,4840
3372,-242,4754
3353,-216,4676
3309,-183,4586
3280,-173,4513
3275,-194,4442
3280,-216,4382
3261,-216,4309
3244,-216,4251
3239,-247,4196
3244,-302,4153
3236,-352,4097
3244,-388,4055
3266,-416,4016
3280,-431,3990
3250,-420,3949
3208,-388,3924
3181,-359,3904
3172,-345,3891
3143,-333,3856
3100,-302,3826
3046,-246,3802
2992,-173,3793
2919,-90,3773
2848,0,3761
2784,91,3744
2740,173,3728
2687,239,3692
2632,302,3663
2570,368,3630
2523,431,3597
2482,478,3543
2451,518,3499
2414,571,3463
2379,647,3434
2339,722,3382
2307,776,3336
2281,814,3297
2271,863,3270
2256,917,3224
2235,949,3172
2205,947,3117
2199,949,3074
2204,983,3023
2199,1035,2976
2161,1068,2924
2127,1078,2878
2106,1090,2823
2091,1121,2780
2054,1163,2742
2019,1208,2714
1995,1252,2670
1983,1294,2616
1958,1323,2557
1947,1337,2518
1957,1326,2485
1983,1294,2453
1986,1248,2401
1983,1208,2355
1997,1171,2314
2055,1121,2289
2129,1042,2257
2199,949,2224
2242,868,2186
2271,819,2158
2288,793,2125
2307,776,2093
2322,755,2056
2343,733,2027
2362,709,1994
2379,690,1962
2381,679,1923
2379,690,1897
2365,711,1876
2343,733,1864
2305,748,1844
2271,776,1831
2246,818,1824
2235,863,1831
2219,888,1832
2199,906,1831
2174,925,1824
2163,949,1831
2157,968,1843
2163,992,1864
2164,1017,1876
2163,1035,1897
2148,1035,1921
2127,1035,1962
2102,1050,2005
2091,1078,2060
2089,1101,2118
2091,1121,2191
2079,1139,2265
2055,1164,2355
2020,1196,2446
1983,1251,2551
1950,1308,2657
1947,1337,2780
1993,1298,2907
2091,1208,3041
2208,1070,3159
2307,906,3270
2355,730,3376
2343,604,3499
2258,547,3619
2091,561,3728
1825,636,3811
1478,819,3891
1071,1126,3962
649,1509,4022
243,1879,4055
-108,2199,4088
-396,2472,4121
-613,2717,4153
-772,2926,4157
-865,3105,4153
-905,3260,4148
-901,3407,4153
-880,3543,4141
-829,3666,4120
-738,3745,4087
-577,3752,4055
-354,3675,4006
-72,3536,3957
232,3347,3903
541,3105,3859
824,2822,3808
1081,2544,3761
1288,2318,3697
1442,2156,3630
1551,2047,3554
1658,1984,3499
1770,1943,3449
1875,1898,3401
1958,1821,3332
2055,1725,3270
2177,1610,3214
2307,1466,3172
2417,1279,3119
2523,1078,3074
2635,891,3033
2740,733,3009
2806,590,2975
2848,474,2943
2883,392,2904
2920,345,2878
2940,317,2852
2956,302,2845
2970,286,2840
2992,259,2845
3005,216,2840
3028,173,2845
3067,123,2854
3136,43,2878
3218,-80,2894
3316,-216,2910
3411,-334,2920
3497,-431,2943
3554,-522,2962
3605,-604,2976
3653,-672,2972
3713,-733,2976
3768,-800,2985
3821,-863,3009
3851,-901,3024
3857,-906,3041
3826,-889,3045
3785,-863,3041
3742,-838,3020
3713,-819,3009
3679,-803,3005
3641,-776,3009
3587,-737,2994
3533,-690,2976
3473,-648,2955
3425,-604,2943
3372,-548,2924
3316,-474,2910
3245,-390,2893
3172,-302,2878
3086,-215,2846
2992,-129,2812
2889,-44,2774
2812,43,2747
2764,118,2723
2740,173,2714
2697,223,2702
2632,302,2682
2540,412,2643
2451,518,2616
2368,603,2597
2307,690,2583
2252,798,2551
2199,906,2518
2127,993,2483
2055,1078,2453
1986,1174,2413
1947,1251,2387
1932,1272,2370
1947,1251,2355
1965,1224,2320
1983,1208,2289
1981,1189,2268
1983,1164,2256
1999,1130,2225
2055,1078,2191
2127,998,2164
2199,906,2158
2243,827,2146
2271,776,2126
2287,747,2100
2307,733,2093
2322,730,2093
2343,733,2093
2361,722,2075
2379,690,2060
2383,652,2052
2379,647,2060
2361,681,2062
2343,733,2060
2320,766,2054
2307,776,2060
2300,775,2062
2307,776,2060
2310,774,2051
2307,776,2060
2289,787,2076
2271,819,2093
2251,862,2090
2235,906,2093
2213,934,2103
2199,949,2126
2193,951,2128
2199,949,2126
2200,945,2127
2199,949,2158
2184,963,2192
2163,992,2224
2127,1030,2243
2091,1078,2289
2052,1124,2358
2019,1164,2453
1980,1200,2541
1947,1251,2649
1908,1316,2776
1875,1380,2943
1844,1417,3126
1838,1423,3336
1850,1406,3546
1875,1380,3761
1890,1342,3963
1911,1294,4186
1938,1233,4415
1983,1164,4644
2031,1080,4840
2091,992,5036
2148,924,5223
2199,906,5396
2224,914,5518
2235,906,5625
2233,860,5722
2235,819,5821
2233,810,5890
2235,819,5952
2234,816,6002
2235,819,6050
2222,851,6067
2199,906,6082
2171,940,6094
2163,949,6115
2165,944,6116
2163,949,6115
2142,963,6099
2127,992,6082
2123,1021,6045
2127,1035,6017
2111,1030,5992
2091,1035,5984
2080,1057,5955
2091,1078,5919
2097,1078,5864
2091,1078,5821
2072,1093,5769
2055,1121,5723
2038,1142,5657
2019,1164,5592
1997,1187,5517
1983,1208,5461
1978,1208,5397
1983,1208,5330
2002,1199,5241
2055,1164,5167
2141,1071,5096
2235,949,5036
2286,825,4952
2271,733,4873
2190,676,4795
2055,690,4742
1837,792,4676
1514,992,4611
1095,1264,4534
649,1596,4480
228,1948,4436
-144,2286,4415
-470,2580,4382
-721,2846,4349
-887,3083,4306
-973,3278,4284
-1016,3416,4265
-1009,3536,4251
-958,3665,4215
-865,3795,4186
-755,3876,4159
-613,3881,4153
-426,3806,4138
-180,3666,4120
98,3469,4085
397,3234,4055
680,2976,4017
937,2717,3990
1140,2477,3955
1298,2286,3924
1413,2152,3876
1514,2070,3826
1613,2006,3769
1730,1941,3728
1857,1858,3682
1983,1768,3630
2094,1666,3558
2199,1553,3499
2303,1412,3447
2415,1251,3401
2525,1062,3334
2632,863,3270
2727,669,3212
2812,518,3172
2875,413,3123
2920,345,3074
2943,290,3019
2956,259,2976
2956,251,2926
2956,259,2878
2951,261,2822
2956,259,2780
2966,246,2732
2992,216,2682
3022,158,2622
3064,86,2583
3108,7,2553
3172,-86,2518
3252,-196,2461
3353,-302,2420
3448,-392,2398
3533,-474,2387
3591,-565,2354
3641,-647,2322
3679,-703,2299
3713,-733,2289
3721,-757,2268
3713,-776,2256
3690,-784,2254
3677,-776,2256
3662,-759,2238
3641,-733,2224
3592,-697,2220
3533,-647,2224
3471,-586,2208
3425,-518,2191
3374,-449,2183
3316,-388,2191
3242,-342,2191
3172,-302,2191
3100,-250,2189
3028,-173,2191
2948,-81,2176
2884,0,2158
2828,63,2147
2776,129,2158
2702,213,2166
2632,302,2158
2569,375,2132
2523,431,2126
2468,489,2147
2415,561,2191
2358,644,2225
2307,733,2256
2249,822,2288
2199,906,2322
2146,989,2332
2091,1078,2322
2026,1159,2298
1983,1208,2289
1959,1228,2287
1947,1251,2289
1922,1283,2276
1911,1294,2256
1918,1260,2233
1947,1208,2224
1974,1165,2221
2019,1121,2224
2083,1047,2211
2163,949,2191
2225,852,2166
2271,776,2158
2304,721,2158
2343,690,2158
2378,672,2141
2415,647,2126
2440,602,2118
2451,561,2126
2436,546,2127
2415,561,2126
2392,582,2119
2379,604,2126
2371,625,2129
2379,647,2126
2386,653,2106
2379,647,2093
2354,637,2087
2343,647,2093
2346,668,2092
2343,690,2093
2309,705,2089
2271,733,2093
2246,775,2090
2235,819,2093
2214,845,2090
2199,863,2093
2195,881,2088
2199,906,2093
2183,926,2099
2163,949,2126
2143,984,2153
2127,1035,2191
2093,1083,2228
2055,1121,2289
2015,1158,2360
1983,1208,2453
1943,1258,2551
1911,1294,2682
1885,1312,2832
1875,1337,3009
1866,1368,3181
1875,1380,3368
1890,1349,3566
1911,1294,3793
1932,1233,4022
1983,1164,4251
2055,1076,4453
2127,992,4644
2168,935,4817
2199,906,5003
2232,870,5177
2271,819,5330
2292,765,5436
2307,733,5527
2313,725,5607
2307,733,5690
2273,748,5746
2235,776,5788
2207,815,5806
2199,863,5821
2184,906,5818
2163,949,5821
2137,978,5817
2127,992,5821
2124,988,5806
2127,992,5788
2124,1011,5753
2127,1035,5723
2126,1041,5683
2127,1035,5657
2121,1031,5624
2127,1035,5592
2131,1037,5538
2127,1035,5494
2104,1032,5443
2091,1035,5396
2090,1047,5327
2091,1078,5265
2064,1119,5197
2019,1164,5134
1975,1204,5049
1947,1251,4971
1925,1298,4895
1911,1337,4840
1912,1336,4772
1947,1294,4709
2019,1203,4635
2127,1078,4578
2246,912,4520
2343,733,4480
2390,572,4430
2379,474,4382
2297,428,4320
2127,431,4284
1847,510,4260
1478,733,4251
1060,1084,4219
649,1466,4186
266,1790,4154
-72,2070,4153
-361,2338,4152
-577,2588,4153
-720,2789,4134
-793,2976,4120
-828,3173,4100
-829,3364,4088
-800,3509,4066
-721,3623,4055
-600,3703,4038
-433,3709,4022
-226,3598,3988
36,3407,3957
325,3194,3920
613,2976,3891
862,2737,3855
1081,2501,3826
1263,2316,3792
1406,2199,3761
1500,2126,3711
1586,2070,3663
1696,2011,3608
1838,1941,3564
1976,1843,3513
2091,1725,3466
2180,1596,3413
2271,1466,3368
2371,1313,3316
2487,1121,3270
2602,908,3218
2704,733,3172
2772,624,3118
2812,561,3074
2828,498,3033
2848,431,3009
2877,365,2978
2920,302,2943
2957,233,2891
2992,173,2845
3022,128,2804
3064,86,2780
3110,15,2749
3172,-86,2714
3248,-199,2672
3353,-302,2649
3455,-393,2632
3533,-474,2616
3569,-545,2581
3605,-604,2551
3653,-663,2527
3713,-733,2518
3753,-809,2501
3785,-863,2485
3808,-877,2466
3821,-863,2453
3795,-841,2432
3749,-819,2420
3700,-798,2414
3677,-776,2420
3660,-758,2419
3641,-733,2420
3595,-696,2416
3533,-647,2420
3455,-588,2418
3389,-518,2420
3329,-445,2417
3280,-388,2420
3225,-350,2418
3172,-302,2420
3105,-225,2417
3028,-129,2420
2932,-38,2418
2848,43,2420
2780,114,2417
2740,173,2420
2692,226,2419
2632,302,2420
2543,407,2416
2451,518,2420
2354,621,2421
2271,733,2420
2202,854,2402
2163,949,2387
2130,998,2379
2091,1035,2387
2030,1096,2390
1983,1164,2387
1963,1204,2370
1983,1208,2355
2012,1181,2336
2055,1121,2322
2103,1031,2302
2163,949,2289
2207,898,2272
2235,863,2256
2247,818,2234
2271,776,2224
2303,752,2220
2343,733,2224
2377,694,2211
2415,647,2191
2443,614,2167
2451,604,2158
2431,600,2154
2415,604,2158
2412,619,2156
2415,647,2158
2399,670,2156
2379,690,2158
2359,709,2156
2343,733,2158
2329,743,2156
2343,733,2158
2370,706,2155
2379,690,2158
2344,698,2157
2307,733,2158
2287,776,2153
2271,819,2158
2229,861,2160
2199,906,2158
2204,938,2139
2235,949,2126
2233,943,2118
2199,949,2126
2153,981,2124
2127,1035,2126
2106,1085,2129
2091,1121,2158
2071,1143,2190
2055,1164,2224
2023,1184,2245
1983,1208,2289
1936,1242,2355
1911,1294,2453
1903,1335,2556
1911,1337,2682
1909,1297,2817
1911,1251,2976
1927,1213,3141
1983,1164,3336
2056,1080,3543
2127,992,3761
2169,944,3957
2199,949,4153
2218,950,4345
2235,906,4546
2247,828,4728
2271,776,4905
2296,767,5060
2307,776,5200
2289,773,5303
2271,776,5396
2266,796,5477
2271,819,5559
2257,820,5616
2235,819,5657
2214,846,5674
2199,906,5690
2167,959,5690
2127,992,5690
2093,1012,5673
2091,1035,5657
2106,1046,5634
2127,1035,5625
2131,1006,5608
2127,992,5592
2111,1004,5555
2091,1035,5527
2066,1059,5491
2055,1078,5461
2065,1096,5410
2091,1121,5363
2103,1128,5309
2091,1121,5265
2065,1121,5200
2055,1164,5134
2075,1213,5060
2127,1208,5003
2196,1103,4937
2271,949,4873
2329,798,4796
2343,690,4742
2279,626,4690
2127,647,4644
1881,770,4574
1550,992,4513
1139,1271,4454
685,1596,4415
227,1955,4363
-180,2329,4317
-515,2662,4260
-757,2933,4218
-921,3141,4175
-1009,3321,4153
-1039,3480,4132
-1009,3623,4120
-948,3740,4096
-865,3838,4088
-766,3906,4083
-613,3924,4088
-402,3860,4071
-144,3709,4055
120,3489,4033
397,3234,4022
672,2970,4002
937,2717,3990
1156,2485,3971
1334,2286,3957
1472,2129,3924
1586,2027,3891
1677,1959,3852
1766,1898,3826
1867,1816,3793
1983,1725,3761
2094,1624,3712
2199,1509,3663
2301,1367,3607
2415,1208,3564
2538,1025,3517
2668,819,3466
2785,603,3397
2884,431,3336
2950,323,3279
2992,259,3237
3012,204,3188
3028,173,3139
3032,169,3085
3028,173,3041
3008,165,2991
2992,173,2943
2981,203,2887
2992,216,2845
3016,168,2807
3064,86,2780
3117,14,2745
3172,-43,2714
3218,-117,2678
3280,-216,2649
3361,-326,2613
3461,-431,2583
3543,-528,2548
3605,-604,2518
3641,-653,2481
3677,-690,2453
3711,-732,2429
3749,-776,2420
3762,-808,2405
3749,-819,2387
3709,-809,2362
3677,-776,2355
3645,-733,2354
3605,-690,2355
3535,-639,2336
3461,-561,2322
3385,-465,2314
3316,-388,2322
3238,-346,2321
3172,-302,2322
3115,-224,2318
3064,-129,2322
2992,-55,2319
2920,0,2322
2856,58,2320
2812,129,2322
2760,198,2317
2704,259,2322
2632,319,2324
2559,388,2322
2480,468,2303
2415,561,2289
2356,654,2284
2307,733,2289
2249,796,2278
2199,863,2256
2145,947,2231
2091,1035,2224
2027,1108,2222
1983,1164,2224
1956,1212,2210
1947,1251,2191
1926,1276,2168
1911,1294,2158
1902,1304,2154
1911,1294,2158
1921,1257,2158
1947,1208,2158
1988,1151,2145
2055,1078,2126
2126,987,2101
2199,906,2093
2257,842,2092
2307,776,2093
2341,701,2077
2379,647,2060
2415,624,2051
2451,604,2060
2462,570,2065
2451,561,2060
2416,597,2040
2379,647,2027
2351,657,2022
2343,647,2027
2345,653,2027
2343,690,2027
2327,719,2024
2307,733,2027
2297,733,2025
2307,733,2027
2344,706,2025
2415,647,2027
2509,546,2024
2596,431,2027
2649,312,2026
2668,216,2027
2636,145,2022
2523,129,2027
2300,195,2029
1983,388,2027
1582,707,2015
1118,1121,2027
615,1574,2056
144,2027,2093
-264,2441,2115
-613,2803,2158
-921,3126,2226
-1154,3450,2322
-1297,3773,2411
-1370,4054,2518
-1414,4257,2649
-1406,4399,2812
-1323,4485,2964
-1154,4485,3107
-931,4375,3241
-649,4183,3401
-312,3935,3573
72,3623,3761
439,3251,3938
757,2889,4120
1009,2612,4296
1226,2415,4480
1414,2242,4649
1586,2070,4807
1734,1919,4931
1875,1811,5036
2005,1714,5117
2127,1596,5200
2233,1446,5269
2343,1294,5330
2465,1134,5364
2596,949,5396
2712,726,5415
2812,518,5428
2902,359,5413
2992,259,5396
3061,171,5375
3100,86,5363
3114,8,5332
3136,-43,5298
3172,-75,5256
3208,-86,5232
3215,-88,5200
3208,-86,5167
3210,-100,5114
3244,-129,5069
3285,-173,5016
3316,-216,4971
3330,-248,4906
3353,-259,4840
3375,-258,4765
3389,-259,4709
3371,-264,4645
3353,-259,4578
3344,-238,4490
3353,-216,4415
3341,-196,4343
3316,-173,4284
3286,-155,4211
3280,-173,4153
3281,-223,4097
3280,-259,4055
3261,-259,3999
3244,-259,3957
3233,-295,3917
3244,-345,3891
3259,-374,3852
3280,-388,3826
3286,-411,3803
3280,-431,3793
3248,-422,3771
3208,-388,3761
3165,-361,3753
3136,-345,3761
3104,-318,3766
3064,-259,3793
2997,-176,3826
2920,-86,3859
2838,1,3860
2776,86,3859
2720,173,3855
2668,259,3859
2607,333,3842
2559,388,3826
2520,430,3807
2487,474,3793
2446,520,3761
2415,561,3728
2393,597,3690
2379,647,3663
2346,712,3627
2307,776,3597
2264,823,3563
2235,863,3532
2208,906,3484
2199,949,3434
2196,975,3379
2199,992,3336
2185,1010,3286
2163,1035,3237
2127,1070,3181
2091,1121,3139
2048,1175,3102
2019,1208,3074
1996,1220,3028
1983,1251,2976
1961,1303,2917
1947,1337,2878
1938,1323,2843
1947,1294,2812
1959,1276,2764
1983,1251,2714
2012,1191,2668
2055,1121,2649
2102,1060,2634
2163,992,2616
2221,899,2580
2271,819,2551
2295,784,2528
2307,776,2518
2317,756,2499
2343,733,2485
2367,726,2467
2379,733,2453
2364,732,2429
2343,733,2420
2321,749,2417
2307,776,2420
2287,796,2413
2271,819,2420
2252,857,2434
2235,906,2453
2212,937,2450
2199,949,2453
2194,946,2463
2199,949,2485
2196,962,2497
2199,992,2518
2200,1022,2546
2199,1035,2583
2181,1030,2600
2163,1035,2616
2144,1057,2637
2127,1078,2682
2105,1079,2727
2091,1078,2780
2079,1090,2834
2055,1121,2910
2014,1157,2989
1983,1208,3074
1975,1261,3149
1983,1294,3237
2000,1271,3330
2055,1208,3434
2156,1110,3528
2271,992,3630
2349,841,3727
2379,690,3826
2358,569,3907
2271,518,3990
2085,537,4069
1802,647,4153
1444,855,4211
1045,1164,4251
623,1529,4277
216,1898,4317
-146,2222,4353
-433,2501,4382
-649,2736,4383
-793,2933,4382
-877,3089,4378
-901,3234,4382
-894,3383,4369
-865,3536,4349
-821,3665,4316
-721,3752,4284
-555,3772,4235
-324,3709,4186
-66,3563,4130
216,3364,4088
506,3136,4039
793,2889,3990
1036,2636,3922
1226,2415,3859
1362,2256,3790
1478,2156,3728
1585,2084,3657
1694,2027,3597
1799,1969,3540
1911,1898,3499
2030,1786,3450
2163,1639,3401
2293,1469,3344
2415,1294,3303
2525,1105,3256
2632,906,3205
2728,712,3142
2812,561,3107
2873,456,3088
2920,388,3074
2945,334,3036
2956,302,3009
2960,283,2999
2992,259,3009
3044,203,2995
3100,129,2976
3135,58,2962
3172,0,2976
3219,-59,2991
3280,-129,3009
3342,-223,3010
3425,-345,3009
3518,-484,3000
3605,-604,3009
3659,-683,3023
3713,-733,3041
3770,-778,3041
3821,-819,3041
3829,-849,3038
3821,-863,3041
3815,-867,3028
3821,-863,3009
3808,-846,2984
3785,-819,2976
3750,-795,2973
3713,-776,2976
3658,-759,2964
3605,-733,2943
3549,-696,2907
3497,-647,2878
3436,-587,2853
3389,-518,2845
3340,-449,2832
3280,-388,2812
3189,-330,2776
3100,-259,2747
3022,-173,2723
2956,-86,2714
2879,-3,2698
2812,86,2682
2754,180,2659
2704,259,2649
2631,320,2634
2559,388,2616
2496,476,2582
2451,561,2551
2398,625,2517
2343,690,2485
2285,787,2446
2235,906,2420
2168,1008,2401
2091,1078,2387
2016,1127,2356
1983,1164,2322
1978,1192,2286
1983,1208,2256
1973,1202,2220
1983,1164,2191
