III,V,PLETH,RESP
7102,14206,4137,4096
7564,13894,4069,4103
7810,13822,3989,4101
7898,14014,3908,4103
7950,14151,3818,4098
8120,14253,3748,4103
8277,14433,3680,4099
8231,14852,3620,4103
7688,15408,3549,4098
6674,16050,3492,4103
5582,16547,3437,4099
5117,16768,3396,4103
5515,16624,3345,4099
6229,16289,3300,4103
6284,15736,3248,4099
5673,14972,3204,4103
5785,14144,3150,4099
8231,13774,3108,4103
12718,13972,3068,4098
17019,14373,3043,4103
19035,14414,3010,4101
18798,14253,2979,4103
17789,14387,2943,4097
17130,15092,2915,4103
16684,15760,2881,4103
15906,15690,2851,4103
14530,14704,2815,4093
12792,13534,2787,4103
11076,12867,2754,4109
9789,12936,2723,4087
8988,13370,2684,4007
8454,13894,2659,3910
7861,14238,2639,3817
7230,14373,2627,3733
6801,14322,2598,3625
6785,14373,2563,3507
7001,14516,2523,3390
7119,14612,2499,3282
6938,14511,2478,3159
6674,14493,2467,3025
6561,14684,2449,2884
6674,14972,2435,2751
6805,15055,2416,2610
6896,15092,2403,2462
6867,15265,2385,2304
6785,15571,2371,2156
6732,15582,2350,2006
6896,15211,2339,1850
7111,14697,2331,1683
7119,14493,2339,1528
6881,14555,2342,1387
6785,14612,2339,1255
6926,14410,2319,1114
7008,14253,2307,981
6807,14449,2300,858
6674,14972,2307,740
6869,15205,2306,615
7119,14852,2307,499
6942,14170,2303,383
6452,13894,2307,257
6121,14255,2305,124
6229,14972,2307,32
6564,15434,2303,5
6896,15571,2307,16
7116,15659,2305,14
7230,15930,2307,0
7141,15847,2303,-8
6896,15092,2307,0
6689,14289,2306,3
6785,14612,2307,0
7107,15716,2301,-3
7341,16050,2307,0
7194,14974,2319,1
6785,14014,2339,0
6368,14456,2343,-1
6118,15690,2339,0
5964,16241,2330,0
5895,16050,2339,0
5907,15804,2354,-1
6007,15690,2371,0
6075,15343,2372,0
6118,15092,2371,0
6234,15349,2367,0
6563,15930,2371,0
6971,16200,2369,0
7230,16289,2371,0
7190,16580,2368,0
7008,17008,2371,0
6815,16874,2369,0
6674,16050,2371,0
6571,15110,2368,0
6674,14852,2371,0
7050,15221,2369,0
7564,15571,2371,0
7850,15238,2368,0
7786,14493,2371,0
7518,14060,2369,0
7341,14373,2371,0
7282,14851,2367,0
7230,14852,2371,0
7120,14414,2371,0
7119,14373,2371,0
7263,14994,2354,0
7453,15690,2339,0
7582,15610,2329,0
7786,14852,2339,0
8059,14062,2344,0
8231,13774,2339,0
8153,13824,2316,0
8009,14014,2307,0
7878,14196,2306,0
7675,14373,2307,0
7358,14294,2289,0
7230,13894,2275,0
7392,13289,2269,0
7564,12936,2275,0
7397,13041,2263,0
7119,13534,2243,0
7142,13930,2219,0
7564,14014,2211,0
7974,13921,2206,0
8120,14014,2211,0
8111,14077,2211,0
8231,13774,2211,0
8385,13167,2194,0
8343,12936,2179,0
8092,13195,2159,0
8009,13415,2146,0
8194,13154,2127,0
8343,12936,2114,0
8122,13219,2097,0
7786,13774,2082,0
7728,13963,2059,0
8009,13894,2050,0
8264,13910,2046,0
8343,14014,2050,0
8317,13739,2044,0
8343,13175,2050,0
8369,12861,2069,0
8343,13295,2114,0
8163,14172,2166,0
7898,14852,2243,0
7707,14753,2338,0
7786,14014,2467,0
7951,13161,2604,0
7898,12816,2755,0
7564,12994,2898,0
7341,13415,3043,0
7411,13728,3179,0
7564,14014,3332,0
7500,14405,3496,0
7453,14972,3684,0
7782,15343,3873,0
8454,15211,4069,0
8871,14527,4248,0
8676,13774,4421,0
8102,13340,4577,0
7786,13415,4741,0
7936,13800,4894,0
8231,14253,5030,0
8165,14322,5127,0
7786,13894,5222,0
7546,13370,5315,0
7786,13534,5414,0
8152,14312,5484,0
8120,14852,5542,0
7614,14476,5587,0
7230,13774,5638,0
7380,13667,5672,0
7898,14373,5703,0
8236,15062,5716,0
8231,15092,5735,0
8068,14459,5743,0
8009,13774,5767,0
8038,13388,5783,0
8120,13415,5799,0
8212,13635,5792,0
8343,13894,5799,0
8372,13935,5808,0
8231,13894,5831,0
7983,14143,5831,0
7898,14972,5831,0
8024,15660,5822,0
8231,15211,5831,0
8355,13607,5828,0
8454,12456,5831,0
8450,13107,5822,0
8231,15092,5831,0
7907,16427,5829,0
7898,16050,5831,0
8134,14712,5811,0
8120,14014,5799,0
7714,14361,5777,0
7564,14972,5767,0
7924,15012,5744,0
8231,14852,5735,0
8006,15246,5716,0
7786,16289,5703,0
8064,17002,5668,0
8454,16649,5638,0
8295,15464,5601,0
7786,14493,5574,0
7383,14195,5528,0
7119,14253,5478,0
6864,14037,5411,0
7008,13534,5350,0
7747,12983,5280,0
8565,12696,5222,0
8751,12753,5156,0
8454,13175,5094,0
8238,13490,5013,0
8343,13295,4934,0
8523,12738,4837,0
8676,12696,4741,0
8766,13380,4636,0
8676,14014,4549,0
8213,13710,4465,0
7564,12936,4389,0
7137,12767,4291,0
7230,13534,4197,0
7604,14158,4103,0
7898,13774,4037,0
7773,12774,3969,0
7341,12456,3908,0
6944,13140,3837,0
7008,14014,3780,0
7399,14252,3725,0
7675,14253,3684,0
7527,14688,3633,0
7119,15451,3588,0
6525,15600,3535,0
5895,14852,3492,0
5772,13860,3449,0
6563,13415,3428,0
7203,13219,3410,0
6340,12696,3396,0
4962,12043,3361,0
6229,12217,3332,0
11110,13186,3307,0
16463,13894,3300,0
18668,13679,3284,0
17909,13415,3268,0
16763,13870,3245,0
16463,14493,3236,0
16147,14086,3221,0
15128,12816,3204,0
13547,11843,3169,0
11680,11858,3140,0
9734,12246,3114,0
8343,12456,3108,0
7865,12685,3095,0
7898,13415,3076,0
7796,14074,3038,0
7564,13774,3011,0
7350,12646,2991,0
7008,12217,2979,0
6407,13224,2950,0
6007,14612,2915,0
6223,14794,2875,0
6896,13894,2851,0
7451,13175,2832,0
7675,13415,2819,0
7622,14080,2790,0
7453,14493,2755,0
7146,14315,2714,0
6896,13774,2691,0
6899,13268,2675,0
7230,13295,2659,0
7540,13701,2625,0
7564,14014,2595,0
7345,14054,2572,0
7230,14373,2563,0
7259,15116,2547,0
7230,15690,2531,0
7073,15368,2511,0
7119,14493,2499,0
7422,13881,2481,0
7564,14014,2467,0
7133,14503,2447,0
6452,14852,2435,0
6094,14711,2417,0
6229,14253,2403,0
6469,13855,2383,0
6563,14014,2371,0
6556,14629,2353,0
6674,15211,2339,0
6931,15231,2319,0
7230,14852,2307,0
7383,14464,2290,0
7341,14373,2275,0
7126,14433,2252,0
6896,14612,2243,0
6735,14977,2240,0
6674,15690,2243,0
6583,16376,2229,0
6452,16529,2211,0
6420,15916,2189,0
6674,15092,2179,0
6959,14584,2171,0
6896,14612,2179,0
6526,15012,2183,0
6452,15690,2179,0
6859,16176,2157,0
7230,16050,2146,0
7003,15445,2145,0
6452,15211,2146,0
6137,15478,2129,0
6229,15571,2114,0
6466,15089,2110,0
6785,14852,2114,0
7166,15359,2101,0
7453,16050,2082,0
7419,16119,2071,0
7230,15930,2082,0
7140,15987,2090,0
7230,16050,2082,0
7342,15544,2059,0
7453,14972,2050,0
7553,15143,2052,0
7675,16050,2050,0
7831,16621,2030,0
8120,16289,2018,0
8387,15446,2017,0
8343,14972,2018,0
7842,15023,2000,0
7230,15211,1986,0
6883,15069,1984,0
6896,14852,1986,0
7006,15015,1968,0
7119,15690,1954,0
7341,16193,1952,0
7786,15930,1954,0
8158,14936,1937,0
8120,14014,1922,0
7702,13671,1919,0
7453,13894,1922,0
7694,14219,1907,0
8231,14493,1890,0
8576,14625,1883,0
8565,14612,1890,0
8217,14342,1889,0
7675,14014,1890,0
7169,13773,1890,0
7119,13774,1890,0
7560,13955,1874,0
8120,14373,1858,0
8412,14800,1850,0
8565,14972,1858,0
8729,14684,1859,0
8787,14253,1858,0
8514,13940,1851,0
8120,13894,1858,0
7898,14015,1860,0
7898,14373,1858,0
7864,14768,1847,0
7786,14972,1858,0
7831,14858,1883,0
8120,14852,1922,0
8402,15244,1957,0
8454,15930,2018,0
8296,16345,2102,0
8231,16289,2211,0
8306,15918,2314,0
8343,15690,2435,0
8175,15770,2576,0
8009,16169,2755,0
8030,16636,2941,0
8231,17008,3140,0
8409,17031,3339,0
8565,16768,3556,0
8720,16462,3757,0
8787,16529,3941,0
8521,16841,4095,0
8009,17008,4261,0
7647,16738,4432,0
7786,16289,4613,0
8142,15763,4774,0
8231,15092,4934,0
7879,14282,5080,0
7564,13894,5222,0
7544,14116,5334,0
7675,14493,5446,0
7670,14336,5555,0
7786,13894,5671,0
8224,13864,5757,0
8676,14612,5831,0
8452,15587,5889,0
7453,16169,5959,0
6247,16087,6012,0
5562,15690,6055,0
5498,15287,6077,0
5673,14972,6119,0
5682,14360,6165,0
5895,13415,6215,0
7300,12667,6232,0
10567,12936,6247,0
14819,13998,6255,0
18131,14852,6279,0
19197,14761,6289,0
18576,14253,6311,0
17670,14005,6325,0
17130,14014,6343,0
16306,13662,6337,0
14460,12936,6343,0
11737,12290,6351,0
9232,12217,6375,0
7922,12652,6375,0
7898,13415,6375,0
8224,14146,6365,0
8009,14612,6375,0
7234,14614,6373,0
6674,14373,6375,0
6694,14109,6356,0
6896,14014,6343,0
6784,13977,6319,0
6563,14014,6311,0
6639,14119,6293,0
7008,14373,6279,0
7237,14575,6243,0
7230,14612,6215,0
7125,14477,6179,-1
7119,14493,6151,0
7092,14703,6102,1
7008,14972,6055,0
6831,15054,5989,-2
6674,15092,5927,0
6586,15160,5853,2
6674,15211,5799,0
6837,14990,5737,-5
6896,14612,5671,0
6716,14291,5571,21
6452,14253,5478,48
6262,14346,5390,72
6229,14493,5318,97
6291,14617,5223,132
6452,14852,5126,177
6615,15146,5021,220
6674,15451,4934,257
6565,15568,4834,294
6452,15571,4741,338
6416,15560,4638,381
6452,15690,4549,418
6511,15711,4458,449
6674,15451,4389,483
6823,14986,4321,522
6785,14852,4261,563
6610,15245,4188,597
6674,15930,4133,627
6955,16314,4079,658
7008,16289,4037,692
6597,16076,3981,723
6229,16050,3941,756
6326,16129,3904,788
6674,16169,3876,821
6775,16073,3826,851
6674,16050,3780,885
6631,16085,3738,919
6674,16169,3716,949
6617,16319,3684,971
6563,16768,3652,998
6612,17243,3612,1029
6674,17247,3588,1062
6586,16581,3556,1085
6563,15930,3524,1110
6829,15834,3482,1141
7341,16169,3460,1175
7780,16279,3443,1199
8009,16050,3428,1223
7964,15693,3392,1251
7675,15451,3364,1287
7247,15224,3341,1314
7008,15092,3332,1335
7068,15073,3313,1354
7230,15211,3300,1384
7162,15365,3283,1415
6896,15571,3268,1448
6657,15702,3233,1476
6674,15690,3204,1512
6934,15449,3179,1552
7341,15211,3172,1593
7639,15043,3155,1624
7675,14972,3140,1657
7504,14925,3119,1694
7453,15092,3108,1738
7607,15387,3089,1776
7786,15571,3076,1818
7763,15320,3056,1862
7675,14852,3043,1915
7688,14492,3024,1962
7786,14493,3011,2011
7738,14661,2993,2051
7564,14852,2979,2092
7448,14886,2959,2126
7564,14852,2947,2172
7744,14849,2929,2219
7786,15092,2915,2269
7640,15410,2893,2306
7564,15571,2883,2349
7731,15408,2877,2393
8120,15211,2883,2446
8481,15106,2882,2490
8676,15092,2883,2542
8640,15063,2879,2594
8454,15211,2883,2655
8194,15430,2881,2708
8009,15451,2883,2767
7883,15099,2878,2822
7786,14852,2883,2880
7729,15045,2882,2925
7898,15571,2883,2976
8258,15901,2876,3028
8565,15930,2883,3089
8524,15747,2894,3143
8231,15571,2915,3202
7922,15449,2926,3255
7786,15571,2947,3314
7758,15816,2971,3366
7786,15930,3011,3427
7792,15631,3051,3486
7786,15211,3108,3556
7753,15019,3166,3617
7786,15211,3236,3684
7889,15451,3293,3750
8009,15571,3364,3829
7942,15568,3444,3898
7675,15690,3556,3958
7374,15894,3676,3996
7341,16050,3812,4038
7575,15895,3939,4073
7898,15571,4069,4103
8124,15366,4187,4105
8343,15571,4325,4103
8563,15875,4467,4096
8676,15930,4613,4103
8517,15706,4731,4101
8231,15690,4838,4103
8002,15901,4929,4098
7898,15930,5030,4103
7772,15447,5123,4100
7675,14972,5222,4103
7789,14998,5295,4098
8231,15451,5350,4103
8662,15682,5377,4099
8676,15571,5414,4103
8219,15413,5449,4098
7786,15571,5478,4103
7739,15834,5475,4099
8009,15930,5478,4103
8211,15649,5488,4098
8231,15211,5510,4103
8126,14859,5508,4098
8009,14852,5510,4103
7893,15024,5508,4098
7898,15211,5510,4103
8014,15332,5489,4098
8120,15571,5478,4103
8017,15734,5473,4098
7786,15571,5478,4103
7593,15082,5459,4098
7564,14852,5446,4103
7599,15075,5429,4098
7675,15451,5414,4103
7819,15555,5375,4098
8120,15571,5350,4103
8432,15582,5331,4098
8565,15451,5318,4103
8400,15070,5270,4098
8120,14972,5222,4103
7896,15392,5180,4098
7786,15930,5158,4103
7646,15905,5113,4098
7453,15451,5062,4103
7261,15016,5004,4098
7230,14852,4966,4103
7352,14717,4918,4098
7564,14612,4870,4103
7717,14631,4802,4098
7786,14852,4741,4103
7759,14986,4674,4098
7786,14972,4613,4103
8006,14950,4534,4098
8454,15211,4453,4103
8759,15524,4362,4098
8565,15571,4293,4103
7934,15296,4226,4098
7453,15211,4165,4103
7411,15423,4082,4098
7564,15571,4005,4103
7498,15252,3930,4098
7341,14852,3876,4103
7413,14772,3814,4098
7786,14972,3748,4103
8120,14988,3672,4098
8231,14852,3620,4103
8172,14764,3580,4098
8120,14852,3556,4103
8031,14913,3521,4098
7898,14972,3492,4103
7823,15014,3457,4098
8009,15092,3428,4103
8287,15183,3389,4098
8343,15451,3364,4103
8082,15707,3342,4098
7898,15690,3332,4103
8003,15344,3312,4098
8231,15211,3300,4103
8300,15507,3283,4098
8343,15930,3268,4103
8477,15917,3233,4098
8565,15571,3204,4103
8373,15210,3179,4098
8120,15092,3172,4103
8104,15087,3156,4098
8343,15211,3140,4103
8525,15363,3117,4098
8565,15451,3108,4103
8513,15297,3093,4098
8454,15092,3076,4103
8338,14993,3040,4098
8231,15092,3011,4103
8126,15173,2988,4098
8009,15211,2979,4103
7853,15241,2964,4098
7786,15451,2947,4103
7778,15745,2925,4098
7786,16050,2915,4103
7873,16298,2901,4098
8231,16649,2883,4103
8619,16955,2848,4098
8565,17008,2819,4103
7967,16683,2796,4098
7453,16289,2787,4103
7466,15900,2770,4098
7786,15451,2755,4103
7904,14955,2735,4098
7898,14852,2723,4103
8109,15107,2705,4098
8565,15211,2691,4103
8809,14750,2673,4098
8676,14253,2659,4103
8433,14244,2639,4098
8454,14612,2627,4103
8618,14685,2610,4098
8565,14373,2595,4103
8132,13954,2572,4098
7675,13774,2563,4103
7559,13792,2561,4098
7786,14014,2563,4103
7935,14224,2548,4098
7786,14253,2531,4103
7490,14050,2511,4098
7453,14014,2499,4103
7666,14256,2479,4098
7898,14612,2467,4103
7887,14769,2451,4098
7786,14852,2435,4103
7736,14887,2411,4098
7786,14852,2403,4103
7734,14772,2403,4098
7453,15092,2403,4103
6822,15891,2383,4098
6007,16768,2371,4103
5397,17122,2368,4098
5450,17008,2371,4103
5990,16663,2353,4098
6340,16169,2339,4103
6117,15290,2334,4098
6118,14253,2339,4103
7654,13582,2325,4098
11123,13774,2307,4103
15150,14612,2295,4098
17797,15571,2307,4103
18287,16093,2313,4098
17575,16169,2307,4103
16863,15969,2285,4098
16351,15690,2275,4103
15371,15160,2271,4098
13682,14373,2275,4103
11778,13569,2270,4098
10345,13295,2275,4103
9488,13631,2277,4098
8899,14253,2275,4103
8192,14597,2254,4098
7341,14612,2243,4103
6584,14507,2241,4098
6229,14612,2243,4103
6236,14840,2225,4098
6340,15092,2211,4103
6326,15257,2205,4098
6340,15451,2211,4103
6537,15546,2198,4098
6896,15451,2179,4103
7136,15150,2156,4098
7119,14972,2146,4103
6779,14954,2140,4098
6340,14972,2146,4103
6072,14854,2150,4098
6229,14852,2146,4103
6565,14993,2125,4098
6674,15092,2114,4103
6394,14931,2113,4098
6118,14852,2114,4103
6110,15068,2097,4098
6229,15451,2082,4103
6161,15606,2078,4098
6007,15571,2082,4103
6009,15378,2068,4098
6229,15092,2050,4103
6442,14811,2040,4098
6563,14972,2050,4103
6629,15511,2056,4098
6674,15930,2050,4103
6541,15775,2030,4098
6229,15451,2018,4103
5985,15386,2013,4098
6118,15571,2018,4103
6448,15563,2018,4098
6563,15451,2018,4103
6353,15530,2015,4098
6229,15930,2018,4103
6362,16212,2017,4098
6452,16169,2018,4103
6225,15961,2016,4098
6007,16050,2018,4103
6108,16387,2016,4098
6340,16649,2018,4103
6276,16491,2016,4098
6007,16169,2018,4103
5863,15983,2016,4098
5895,16050,2018,4103
5776,16048,2016,4098
5450,15930,2018,4103
5205,15872,2016,4098
5339,16169,2018,4103
5712,16580,2016,4098
6007,16768,2018,4103
6013,16551,2016,4098
5895,16289,2018,4103
5875,16204,2017,4098
6007,16289,2018,4103
6018,16250,2016,4098
5784,16169,2018,4103
5533,16220,2017,4098
5673,16529,2018,4103
6121,16775,2015,4098
6452,16768,2018,4103
6451,16501,2019,4098
6452,16289,2018,4103
6612,16164,2012,4098
6674,16050,2018,4103
6401,15778,2033,4098
6118,15571,2050,4103
6104,15608,2052,4098
6229,15930,2050,4103
6274,16137,2047,4098
6452,16050,2050,4103
6842,15759,2048,4098
7119,15690,2050,4103
7014,15860,2050,4098
6896,16050,2050,4103
7050,15937,2044,4098
7230,15690,2050,4103
7088,15523,2065,4098
6896,15571,2082,4103
6985,15602,2083,4098
7230,15571,2082,4103
7309,15499,2080,4098
7341,15571,2082,4103
7481,15669,2078,4098
7564,15690,2082,4103
7333,15478,2095,4098
7008,15211,2114,4103
6865,15063,2117,4098
6896,15211,2114,4103
6909,15442,2109,4098
7008,15571,2114,4103
7293,15488,2114,4098
7675,15451,2114,4103
7965,15531,2110,4098
8231,15690,2114,4103
8456,15689,2115,4098
8454,15571,2114,4103
8065,15369,2098,4098
7564,15211,2082,4103
7244,15073,2070,4098
7119,15092,2082,4103
6932,15230,2098,4098
6674,15451,2114,4103
6503,15561,2119,4098
6563,15571,2146,4103
6730,15390,2196,4098
6896,15092,2275,4103
6996,14797,2350,4098
7119,14852,2435,4103
7303,15203,2520,4098
7564,15571,2627,4103
7750,15629,2742,4098
7786,15571,2883,4103
7705,15544,3034,4098
7675,15571,3204,4103
7632,15487,3371,4098
7453,15451,3556,4103
7144,15494,3743,4098
7008,15571,3941,4103
7108,15535,4129,4098
7230,15571,4325,4103
7136,15660,4507,4098
7008,15690,4677,4103
7045,15560,4820,4098
7230,15571,4966,4103
7353,15704,5101,4098
7453,15690,5222,4103
7607,15330,5304,4098
7786,15092,5382,4103
7798,15252,5459,4098
7675,15571,5542,4103
7549,15481,5594,4098
7564,15092,5638,4103
7662,14825,5678,4098
7786,14972,5735,4103
7830,15191,5772,4098
7786,15211,5799,4103
7652,14994,5807,4098
7564,14852,5831,4103
7602,14821,5848,4098
7786,14852,5863,4103
7927,14847,5855,4098
7898,14972,5863,4103
7703,15107,5873,4098
7564,15092,5895,4103
7562,14906,5892,4098
7675,14972,5895,4103
7811,15280,5891,4098
8009,15451,5895,4103
8165,15196,5875,4098
8120,14972,5863,4103
7787,15023,5851,4098
7453,15092,5863,4103
7406,14788,5861,4098
7675,14493,5863,4103
7877,14566,5845,4098
7786,14852,5831,4103
7523,14798,5805,4098
7453,14493,5799,4103
7583,14316,5784,4098
7675,14493,5767,4103
7586,14717,5725,4098
7564,14852,5703,4103
7694,14910,5685,4098
7786,15092,5671,4103
7632,15354,5621,4098
7453,15690,5574,4103
7424,15966,5532,4098
7453,16169,5510,4103
7353,16180,5466,4098
7341,16050,5414,4103
7629,15789,5345,4098
8120,15571,5286,4103
8456,15382,5217,4098
8565,15211,5158,4103
8509,14889,5091,4098
8343,14493,5030,4103
8040,14128,4949,4098
7786,14014,4870,4103
7731,14080,4782,4098
7898,14253,4709,4103
8122,14376,4627,4098
8343,14493,4549,4103
8473,14496,4461,4098
8454,14373,4389,4103
8245,14093,4318,4098
8009,13894,4261,4103
7848,13830,4193,4098
7786,13894,4133,4103
7726,13923,4064,4098
7675,14014,4005,4103
7604,14199,3934,4098
7564,14493,3876,4103
7493,14640,3819,4098
7453,14612,3780,4103
7418,14485,3741,4098
7453,14493,3716,4103
7456,14555,3684,4098
7453,14612,3652,4103
7436,14656,3610,4098
7341,14972,3588,4103
6772,15550,3571,4098
5673,16169,3556,4103
4756,16481,3519,4098
5006,16529,3492,4103
6166,16302,3472,4098
6896,15690,3460,4103
6526,14503,3426,4098
6340,13175,3396,4103
8036,12426,3371,4098
11680,12816,3364,4103
15510,14014,3346,4098
17909,15211,3332,4103
18573,15554,3314,4098
18242,15092,3300,4103
17551,14589,3267,4098
16685,14852,3236,4103
15500,15499,3209,4098
14015,15571,3204,4103
12421,14689,3191,4098
11012,13774,3172,4103
9875,13601,3135,4098
9010,14014,3108,4103
8324,14253,3084,4098
7786,14253,3076,4103
7330,14289,3059,4098
7008,14493,3043,4103
6883,14576,3022,4098
7008,14612,3011,4103
7197,14765,2996,4098
7230,15092,2979,4103
6955,15270,2946,4098
6563,15211,2915,4103
6330,14984,2889,4098
6452,14852,2883,4103
6658,14844,2881,4098
6674,14972,2883,4103
6415,15025,2869,4098
6229,14972,2851,4103
6326,14841,2827,4099
6674,14852,2819,4103
6968,14903,2816,4098
7119,14852,2819,4103
7172,14610,2806,4099
7230,14493,2787,4103
7207,14645,2763,4098
7119,14972,2755,4103
7108,15058,2753,4099
7341,14852,2755,4103
7578,14540,2741,4098
7453,14493,2723,4103
6914,14689,2700,4100
6452,14972,2691,4103
6394,15078,2677,4097
6563,15092,2659,4103
6512,15091,2634,4103
6229,15211,2627,4103
6014,15344,2628,4083
6118,15451,2627,4071
6427,15350,2607,4058
6785,15092,2595,4054
7059,14847,2592,4032
7230,14972,2595,4006
7233,15321,2578,3973
7119,15571,2563,3958
6964,15566,2556,3940
6896,15690,2563,3926
6861,15938,2552,3898
6785,15930,2531,3877
6639,15444,2506,3850
6563,15092,2499,3829
6558,15259,2497,3800
6563,15690,2499,3781
6546,15863,2486,3756
6674,15930,2467,3733
6904,16041,2442,3696
7008,16050,2435,3668
6861,15744,2434,3640
6785,15571,2435,3620
7026,15770,2418,3586
7453,16050,2403,3556
7691,15926,2386,3520
7675,15690,2371,3491
7487,15710,2348,3450
7230,15930,2339,3411
6963,15873,2338,3371
6896,15571,2339,3347
7047,15251,2320,3315
7230,15092,2307,3282
7249,14935,2302,3237
7230,14852,2307,3202
7247,14865,2293,3167
7230,14972,2275,3137
7106,14948,2254,3095
7119,14852,2243,3057
7372,14797,2223,3015
7675,14972,2211,2976
7736,15237,2205,2925
7675,15451,2211,2880
7713,15408,2201,2837
7898,15211,2179,2800
8015,14962,2151,2749
8009,14852,2146,2703
7900,14819,2149,2658
7786,14852,2146,2623
7710,14839,2125,2580
7786,14852,2114,2542
7934,14870,2114,2501
8009,14972,2114,2462
7953,15045,2096,2411
8009,15092,2082,2365
8267,15069,2079,2321
8565,15092,2082,2285
8616,15037,2067,2238
8454,14852,2050,2188
8213,14561,2044,2134
8009,14493,2050,2092
7835,14653,2040,2050
7786,14852,2018,2011
7842,14851,1993,1963
7898,14852,1986,1915
7805,14917,1985,1862
7675,14972,1986,1818
7643,14864,1972,1775
7786,14852,1954,1738
7999,15014,1930,1696
8231,15211,1922,1657
8371,15175,1919,1615
8343,15092,1922,1577
8084,15075,1916,1535
7786,15092,1922,1496
7650,14948,1941,1454
7786,14852,1986,1416
8007,14928,2031,1375
8120,15092,2082,1335
8000,14966,2133,1293
7786,14612,2211,1255
7639,14345,2300,1215
7675,14493,2403,1175
7757,14776,2502,1126
7786,14852,2627,1078
7777,14655,2775,1033
7898,14612,2947,998
8048,14768,3108,965
8009,14852,3268,933
7696,14663,3421,895
7453,14612,3588,853
7538,14851,3748,809
7898,15092,3908,772
8200,14978,4053,740
8343,14852,4197,708
8330,14950,4333,669
8231,15092,4485,627
8070,14953,4633,586
8009,14852,4773,547
8056,14976,4878,507
8120,15092,4966,467
8092,14851,5030,425
8120,14612,5094,386
8242,14660,5141,351
8343,14852,5190,322
8258,14845,5224,292
8120,14852,5254,257
8036,14933,5265,215
8009,14852,5286,177
7960,14443,5310,149
8009,14253,5350,129
8149,14522,5372,106
8231,14852,5382,80
8087,14722,5373,55
7898,14493,5382,32
7860,14565,5394,12
8009,14852,5414,0
8144,14905,5412,-3
8231,14852,5414,0
8287,14853,5409,1
8343,14852,5414,0
8285,14629,5407,-1
8120,14493,5414,0
7900,14654,5414,0
7786,14972,5414,0
7820,15009,5391,0
8009,14852,5382,0
