I,V,PLETH,RESP
4662,7288,6960,2658
4662,7162,6950,2629
4662,7097,6960,2603
4562,7179,6927,2564
4454,7288,6898,2530
4395,7246,6882,2497
4351,7192,6898,2475
4292,7231,6876,2446
4351,7288,6836,2420
4503,7202,6784,2390
4558,7097,6774,2365
4427,7075,6768,2333
4351,7097,6774,2310
4427,7030,6763,2289
4454,7001,6774,2273
4277,7079,6773,2245
4144,7192,6774,2218
4230,7194,6755,2189
4351,7192,6774,2163
4266,7245,6806,2131
4144,7288,6836,2108
4171,7221,6807,2089
4247,7192,6774,2072
4189,7249,6754,2041
4144,7288,6774,2017
4244,7206,6776,1997
4351,7192,6774,1980
4269,7303,6742,1950
4144,7384,6712,1925
4131,7277,6664,1904
4144,7192,6650,1888
4029,7268,6645,1859
3937,7384,6650,1833
4009,7315,6614,1812
4144,7192,6587,1797
4129,7189,6571,1769
4040,7288,6587,1742
4041,7278,6585,1718
4144,7192,6587,1705
4183,7172,6578,1681
4144,7288,6587,1650
4110,7354,6582,1616
4144,7288,6587,1595
4165,7170,6580,1577
4144,7192,6587,1558
4113,7285,6579,1529
4144,7288,6587,1503
4175,7177,6583,1481
4144,7097,6587,1467
4074,7114,6575,1448
4040,7288,6587,1430
4052,7359,6590,1409
4144,7097,6587,1393
4185,6831,6546,1374
4040,7192,6525,1357
3904,7646,6514,1337
4144,7192,6525,1320
4371,6554,6512,1300
3937,7384,6525,1283
3401,8487,6548,1264
3937,7288,6587,1247
4746,5459,6583,1225
4040,7288,6587,1210
2899,10492,6615,1198
4247,7288,6712,1192
6652,-2050,6807,1182
4869,-5850,6898,1173
-1144,2272,6966,1162
-3833,12851,7085,1155
1049,14132,7227,1145
7459,8343,7395,1137
7938,5303,7537,1126
4144,7097,7706,1118
2454,8251,7883,1109
3937,6809,8079,1100
4825,5859,8233,1088
3937,6713,8390,1082
3417,7318,8536,1073
4040,6809,8700,1063
4370,6410,8843,1049
3937,6713,9011,1045
3654,6946,9171,1046
3833,6809,9322,1045
3889,6667,9413,1033
3729,6713,9508,1027
3732,6740,9599,1026
3937,6713,9695,1027
4017,6663,9730,1016
3937,6617,9757,1008
3876,6591,9776,1007
3937,6617,9819,1008
4026,6614,9822,998
4040,6617,9819,990
3962,6618,9802,989
3937,6617,9819,990
4022,6543,9819,980
4040,6521,9819,972
3890,6584,9783,970
3937,6521,9757,972
4169,6344,9715,963
4040,6521,9695,953
3659,6861,9656,950
3937,6617,9632,953
4496,6089,9590,947
3937,6521,9570,935
3004,7247,9532,923
3937,6425,9508,917
5438,5160,9463,908
4040,6425,9446,898
1702,8407,9431,888
3937,6425,9446,880
7929,2998,9425,870
3937,6425,9384,862
-6838,15045,9304,852
-9013,15344,9260,843
4024,2504,9221,832
17404,-9110,9197,825
15724,-6010,9130,818
4765,5370,9073,807
-174,10399,9005,787
2901,7576,8949,770
4778,5742,8850,758
2383,7768,8762,752
704,8927,8680,742
1761,7576,8638,733
2393,6818,8574,725
1347,7768,8514,715
658,8281,8435,697
1140,7672,8390,678
1493,7303,8344,665
1243,7672,8327,660
1082,7869,8291,652
1243,7576,8265,642
1343,7202,8219,630
1347,7001,8203,623
1408,6832,8190,616
1450,6713,8203,605
1335,6639,8196,591
1140,6617,8203,587
1004,6645,8194,588
1140,6713,8203,587
1526,6771,8194,576
1968,6905,8203,568
2305,7114,8196,567
2590,7384,8203,568
2846,7648,8191,560
3004,7960,8203,550
3061,8231,8203,546
3211,8343,8203,550
3505,8240,8164,552
3729,8151,8141,550
3686,8205,8124,547
3522,8343,8141,550
3457,8371,8139,551
3522,8343,8141,550
3636,8351,8111,546
3833,8439,8079,550
4067,8498,8028,559
4144,8535,8017,568
3952,8542,8013,569
3729,8535,8017,568
3735,8473,7977,572
3937,8439,7955,587
4096,8434,7943,599
4144,8439,7955,605
4144,8383,7926,603
4144,8343,7892,605
4094,8332,7848,612
4040,8343,7830,623
4048,8293,7794,631
4144,8247,7768,642
4229,8228,7728,652
4247,8247,7706,660
4190,8211,7666,659
4144,8151,7644,660
4157,8108,7607,666
4247,8151,7582,678
4332,8181,7537,688
4351,8151,7520,697
4263,8062,7507,705
4144,8056,7520,715
4078,8110,7513,722
4144,8151,7520,733
4267,8094,7513,744
4351,8056,7520,752
4349,8057,7509,750
4351,8056,7520,752
4365,7980,7519,759
4351,7960,7520,770
4303,8015,7482,778
4351,8056,7457,788
4486,7956,7441,799
4558,7864,7457,807
4458,7878,7439,805
4351,7960,7395,807
4365,7938,7317,816
4454,7864,7271,825
4498,7797,7233,824
4558,7768,7209,825
4647,7703,7163,833
4662,7672,7147,843
4533,7672,7141,844
4454,7672,7147,843
4537,7605,7112,849
4662,7576,7085,862
4670,7587,7067,866
4662,7576,7085,862
4693,7461,7083,856
4662,7384,7085,862
4508,7411,7073,871
4454,7480,7085,880
4602,7419,7079,881
4765,7288,7085,880
4738,7218,7076,878
4662,7288,7085,880
4669,7342,7078,880
4662,7288,7085,880
4493,7148,7077,878
4351,7097,7085,880
4443,7136,7077,881
4662,7192,7085,880
4647,7178,7077,877
4351,7192,7085,880
4080,7248,7077,888
4144,7288,7085,898
4411,7229,7077,900
4558,7192,7085,898
4461,7229,7078,896
4351,7288,7085,898
4353,7247,7076,899
4351,7192,7085,898
4222,7178,7079,896
4144,7192,7085,898
4234,7165,7075,900
4351,7192,7085,898
4282,7265,7081,888
4144,7288,7085,880
4103,7176,7071,877
4144,7097,7085,880
4135,7128,7090,880
4144,7192,7085,880
4210,7145,7040,879
4247,7097,7022,880
4172,7126,7019,879
4144,7192,7022,880
4248,7155,6982,880
4351,7097,6960,880
4277,7109,6953,878
4144,7192,6960,880
4105,7185,6924,882
4144,7097,6898,880
4107,7027,6887,869
4040,7097,6898,862
4079,7187,6867,859
4247,7192,6836,862
4338,7105,6816,861
4247,7097,6836,862
4103,7161,6836,862
4144,7192,6836,862
4311,7115,6822,852
4351,7097,6836,843
4143,7165,6834,840
3937,7192,6836,843
3927,7069,6822,844
4040,7001,6836,843
4096,7085,6837,842
4144,7192,6836,843
4223,7142,6814,843
4247,7097,6836,843
4158,7177,6868,842
4144,7288,6898,843
4268,7249,6880,842
4351,7192,6898,843
4267,7227,6948,843
4247,7288,7022,843
4415,7233,7046,840
4558,7192,7085,843
4467,7243,7153,851
4351,7288,7271,862
4396,7186,7360,864
4454,7097,7457,862
4313,7127,7560,858
4144,7192,7706,862
4124,7113,7846,869
4144,7001,8017,880
4027,6971,8175,883
3937,7001,8327,880
4020,6951,8435,875
4144,6905,8576,880
4107,6931,8746,890
4040,7001,8949,898
4083,6972,9106,896
4144,6905,9260,898
4082,6873,9404,907
4040,6905,9570,917
4109,6905,9698,917
4144,6905,9819,917
3985,6904,9910,923
3833,6905,10005,935
3911,6831,10063,938
4040,6809,10130,935
3954,6872,10183,930
3937,6809,10254,935
4068,6637,10288,944
3937,6809,10316,953
3658,7110,10310,955
4040,6809,10316,953
4627,6251,10304,949
4040,6713,10316,953
3064,7528,10312,962
3937,6809,10316,972
5391,5557,10281,973
4040,6713,10254,972
1825,8638,10210,970
4144,6809,10192,972
8174,3514,10153,971
4247,6713,10130,972
-6551,14974,10086,971
-9013,15344,10067,972
3741,2823,10029,969
17404,-9110,10005,972
16521,-7082,9960,974
6008,3644,9943,972
587,9277,9910,960
2797,7576,9881,953
4345,6186,9812,952
2279,7960,9757,953
1004,8956,9687,944
2175,7768,9632,935
2784,7105,9554,932
1761,7960,9508,935
1078,8456,9467,929
1450,7960,9446,917
1628,7587,9383,902
1243,7768,9322,898
1021,7815,9246,898
1140,7576,9197,898
1142,7378,9126,890
1036,7288,9073,880
1161,7070,9020,868
1554,6809,9011,862
1886,6664,8984,858
1865,6713,8949,862
1495,6823,8873,864
1243,6809,8825,862
1414,6646,8780,851
1865,6617,8762,843
2247,6838,8720,841
2486,7192,8700,843
2662,7452,8685,842
2797,7672,8700,843
2865,7916,8676,844
3004,8151,8638,843
3326,8208,8581,834
3729,8151,8576,825
3959,8101,8576,820
3937,8151,8576,825
3770,8205,8531,827
3626,8247,8514,825
3566,8276,8506,820
3626,8343,8514,825
3800,8369,8476,834
4040,8343,8452,843
4186,8295,8437,844
4144,8343,8452,843
3986,8422,8424,842
3937,8439,8390,843
4039,8356,8341,841
4144,8343,8327,843
4138,8411,8312,850
4144,8439,8327,862
4216,8323,8329,865
4247,8247,8327,862
4167,8289,8285,856
4144,8343,8265,862
4227,8246,8254,872
4247,8151,8265,880
4107,8170,8234,878
4040,8247,8203,880
4154,8210,8177,888
4247,8151,8203,898
4157,8141,8213,900
4144,8151,8203,898
4393,8081,8153,902
4662,8056,8141,917
4573,8109,8139,929
4247,8151,8141,935
4055,8049,8098,933
4144,7960,8079,935
4292,7980,8073,942
4351,8056,8079,953
4334,8020,8038,957
4351,7960,8017,953
4423,7969,8008,948
4558,8056,8017,953
4665,8073,7978,964
4662,8056,7955,972
4515,8068,7944,970
4351,8151,7955,972
4253,8157,7919,979
4247,8056,7892,990
4277,7931,7878,991
4351,7960,7892,990
4449,8053,7863,993
4558,8056,7830,1008
4620,7918,7805,1021
4662,7864,7830,1027
4706,7930,7837,1023
4765,7960,7830,1027
4725,7805,7787,1036
4558,7672,7768,1045
4396,7694,7756,1044
4454,7768,7768,1045
4636,7686,7744,1051
4662,7576,7706,1063
4460,7581,7651,1067
4351,7672,7644,1063
4486,7655,7644,1058
4662,7576,7644,1063
4664,7510,7601,1073
4662,7480,7582,1082
4761,7409,7575,1081
4765,7384,7582,1082
4503,7401,7545,1081
4247,7384,7520,1082
4239,7259,7505,1079
4351,7192,7520,1082
4344,7234,7511,1089
4351,7288,7520,1100
4512,7229,7520,1102
4662,7192,7520,1100
4526,7238,7478,1097
4247,7288,7457,1100
4132,7225,7450,1100
4247,7192,7457,1100
4352,7249,7420,1097
4351,7288,7395,1100
4324,7151,7383,1101
4351,7001,7395,1100
4313,7018,7366,1096
4144,7192,7333,1100
3936,7268,7292,1109
3937,7192,7271,1118
4209,7082,7229,1119
4558,7097,7209,1118
4629,7139,7197,1118
4351,7097,7209,1118
3999,6957,7183,1110
3937,6905,7147,1100
4148,6955,7097,1094
4351,7001,7085,1100
4336,6937,7074,1104
4247,6905,7085,1100
4259,6953,7078,1087
4351,7001,7085,1082
4315,6938,7076,1082
4144,6905,7085,1082
4032,6959,7079,1071
4144,7001,7085,1063
4294,6897,7075,1062
4247,6809,7085,1063
4053,6837,7080,1054
4040,6905,7085,1045
4244,6856,7072,1042
4351,6809,7085,1045
4172,6872,7087,1037
3937,6905,7085,1027
3920,6777,7044,1021
4144,6809,7022,1027
4284,6998,7010,1030
4144,6905,7022,1027
3970,6583,7012,1015
4144,6809,7022,1008
4341,7294,7040,1006
4040,6905,7085,1008
3737,6117,7090,1008
4351,6713,7085,1008
5063,7805,7063,1007
4351,6809,7085,1008
3297,5116,7106,1008
4454,6905,7147,1008
6339,10044,7180,1007
4247,6905,7271,1008
-1526,-2236,7385,1008
-3833,-5850,7520,1008
1110,2213,7610,1007
7459,12371,7706,1008
8141,13134,7806,1008
4662,7192,7955,1008
2999,4486,8098,1006
4247,6713,8265,1008
4967,8050,8432,1009
4040,6617,8638,1008
3439,5713,8827,1004
3937,6617,9011,1008
4253,7174,9156,1018
3937,6617,9322,1027
3781,6275,9475,1025
4040,6617,9632,1027
4128,6757,9749,1035
3937,6521,9881,1045
3861,6414,10003,1045
4040,6521,10130,1045
4184,6502,10215,1051
4144,6425,10316,1063
4005,6456,10409,1066
3937,6521,10502,1063
3978,6481,10535,1060
4040,6425,10565,1063
3999,6407,10586,1064
3937,6425,10627,1063
3950,6363,10625,1061
3937,6329,10627,1063
3820,6409,10616,1064
3937,6425,10627,1063
4223,6349,10597,1060
4144,6521,10565,1063
3825,6742,10516,1066
4144,6425,10502,1063
4704,5946,10471,1052
4144,6425,10440,1045
3197,7156,10369,1044
4040,6425,10316,1045
5461,5243,10263,1036
4144,6329,10254,1027
1888,8117,10225,1022
3937,6425,10192,1027
7745,3409,10118,1028
4040,6521,10067,1027
-6387,14559,10003,1018
-9013,15344,9943,1008
3307,3475,9839,996
17404,-9110,9757,990
17933,-9118,9678,989
8287,384,9632,990
2138,7075,9560,983
3004,7288,9508,972
4064,6584,9458,960
2279,7960,9446,953
1045,8869,9411,945
1865,8056,9384,935
2351,7395,9338,923
1554,7864,9322,917
990,8277,9285,915
1243,8056,9260,917
1351,7799,9211,911
1036,7864,9197,898
850,7897,9185,884
932,7768,9197,880
957,7566,9169,881
932,7384,9135,880
1066,7180,9082,869
1347,7001,9073,862
1535,6817,9067,860
1450,6713,9073,862
1144,6744,9037,853
1036,6809,9011,843
1316,6786,8987,839
1761,6809,9011,843
2039,6954,9017,844
2175,7192,9011,843
2352,7404,8964,841
2590,7672,8949,843
2732,7990,8941,844
2797,8247,8949,843
2959,8288,8914,841
3315,8247,8887,843
3685,8257,8848,845
3833,8343,8825,843
3685,8364,8777,839
3419,8343,8762,843
3258,8318,8755,853
3315,8343,8762,862
3515,8370,8725,860
3729,8439,8700,862
3840,8506,8684,870
3833,8535,8700,880
3759,8474,8675,879
3729,8439,8638,880
3767,8468,8585,887
3833,8535,8576,898
3877,8512,8569,899
3937,8439,8576,898
4006,8388,8546,903
4040,8439,8514,917
3991,8476,8464,926
3937,8439,8452,935
3925,8343,8444,944
3937,8343,8452,953
3891,8408,8421,954
3833,8439,8390,953
3835,8365,8344,957
3937,8343,8327,972
4056,8400,8294,984
4144,8439,8265,990
4162,8337,8216,987
4144,8247,8203,990
4120,8266,8196,997
4144,8343,8203,1008
4165,8311,8171,1015
4144,8247,8141,1027
4100,8225,8098,1038
4144,8247,8079,1045
4232,8200,8040,1042
4247,8151,8017,1045
4160,8136,7995,1054
4144,8151,8017,1063
4225,8129,8023,1062
4247,8151,8017,1063
4110,8185,7971,1072
4040,8151,7955,1082
4230,8011,7947,1080
4558,7960,7955,1082
4691,8024,7921,1090
4558,8056,7892,1100
4338,7905,7853,1099
4247,7768,7830,1100
4306,7776,7785,1108
4454,7864,7768,1118
4561,7835,7760,1118
4558,7768,7768,1118
4445,7750,7734,1125
4351,7768,7706,1137
4325,7682,7685,1137
4351,7576,7706,1137
4378,7537,7706,1142
4454,7576,7706,1155
4573,7549,7690,1158
4662,7480,7706,1155
4605,7437,7709,1150
4454,7480,7706,1155
4334,7476,7666,1163
4351,7384,7644,1173
4425,7263,7630,1175
4454,7288,7644,1173
4398,7409,7621,1169
4351,7480,7582,1173
4342,7386,7525,1182
4351,7288,7520,1192
4337,7295,7522,1193
4351,7384,7520,1192
4376,7402,7475,1189
4351,7384,7457,1192
4230,7373,7453,1191
4144,7384,7457,1192
4196,7335,7418,1190
4351,7288,7395,1192
4421,7271,7386,1191
4351,7288,7395,1192
4213,7275,7360,1190
4144,7288,7333,1192
4139,7305,7319,1191
4144,7288,7333,1192
4092,7205,7305,1190
4040,7192,7271,1192
4050,7251,7244,1192
4144,7288,7271,1192
4201,7218,7282,1188
4144,7192,7271,1192
4000,7250,7223,1194
3937,7288,7209,1192
4011,7183,7206,1179
4144,7097,7209,1173
4158,7124,7169,1173
4040,7192,7147,1173
3914,7147,7136,1163
3937,7097,7147,1155
4055,7127,7115,1153
4144,7192,7085,1155
4139,7152,7063,1146
4144,7097,7085,1137
4170,7087,7089,1133
4144,7097,7085,1137
4019,7031,7046,1132
3937,7001,7022,1118
3969,7045,7001,1103
4040,7097,7022,1100
4026,7071,7048,1101
3937,7001,7085,1100
3892,6955,7084,1089
4040,7097,7085,1082
4185,7214,7073,1079
4040,7001,7085,1082
3810,6734,7080,1076
4040,7097,7085,1063
4418,7553,7072,1049
4144,7001,7085,1045
3637,6197,7082,1045
4144,7001,7085,1045
4998,8237,7066,1036
4351,7097,7085,1027
3103,5208,7109,1022
4144,7097,7147,1027
6187,10425,7158,1029
4144,7001,7209,1027
-1963,-2861,7284,1015
-4558,-6809,7395,1008
621,1787,7482,1006
7459,12755,7582,1008
8287,13782,7655,1007
4558,7576,7706,1008
2673,4624,7693,1008
3937,6809,7706,1008
4738,8110,7763,1005
3833,6617,7892,1008
3290,5751,8028,1016
3937,6713,8203,1027
4345,7193,8386,1028
3937,6521,8576,1027
3639,6220,8705,1024
3937,6713,8825,1027
4207,6916,8936,1026
4040,6617,9073,1027
3709,6438,9171,1026
3626,6521,9260,1027
3785,6499,9334,1025
3937,6425,9446,1027
3876,6466,9544,1027
3729,6521,9632,1027
3749,6461,9665,1023
3937,6425,9695,1027
4019,6467,9710,1035
3937,6521,9757,1045
3822,6484,9786,1045
3833,6425,9819,1045
3905,6404,9815,1045
3833,6521,9819,1045
3682,6656,9807,1035
3937,6521,9819,1027
4375,6297,9815,1023
4144,6617,9819,1027
3512,7015,9785,1027
3833,6425,9757,1027
4586,5621,9712,1024
3833,6521,9695,1027
2608,7797,9661,1026
3937,6425,9632,1027
5983,4361,9565,1025
3937,6521,9508,1027
541,10020,9453,1026
3937,6521,9446,1027
11306,-1527,9422,1024
9116,-671,9384,1027
-3693,10652,9303,1027
-9013,15344,9260,1027
3209,3750,9226,1022
17404,-9110,9197,1027
15589,-6202,9104,1036
3626,6329,9011,1045
-1337,11544,8926,1044
2693,7672,8887,1045
4970,5339,8823,1051
2175,7864,8762,1063
352,9331,8686,1072
1761,7672,8638,1082
2510,6686,8571,1090
1140,7768,8514,1100
223,8372,8437,1106
829,7672,8390,1118
1345,7257,8342,1135
1036,7672,8327,1155
686,7878,8294,1165
725,7576,8265,1173
839,7279,8215,1186
932,7192,8203,1210
1064,7072,8196,1231
1140,6905,8203,1247
1012,6785,8169,1253
725,6809,8141,1265
499,6903,8100,1281
725,6905,8079,1302
1401,6774,8038,1318
2072,6809,8017,1338
2379,7133,7982,1362
2486,7576,7955,1393
2608,7860,7904,1421
2693,8056,7892,1448
2727,8234,7889,1473
3004,8343,7892,1503
3563,8285,7851,1531
3937,8247,7830,1558
3769,8307,7822,1582
3419,8343,7830,1613
3384,8218,7793,1643
3626,8151,7768,1668
3759,8270,7755,1683
3729,8439,7768,1705
3735,8423,7740,1736
3833,8343,7706,1778
3898,8330,7662,1814
3937,8343,7644,1852
4000,8236,7607,1886
4040,8151,7582,1925
3983,8208,7544,1957
3937,8343,7520,1998
4004,8339,7475,2042
4144,8247,7457,2090
4195,8197,7447,2126
4144,8247,7457,2163
4066,8240,7431,2203
4040,8151,7395,2255
4031,8045,7345,2301
4040,8056,7333,2347
4099,8117,7326,2387
4247,8151,7333,2438
4367,8095,7305,2485
4351,8056,7271,2530
4242,8046,7221,2562
4247,8056,7209,2603
4351,8030,7203,2647
4351,8056,7209,2695
4159,8089,7178,2730
4040,8056,7147,2768
4156,7917,7103,2809
4351,7864,7085,2860
4385,7921,7051,2904
4351,7960,7022,2952
4390,7848,6979,2995
4454,7768,6960,3043
4410,7805,6929,3079
4351,7864,6898,3117
4353,7800,6847,3149
4351,7768,6836,3190
4288,7830,6835,3223
4351,7864,6836,3263
4583,7714,6795,3297
4765,7576,6774,3336
4718,7592,6767,3368
4662,7672,6774,3410
4788,7599,6739,3446
4972,7480,6712,3483
4975,7444,6698,3506
4869,7480,6712,3538
4775,7437,6687,3570
4662,7384,6650,3611
4488,7374,6603,3644
4454,7384,6587,3685
4619,7322,6557,3720
4765,7288,6525,3758
4710,7300,6479,3781
4662,7288,6463,3813
4768,7168,6438,3847
4869,7097,6401,3886
4772,7136,6325,3905
4662,7192,6277,3923
4702,7104,6259,3941
4765,7001,6277,3978
4666,7029,6256,4007
4558,7192,6214,4033
4566,7264,6160,4044
4558,7192,6152,4070
4382,7078,6153,4094
4247,7097,6152,4125
4324,7173,6115,4139
4454,7192,6090,4161
4360,7113,6075,4183
4144,7097,6090,4216
4055,7154,6088,4234
4144,7192,6090,4253
4199,7123,6081,4265
4144,7097,6090,4290
4053,7152,6086,4306
4040,7192,6090,4326
4079,7116,6083,4338
4144,7097,6090,4363
4202,7198,6086,4380
4247,7288,6090,4400
4193,7198,6065,4404
4040,7097,6028,4418
3897,7116,5976,4430
3937,7192,5966,4455
4089,7150,5968,4470
4144,7097,5966,4491
4017,7126,5924,4505
3937,7192,5904,4528
4052,7149,5901,4542
4247,7097,5904,4565
4300,7121,5865,4579
4247,7192,5842,4601
4194,7162,5836,4614
4144,7097,5842,4638
4023,7071,5805,4655
3937,7097,5779,4675
3988,7057,5772,4673
4144,7001,5779,4675
4238,6998,5745,4668
4247,7097,5717,4675
4204,7176,5707,4671
4144,7192,5717,4675
4037,7171,5687,4669
3937,7097,5655,4675
3885,6956,5636,4670
3833,7001,5655,4675
3779,7110,5656,4670
3937,6905,5655,4675
4221,6635,5644,4670
4247,7097,5655,4675
4039,7697,5652,4670
4144,7097,5655,4675
4389,6127,5646,4670
4040,7001,5655,4675
3514,8450,5651,4670
4040,7192,5655,4675
4850,5002,5644,4670
4040,7097,5655,4675
2771,10924,5670,4670
4247,7097,5717,4675
6909,-4178,5766,4670
4972,-8823,5842,4675
-1623,979,5902,4670
-4558,13810,5966,4675
837,15386,6011,4670
7873,8343,6090,4675
8348,4619,6176,4670
4144,6809,6277,4675
2306,8294,6354,4670
3937,6617,6463,4675
4829,5481,6599,4670
3729,6521,6774,4675
3131,7298,6927,4670
3937,6713,7085,4675
4457,6205,7229,4670
4040,6521,7395,4675
3710,6788,7544,4670
3937,6617,7706,4675
4092,6440,7854,4670
3937,6521,8017,4675
3828,6620,8164,4670
3937,6617,8327,4675
4012,6545,8463,4670
3937,6521,8576,4675
3821,6579,8636,4670
3833,6617,8700,4675
3938,6499,8760,4670
3937,6425,8825,4675
3742,6506,8834,4670
3626,6617,8825,4675
3776,6556,8804,4670
3937,6521,8825,4675
3864,6643,8833,4670
3937,6617,8825,4675
4222,6356,8777,4670
4144,6425,8762,4675
3761,6748,8759,4670
4040,6521,8762,4675
4658,5970,8722,4670
4144,6425,8700,4675
3174,7296,8691,4670
4040,6617,8700,4675
5497,5346,8666,4670
4040,6521,8638,4675
1643,8502,8603,4670
3937,6617,8576,4675
8121,3218,8506,4670
4247,6521,8452,4675
-6634,15013,8409,4670
-9013,15344,8390,4675
3953,2592,8328,4670
17404,-9110,8265,4675
15750,-6240,8193,4670
4662,5083,8141,4675
-474,10341,8067,4670
2486,7768,8017,4675
4381,5997,7974,4670
2072,8056,7955,4675
469,9352,7896,4670
1554,8056,7830,4675
2154,7136,7752,4670
1036,7960,7706,4675
305,8598,7643,4670
829,8151,7582,4675
1215,7723,7501,4670
829,7960,7457,4675
405,8203,7419,4670
414,8056,7395,4675
556,7741,7348,4670
622,7576,7333,4675
709,7501,7326,4670
932,7384,7333,4675
1165,7144,7297,4670
1140,7001,7271,4675
816,7068,7253,4670
725,7097,7271,4675
1165,6888,7269,4670
1761,6809,7271,4675
2050,7113,7259,4670
2175,7576,7271,4675
2422,7812,7266,4670
2693,7960,7271,4675
2789,8206,7261,4670
2901,8439,7271,4675
3190,8418,7265,4670
3419,8343,7271,4675
3339,8413,7262,4670
3211,8535,7271,4675
3349,8462,7266,4670
3626,8343,7271,4675
3733,8376,7260,4670
3729,8535,7271,4675
3813,8579,7269,4670
3937,8535,7271,4675
3918,8507,7253,4670
3833,8535,7271,4675
3845,8497,7298,4670
3937,8439,7333,4675
3962,8438,7329,4670
3937,8535,7333,4675
3927,8582,7331,4670
3937,8535,7333,4675
3919,8439,7296,4670
3937,8439,7271,4675
3999,8472,7258,4670
4040,8439,7271,4675
4012,8302,7246,4670
4040,8247,7209,4675
4188,8296,7160,4670
4351,8343,7147,4675
4327,8274,7120,4670
4144,8247,7085,4675
3996,8307,7013,4670
4040,8343,6960,4675
4147,8230,6915,4670
4144,8151,6898,4675
4033,8195,6864,4670
4040,8247,6836,4675
4203,8144,6795,4670
4351,8056,6774,4675
4352,8090,6739,4670
4351,8151,6712,4675
4423,8058,6670,4670
4454,7960,6650,4675
4363,7978,6617,4670
4351,8056,6587,4675
4512,8016,6540,4670
4662,7960,6525,4675
4616,7957,6520,4670
4558,7960,6525,4675
4648,7851,6493,4670
4765,7768,6463,4675
4724,7767,6425,4670
4662,7768,6401,4675
4711,7652,6358,4670
4765,7576,6339,4675
4661,7615,6329,4670
4558,7672,6339,4675
4625,7581,6313,4670
4765,7480,6277,4675
4732,7492,6229,4670
4558,7576,6214,4675
4431,7525,6205,4670
4454,7384,6214,4675
4543,7304,6210,4670
4662,7384,6214,4675
4785,7447,6206,4670
4869,7384,6214,4675
4813,7231,6211,4670
4662,7192,6214,4675
4537,7252,6204,4670
4558,7288,6214,4675
4646,7215,6216,4670
4662,7192,6214,4675
4524,7251,6177,4670
4351,7288,6152,4675
4250,7208,6137,4670
4247,7192,6152,4675
4255,7298,6151,4671
4247,7384,6152,4675
4203,7287,6142,4669
4144,7192,6152,4675
4096,7222,6151,4673
4144,7288,6152,4675
4234,7227,6140,4655
4247,7192,6152,4638
4131,7283,6156,4614
4040,7384,6152,4601
4036,7305,6113,4575
4040,7192,6090,4546
3967,7197,6080,4503
3937,7288,6090,4473
3996,7295,6065,4442
4040,7288,6028,4418
3974,7331,5980,4378
3937,7384,5966,4345
3995,7332,5957,4310
4040,7288,5966,4290
3966,7322,5960,4259
3937,7384,5966,4235
4043,7340,5960,4202
