II,aVR,ABP,RESP
-45,7074,2365,2502
-9,7045,2356,2504
0,7074,2365,2502
-14,7090,2364,2486
0,7074,2365,2476
50,6999,2362,2469
91,6935,2365,2476
102,6888,2358,2477
136,6866,2365,2476
226,6805,2389,2461
318,6727,2444,2450
353,6638,2498,2442
364,6589,2562,2450
424,6530,2638,2454
545,6450,2759,2450
673,6325,2896,2432
773,6242,3035,2424
836,6213,3159,2423
864,6242,3311,2424
864,6248,3485,2409
864,6242,3666,2398
860,6221,3818,2394
818,6242,3981,2398
737,6290,4157,2388
682,6381,4336,2373
690,6440,4477,2355
727,6450,4612,2347
738,6395,4748,2335
727,6381,4888,2321
711,6427,4992,2296
682,6519,5085,2269
641,6548,5177,2238
636,6519,5282,2218
682,6459,5365,2203
727,6450,5440,2192
717,6473,5499,2167
682,6519,5558,2141
672,6528,5595,2112
682,6519,5637,2089
667,6499,5674,2061
636,6519,5716,2037
633,6534,5735,2011
682,6519,5755,1986
755,6441,5770,1956
818,6381,5795,1934
850,6359,5798,1911
864,6381,5795,1883
890,6361,5772,1840
954,6311,5755,1805
1025,6248,5730,1778
1045,6242,5716,1754
1001,6268,5693,1715
954,6311,5676,1676
960,6297,5649,1644
1000,6242,5637,1625
1004,6171,5617,1600
954,6172,5598,1573
903,6210,5555,1544
909,6242,5519,1522
949,6204,5477,1495
954,6172,5440,1470
907,6180,5380,1442
864,6242,5322,1418
860,6263,5256,1392
864,6242,5203,1367
829,6204,5141,1339
773,6242,5085,1315
724,6314,5011,1289
682,6381,4927,1264
642,6402,4820,1235
636,6450,4730,1212
668,6483,4648,1187
682,6450,4573,1161
613,6358,4471,1130
500,6381,4376,1109
417,6551,4287,1095
409,6727,4218,1083
403,6760,4137,1060
364,6727,4060,1032
332,6703,3977,1001
409,6658,3903,980
534,6559,3816,963
545,6589,3745,954
415,6754,3678,943
318,6866,3627,928
370,6761,3563,903
455,6658,3508,877
440,6681,3459,858
364,6727,3430,851
303,6665,3390,843
318,6589,3351,825
643,6299,3304,797
1591,5410,3272,774
3047,3957,3233,758
4409,2635,3193,748
5258,1746,3143,734
5772,971,3114,722
6160,298,3094,711
6090,694,3075,696
5080,2768,3032,671
3227,5756,2996,645
1162,8207,2969,627
-545,9571,2956,619
-1659,10130,2933,609
-2136,10195,2917,593
-2075,9768,2899,569
-1727,9085,2878,542
-1355,8483,2835,513
-1045,8114,2799,490
-763,7822,2773,475
-500,7560,2759,464
-288,7343,2734,444
-136,7213,2720,413
-48,7109,2716,380
-45,7074,2720,361
-121,7116,2703,352
-182,7213,2681,335
-156,7253,2656,307
-45,7213,2641,284
40,7121,2617,272
45,7074,2602,258
-12,7088,2595,231
-45,7143,2602,206
-28,7132,2589,194
0,7074,2562,181
-4,7016,2530,155
-45,7074,2523,129
-82,7170,2525,115
-91,7213,2523,103
-71,7137,2499,78
-45,7074,2483,52
-31,7078,2479,37
-45,7143,2483,26
-92,7177,2467,3
-136,7213,2444,-26
-121,7250,2430,-44
-45,7282,2444,-52
-8,7244,2453,-61
-91,7213,2444,-77
-233,7249,2415,-93
-273,7351,2405,-103
-163,7332,2405,-112
-45,7143,2405,-129
-72,6947,2381,-154
-182,7005,2365,-181
-154,7199,2361,-198
91,7213,2365,-206
331,6919,2346,-214
318,6658,2326,-232
142,6645,2314,-259
136,6727,2326,-284
394,6608,2338,-299
636,6381,2365,-309
649,6246,2399,-321
591,6242,2444,-335
675,6205,2477,-349
818,6172,2523,-361
819,6214,2585,-373
727,6311,2681,-387
741,6307,2777,-400
864,6242,2878,-413
900,6217,2969,-425
773,6311,3075,-438
621,6426,3185,-451
591,6519,3311,-464
667,6538,3429,-477
727,6519,3548,-490
680,6483,3659,-502
545,6519,3784,-516
438,6575,3904,-529
455,6589,4021,-542
557,6527,4117,-552
636,6519,4218,-567
660,6563,4315,-583
682,6589,4415,-593
670,6550,4495,-593
545,6589,4573,-593
376,6692,4635,-602
364,6727,4691,-619
503,6620,4727,-633
545,6589,4770,-645
399,6704,4809,-656
318,6797,4849,-671
468,6674,4866,-683
636,6519,4888,-696
588,6508,4906,-709
455,6589,4927,-722
473,6566,4926,-734
591,6519,4927,-748
608,6558,4925,-761
545,6658,4927,-774
553,6652,4908,-784
636,6589,4888,-799
679,6559,4864,-816
682,6589,4849,-825
717,6569,4812,-823
773,6519,4770,-825
749,6488,4721,-836
636,6519,4691,-851
542,6531,4653,-854
545,6519,4612,-851
612,6490,4550,-848
636,6519,4494,-851
593,6560,4433,-851
545,6589,4376,-851
563,6558,4297,-850
636,6519,4218,-851
763,6417,4132,-850
954,6242,4060,-851
1168,6024,3980,-853
1318,5895,3903,-851
1464,5750,3816,-839
1773,5410,3745,-825
2200,4867,3678,-819
2409,4508,3627,-825
2159,4562,3567,-830
1545,4924,3508,-825
750,5308,3441,-810
-227,5756,3390,-799
-1352,6367,3344,-797
-2318,7074,3311,-799
-2820,7585,3270,-791
-2909,7837,3232,-774
-2883,7953,3188,-755
-2909,8114,3154,-748
-2949,8268,3112,-748
-2909,8322,3075,-748
-2711,8195,3030,-737
-2273,7976,2996,-722
-1625,7761,2966,-707
-1000,7698,2956,-696
-706,7828,2941,-684
-864,8184,2917,-671
-1344,8668,2872,-657
-1863,9155,2838,-645
-2152,9440,2812,-632
-2045,9432,2799,-619
-1573,9110,2776,-605
-909,8600,2759,-593
-278,8026,2740,-580
182,7560,2720,-567
438,7259,2690,-554
545,7143,2681,-542
605,7100,2681,-528
682,7074,2681,-516
759,7019,2656,-502
773,7005,2641,-490
722,7024,2639,-477
682,7074,2641,-464
699,7080,2619,-451
727,7074,2602,-438
711,7059,2598,-425
682,7074,2602,-413
701,7074,2581,-399
773,7074,2562,-387
835,7059,2556,-373
864,7074,2562,-361
889,7079,2546,-348
954,7074,2523,-335
1061,7011,2510,-322
1182,6935,2523,-309
1282,6849,2530,-297
1364,6797,2523,-284
1452,6755,2498,-270
1591,6727,2483,-258
1783,6629,2477,-246
2000,6450,2483,-232
2186,6227,2482,-218
2318,6103,2483,-206
2409,6068,2479,-196
2500,6034,2483,-181
2610,5898,2481,-156
2727,5756,2483,-129
2817,5663,2479,-110
2863,5618,2483,-103
2862,5536,2491,-96
2818,5479,2523,-77
2727,5482,2561,-50
2591,5548,2602,-26
2416,5582,2630,-12
2227,5618,2681,0
2041,5687,2750,14
1863,5826,2838,26
1685,5947,2913,35
1500,6034,2996,52
1310,6065,3085,78
1136,6103,3193,103
1001,6149,3302,117
909,6242,3430,129
816,6340,3553,152
682,6450,3666,181
509,6543,3755,199
364,6658,3863,206
276,6747,3983,214
227,6797,4100,232
176,6786,4178,258
136,6797,4257,284
126,6829,4351,301
136,6866,4454,309
125,6857,4521,317
91,6866,4573,335
56,6897,4623,363
45,6935,4691,387
46,6908,4739,400
45,6866,4770,413
40,6842,4783,435
45,6866,4809,464
63,6870,4830,483
91,6866,4849,490
116,6851,4847,497
136,6866,4849,516
143,6867,4845,543
136,6866,4849,567
127,6850,4834,582
136,6866,4809,593
163,6873,4766,605
182,6866,4730,619
168,6816,4690,631
136,6797,4652,645
120,6813,4593,658
136,6866,4533,671
164,6878,4466,680
182,6866,4415,696
194,6824,4357,713
227,6797,4297,722
291,6754,4216,719
364,6727,4139,722
418,6689,4056,735
455,6658,3981,748
495,6609,3896,747
545,6589,3824,748
573,6578,3755,759
545,6589,3705,774
485,6580,3646,775
455,6589,3587,774
476,6588,3519,782
500,6589,3469,799
474,6566,3423,806
409,6589,3390,799
349,6646,3348,791
318,6727,3311,799
310,6745,3268,815
318,6727,3232,825
329,6699,3188,823
318,6727,3154,825
276,6764,3124,836
227,6797,3114,851
200,6788,3098,853
182,6797,3075,851
145,6818,3031,856
91,6866,2996,877
51,6876,2969,895
45,6866,2956,903
54,6840,2935,899
45,6866,2917,903
3,6925,2894,913
-45,7005,2878,928
-82,7052,2854,940
-91,7074,2838,954
-94,7070,2817,968
-91,7074,2799,980
-95,7072,2772,987
-91,7074,2759,1006
-84,7054,2755,1033
-91,7074,2759,1057
-103,7087,2744,1068
-91,7074,2720,1083
-64,7026,2692,1108
-91,7074,2681,1135
-178,7152,2664,1146
-273,7143,2641,1161
-346,7033,2610,1185
-318,6935,2602,1212
131,6544,2604,1225
1273,5479,2602,1238
2785,3993,2576,1261
3954,2913,2562,1289
4595,2288,2561,1304
5181,1456,2562,1315
5795,545,2539,1334
5636,1040,2523,1367
4108,3647,2520,1394
1818,7005,2523,1418
-100,9195,2501,1441
-1227,9987,2483,1470
-1867,10245,2479,1495
-2227,10334,2483,1522
-2235,9921,2465,1545
-1954,9155,2444,1573
-1630,8542,2435,1597
-1364,8253,2444,1625
-1078,7970,2444,1649
-773,7629,2444,1676
-550,7390,2443,1700
-455,7351,2444,1728
-428,7356,2425,1753
-409,7351,2405,1779
-389,7339,2393,1802
-364,7351,2405,1831
-344,7348,2411,1858
-318,7351,2405,1883
-296,7352,2379,1895
-273,7351,2365,1908
-268,7316,2360,1927
-273,7282,2365,1960
-274,7233,2362,1989
-273,7213,2365,2012
-270,7191,2366,2021
-273,7213,2365,2037
-273,7238,2345,2058
-273,7282,2326,2089
-272,7287,2316,2115
-273,7282,2326,2141
-273,7262,2328,2156
-273,7282,2326,2166
-273,7312,2318,2171
-273,7351,2326,2192
-272,7352,2330,2219
-273,7351,2326,2244
-274,7340,2302,2252
-273,7351,2286,2269
-271,7349,2279,2294
-273,7351,2286,2321
-277,7322,2285,2331
-273,7282,2286,2347
-242,7206,2283,2370
-182,7143,2286,2398
-121,7089,2281,2409
-91,7074,2286,2424
-94,7045,2296,2447
-91,7005,2326,2476
-44,6928,2356,2487
45,6866,2405,2502
144,6795,2455,2523
227,6727,2523,2553
294,6639,2601,2566
364,6589,2720,2579
449,6552,2855,2598
545,6519,2996,2631
631,6440,3120,2648
682,6381,3272,2656
692,6355,3445,2660
682,6381,3627,2682
676,6403,3780,2707
682,6450,3942,2734
687,6490,4116,2746
682,6519,4297,2759
662,6505,4440,2769
636,6519,4573,2785
610,6554,4704,2796
591,6589,4849,2811
582,6556,4969,2821
591,6519,5085,2837
613,6501,5198,2847
636,6519,5322,2863
643,6514,5413,2873
636,6519,5479,2888
638,6521,5527,2897
682,6519,5598,2914
767,6455,5664,2927
864,6381,5716,2940
929,6320,5730,2937
954,6311,5755,2940
955,6304,5791,2946
954,6311,5834,2966
955,6308,5839,2978
954,6311,5834,2992
951,6278,5824,2992
954,6242,5834,2992
961,6211,5832,2984
954,6242,5834,2992
917,6303,5818,3003
864,6381,5795,3017
822,6401,5746,3015
818,6381,5716,3017
842,6325,5693,3024
864,6311,5676,3043
841,6330,5632,3047
773,6381,5598,3043
714,6392,5571,3034
727,6381,5558,3043
777,6355,5519,3055
773,6381,5479,3069
694,6418,5435,3067
636,6450,5401,3069
653,6439,5341,3066
682,6450,5282,3069
648,6478,5217,3063
591,6519,5164,3069
559,6540,5088,3078
545,6589,5006,3095
496,6661,4917,3095
455,6727,4849,3095
457,6735,4772,3089
500,6727,4691,3095
516,6719,4586,3093
500,6727,4494,3095
491,6689,4406,3090
500,6658,4336,3095
493,6659,4254,3093
455,6727,4179,3095
422,6754,4095,3090
409,6727,4021,3095
372,6675,3935,3093
318,6658,3863,3095
425,6494,3795,3088
954,5964,3745,3095
1970,4985,3685,3105
3227,3814,3627,3121
4382,2691,3559,3121
5272,1734,3508,3121
5885,986,3461,3116
6090,832,3430,3121
5554,1790,3389,3118
4091,4022,3351,3121
2052,6798,3303,3117
182,9016,3272,3121
-992,10012,3245,3117
-1500,10056,3232,3121
-1659,9709,3211,3119
-1636,9293,3193,3121
-1442,8801,3169,3114
-1136,8322,3154,3121
-843,7933,3131,3130
-591,7629,3114,3146
-336,7311,3090,3147
-91,7074,3075,3146
72,6984,3053,3141
136,7005,3035,3146
156,6981,3010,3144
182,6935,2996,3146
204,6919,2976,3143
227,6935,2956,3146
244,6908,2928,3143
273,6866,2917,3146
297,6846,2915,3143
318,6866,2917,3146
325,6860,2898,3143
318,6866,2878,3146
301,6881,2854,3144
273,6935,2838,3146
243,6950,2813,3142
227,6935,2799,3146
240,6885,2793,3146
273,6866,2799,3146
303,6857,2785,3131
318,6866,2759,3121
319,6857,2728,3113
318,6866,2720,3121
317,6865,2720,3122
318,6866,2720,3121
317,6848,2699,3105
318,6866,2681,3095
317,6882,2669,3087
318,6866,2681,3095
331,6783,2685,3097
364,6727,2681,3095
396,6717,2656,3077
409,6727,2641,3069
414,6669,2633,3066
455,6589,2641,3069
542,6508,2640,3055
636,6450,2641,3043
693,6348,2634,3034
727,6242,2641,3043
792,6147,2652,3046
909,6103,2681,3043
1026,6059,2710,3026
1091,6034,2759,3017
1110,6016,2822,3012
1136,6034,2917,3017
1174,6036,3016,3016
1182,6034,3114,3017
1137,6013,3199,3013
1091,6034,3311,3017
1084,6084,3443,3015
1091,6172,3587,3017
1059,6225,3704,3013
1000,6242,3824,3017
959,6222,3951,3016
954,6242,4100,3017
945,6277,4226,3011
909,6311,4336,3017
867,6303,4428,3026
864,6311,4533,3043
890,6316,4632,3045
909,6311,4730,3043
891,6279,4808,3036
864,6311,4888,3043
854,6390,4962,3053
864,6450,5046,3069
867,6413,5110,3071
864,6381,5164,3069
858,6402,5198,3061
864,6450,5243,3069
890,6406,5282,3080
954,6311,5322,3095
1035,6237,5339,3094
1091,6242,5361,3095
1096,6248,5378,3092
1091,6242,5401,3095
1121,6222,5401,3089
1182,6242,5401,3095
1211,6254,5394,3103
1182,6242,5401,3121
1123,6189,5387,3122
1091,6172,5361,3121
1077,6195,5314,3113
1045,6242,5282,3121
985,6248,5257,3130
954,6242,5243,3146
973,6231,5206,3147
1000,6242,5164,3146
987,6235,5114,3138
954,6242,5085,3146
949,6238,5050,3157
954,6242,5006,3172
938,6226,4929,3172
909,6242,4849,3172
922,6257,4763,3167
1000,6242,4691,3172
1139,6124,4598,3171
1318,5964,4494,3172
1512,5792,4378,3167
1727,5618,4297,3172
2027,5327,4234,3172
2454,4924,4179,3172
2881,4506,4097,3164
3045,4300,4021,3172
2769,4376,3952,3185
2091,4716,3903,3198
1152,5184,3840,3186
45,5756,3784,3172
-1141,6387,3722,3163
-2182,7005,3666,3172
-2793,7394,3598,3173
-2909,7490,3548,3172
-2834,7429,3506,3165
-2909,7490,3469,3172
-3075,7655,3407,3175
-2909,7698,3351,3172
-2204,7468,3302,3153
-1273,7213,3272,3146
-615,7200,3229,3144
-409,7490,3193,3146
-529,7910,3164,3131
-818,8392,3154,3121
-1173,8851,3134,3115
-1409,9155,3114,3121
-1359,9126,3088,3111
-1000,8808,3075,3095
-461,8313,3054,3074
136,7768,3035,3069
665,7233,3009,3058
1000,6866,2996,3043
1102,6715,2978,3021
1091,6727,2956,3017
1111,6738,2915,3019
1182,6727,2878,3017
1244,6688,2847,2990
1273,6658,2838,2966
1281,6626,2822,2948
1273,6658,2799,2940
1257,6710,2768,2915
1273,6727,2759,2888
1321,6671,2760,2859
1364,6658,2759,2837
1363,6698,2737,2807
1364,6727,2720,2785
1399,6652,2714,2761
1454,6589,2720,2734
1495,6600,2705,2690
1545,6658,2681,2656
1638,6620,2652,2629
1773,6519,2641,2605
1909,6421,2624,2563
2045,6381,2602,2527
2180,6324,2571,2499
2318,6242,2562,2476
2459,6112,2562,2435
2636,5964,2562,2398
2847,5779,2540,2369
3045,5618,2523,2347
3168,5506,2514,2308
3227,5479,2523,2269
3279,5458,2521,2237
3363,5410,2523,2218
3441,5299,2530,2184
3454,5202,2562,2141
3383,5135,2597,2093
3272,5132,2641,2063
3157,5150,2688,2038
3045,5202,2759,2012
2917,5239,2834,1971
2772,5271,2917,1934
2604,5302,2999,1902
2409,5410,3114,1883
2191,5538,3248,1857
2000,5618,3390,1831
1865,5600,3506,1801
1773,5618,3627,1779
1658,5727,3756,1754
1500,5895,3903,1728
1336,5988,4027,1696
1227,6034,4139,1676
1145,6102,4245,1662
1045,6242,4376,1651
938,6330,4501,1627
909,6311,4612,1599
948,6230,4690,1569
954,6242,4770,1547
862,6326,4848,1529
773,6381,4927,1522
784,6334,4974,1512
864,6311,5006,1496
881,6349,5034,1467
818,6381,5085,1444
757,6306,5130,1428
773,6242,5164,1418
815,6278,5176,1403
818,6381,5203,1393
778,6387,5229,1382
773,6311,5243,1367
841,6237,5221,1338
954,6242,5203,1315
1033,6250,5197,1302
1045,6242,5203,1289
1003,6220,5175,1262
954,6242,5125,1238
930,6256,5058,1223
954,6242,5006,1212
1019,6187,4947,1186
1091,6172,4888,1161
1117,6179,4809,1144
1091,6172,4730,1135
1060,6096,4644,1112
1091,6034,4573,1083
1168,6036,4496,1055
1227,6103,4415,1032
1248,6105,4311,1004
1273,6034,4218,980
1285,5968,4131,956
1227,6034,4060,928
1142,6125,3978,888
1182,6103,3903,851
1339,5951,3820,823
1409,5895,3745,799
1295,5991,3659,764
1182,6103,3587,722
1215,6075,3521,681
1273,6034,3469,645
1200,6062,3406,605
1091,6103,3351,567
1075,6050,3300,529
1091,6034,3272,490
1038,6108,3235,447
1000,6172,3193,413
1055,6094,3141,387
1091,6034,3114,361
988,6112,3095,323
864,6242,3075,284
873,6211,3031,253
954,6103,2996,232
922,6113,2971,208
773,6311,2956,181
649,6490,2918,153
636,6519,2878,129
664,6430,2846,104
682,6381,2838,77
675,6406,2822,50
682,6450,2799,26
696,6426,2769,1
727,6381,2759,-26
716,6392,2757,-54
636,6519,2759,-77
557,6615,2742,-93
591,6589,2720,-103
689,6465,2693,-114
682,6450,2681,-129
561,6531,2663,-144
500,6589,2641,-155
549,6529,2611,-165
591,6450,2602,-181
717,6234,2601,-197
1318,5618,2602,-206
2538,4489,2582,-206
3954,3190,2562,-206
5060,2019,2541,-217
5818,1040,2523,-232
6406,316,2495,-238
6681,347,2483,-232
6229,1567,2483,-226
4909,3814,2483,-232
3041,6262,2462,-247
1136,8184,2444,-258
-399,9282,2439,-258
-1364,9709,2444,-258
-1785,9672,2428,-260
-1818,9363,2405,-258
-1572,8829,2391,-245
-1091,8184,2405,-232
-539,7592,2413,-228
-182,7282,2405,-232
-100,7217,2378,-233
-91,7213,2365,-232
14,7107,2363,-232
136,7005,2365,-232
165,6980,2346,-231
182,7005,2326,-232
249,6991,2315,-235
273,7005,2326,-232
168,7058,2331,-220
91,7074,2326,-206
145,6990,2303,-202
227,6935,2286,-206
221,6943,2278,-208
227,6935,2286,-206
309,6847,2290,-204
318,6866,2286,-206
197,6999,2265,-208
136,7074,2247,-206
236,6969,2237,-203
273,6935,2247,-206
102,7082,2253,-218
-45,7213,2247,-232
52,7095,2223,-238
227,6935,2208,-232
229,6952,2202,-225
136,7074,2208,-232
152,7044,2205,-248
227,6935,2208,-258
181,6934,2208,-256
45,7074,2208,-258
-33,7156,2187,-270
-45,7143,2168,-284
-76,7092,2157,-285
-91,7074,2168,-284
-9,7021,2172,-293
136,6935,2168,-309
235,6820,2145,-316
273,6727,2129,-309
317,6621,2118,-302
409,6519,2129,-309
526,6400,2143,-325
636,6311,2168,-335
696,6247,2195,-335
682,6242,2247,-335
640,6245,2315,-346
682,6242,2405,-361
848,6180,2495,-367
1045,6103,2602,-361
1134,6032,2712,-355
1091,6034,2838,-361
1013,6064,2966,-375
1000,6103,3114,-387
1039,6115,3267,-389
1045,6172,3430,-387
957,6269,3582,-386
818,6381,3745,-387
734,6412,3902,-387
773,6381,4060,-387
882,6300,4197,-387
954,6242,4336,-387
931,6210,4473,-385
864,6242,4612,-387
833,6284,4720,-390
864,6311,4809,-387
893,6293,4881,-374
864,6311,4967,-361
784,6373,5049,-357
727,6450,5125,-361
730,6442,5168,-364
773,6381,5203,-361
817,6311,5233,-351
864,6311,5282,-335
902,6339,5326,-319
909,6381,5361,-309
880,6384,5363,-308
864,6381,5361,-309
882,6367,5353,-301
909,6381,5361,-284
922,6364,5361,-266
954,6311,5361,-258
999,6235,5342,-251
1000,6242,5322,-232
954,6292,5282,-203
954,6311,5243,-181
1020,6251,5195,-170
1045,6242,5164,-155
961,6307,5126,-128
864,6381,5085,-103
847,6370,5021,-91
864,6381,4967,-77
839,6450,4918,-51
818,6519,4888,-26
849,6466,4837,-13
864,6381,4770,0
798,6347,4682,26
727,6381,4612,52
736,6376,4549,64
773,6381,4494,77
733,6447,4416,103
636,6589,4336,129
568,6669,4250,142
545,6658,4179,155
523,6592,4098,180
500,6589,4021,206
479,6647,3934,220
455,6727,3863,232
399,6767,3796,256
364,6797,3745,284
370,6829,3685,299
409,6866,3627,309
410,6862,3559,331
364,6866,3508,361
317,6862,3462,381
318,6866,3430,387
351,6844,3387,393
364,6866,3351,413
348,6883,3307,441
318,6866,3272,464
256,6809,3227,478
182,6797,3193,490
303,6654,3163,503
909,6103,3154,516
2025,5046,3138,525
3318,3814,3114,542
4440,2668,3070,567
5318,1664,3035,593
5966,880,3008,608
6181,832,2996,619
5639,1984,2975,631
4272,4231,2956,645
2407,6771,2932,654
545,8808,2917,671
-922,9917,2895,696
-1818,10195,2878,722
-2161,9935,2854,736
-2091,9501,2838,748
-1802,9040,2817,761
-1454,8600,2799,774
-1124,8165,2775,782
-818,7837,2759,799
-551,7619,2739,826
-364,7490,2720,851
-271,7383,2693,862
-227,7351,2681,877
-196,7359,2676,901
-182,7351,2681,928
-195,7291,2666,942
-182,7282,2641,954
-133,7332,2610,976
-91,7351,2602,1006
-122,7266,2602,1023
-182,7213,2602,1032
-193,7259,2581,1041
-136,7351,2562,1057
-80,7332,2552,1071
-91,7282,2562,1083
-144,7280,2566,1094
-182,7351,2562,1109
-181,7370,2540,1122
-182,7351,2523,1135
-206,7328,2513,1145
-227,7351,2523,1161
-214,7355,2529,1174
-182,7351,2523,1186
-169,7337,2497,1196
-182,7351,2483,1212
-204,7350,2480,1227
-227,7351,2483,1238
-254,7338,2465,1237
-273,7351,2444,1238
-264,7355,2432,1247
-227,7351,2444,1264
-181,7292,2449,1269
-136,7213,2444,1264
-92,7121,2419,1256
-45,7074,2405,1264
-1,7038,2397,1278
45,7005,2405,1289
103,6913,2403,1288
182,6797,2405,1289
274,6666,2409,1299
364,6589,2444,1315
451,6541,2494,1320
545,6519,2562,1315
633,6457,2619,1308
682,6381,2681,1315
686,6305,2744,1329
682,6311,2838,1341
688,6367,2948,1341
682,6450,3075,1341
641,6488,3191,1340
591,6519,3311,1341
563,6542,3424,1338
545,6589,3548,1341
507,6617,3674,1350
455,6658,3824,1367
419,6689,3969,1372
409,6727,4100,1367
409,6729,4195,1358
409,6727,4297,1367
409,6715,4410,1382
409,6727,4533,1393
407,6725,4621,1389
409,6727,4691,1393
413,6715,4756,1405
409,6727,4849,1418
389,6727,4935,1417
364,6727,5006,1418
339,6711,5045,1428
318,6727,5085,1444
316,6738,5122,1446
364,6727,5164,1444
455,6653,5185,1449
545,6589,5203,1470
588,6560,5216,1487
591,6589,5243,1496
586,6597,5262,1493
591,6589,5282,1496
593,6567,5284,1504
591,6589,5282,1522
590,6602,5261,1534
591,6589,5243,1547
578,6531,5217,1557
545,6519,5203,1573
497,6545,5181,1586
455,6589,5164,1599
439,6583,5139,1607
455,6589,5125,1625
471,6613,5092,1648
455,6658,5046,1676
405,6656,4976,1692
364,6658,4927,1702
356,6677,4889,1709
364,6727,4849,1728
351,6736,4770,1752
318,6727,4691,1779
288,6708,4622,1794
273,6727,4573,1805
256,6751,4500,1812
227,6797,4415,1831
195,6830,4311,1854
182,6866,4218,1883
167,6888,4125,1899
136,6935,4060,1908
81,7000,4000,1914
45,7074,3942,1934
36,7099,3859,1960
45,7074,3784,1986
46,7014,3718,1997
45,7005,3666,2012
64,7007,3601,2032
91,7005,3548,2063
90,6973,3502,2080
45,7005,3469,2089
-4,7054,3413,2093
-45,7074,3351,2115
-112,7031,3293,2141
-182,7005,3272,2166
-49,6846,3255,2177
545,6311,3232,2192
1620,5290,3186,2213
2863,4092,3154,2244
3928,3019,3130,2268
4727,2150,3114,2295
5336,1421,3075,2320
5636,1179,3035,2347
5232,2009,3004,2360
3863,4161,2996,2373
1852,6923,2979,2390
-45,9155,2956,2424
-1267,10151,2926,2454
-1818,10195,2917,2476
-2003,9890,2915,2483
-2000,9571,2917,2502
-1827,9157,2899,2525
-1545,8669,2878,2553
-1262,8216,2852,2566
-1000,7906,2838,2579
-733,7665,2819,2589
-500,7490,2799,2605
-367,7377,2772,2612
-318,7351,2759,2631
-292,7342,2754,2654
-273,7351,2759,2682
-279,7354,2746,2695
-273,7351,2720,2708
-234,7314,2687,2718
-182,7282,2681,2734
-170,7266,2683,2742
-182,7282,2681,2759
-187,7277,2655,2774
-182,7282,2641,2785
-180,7290,2639,2781
-182,7351,2641,2785
-164,7381,2620,2796
-136,7351,2602,2811
-121,7253,2596,2809
-136,7213,2602,2811
-164,7235,2585,2820
-182,7282,2562,2837
-185,7274,2548,2838
-182,7282,2562,2837
-182,7315,2570,2833
-182,7351,2562,2837
-181,7315,2534,2832
-182,7282,2523,2837
-186,7296,2521,2847
-182,7351,2523,2863
