I,II,PLETH
1921,4417,2397
1981,4439,2377
1989,4516,2338
1925,4587,2310
1790,4543,2284
1618,4439,2276
1449,4341,2268
1339,4291,2276
1295,4260,2284
1284,4291,2310
1274,4364,2342
1284,4439,2410
1311,4482,2498
1311,4587,2611
1218,4788,2727
1032,5031,2879
800,5201,3060
586,5327,3280
437,5460,3497
391,5622,3715
430,5732,3924
502,5770,4151
551,5764,4378
586,5770,4619
639,5739,4851
725,5622,5088
806,5412,5299
837,5179,5490
801,4875,5643
725,4439,5791
645,3916,5916
586,3551,6025
557,3415,6095
558,3403,6159
574,3367,6211
586,3403,6259
575,3517,6277
558,3551,6293
572,3355,6304
642,3107,6326
742,3027,6326
809,3107,6326
789,3139,6319
670,3107,6326
481,3148,6312
279,3403,6293
130,3845,6261
84,4439,6259
119,5157,6258
140,6066,6259
32,7223,6234
-195,8582,6226
-384,9765,6221
-363,10209,6226
-157,9519,6204
28,7842,6192
27,5731,6185
-112,3847,6192
-237,2628,6174
-279,2219,6159
-288,2410,6137
-307,2811,6126
-311,3073,6090
-251,3107,6059
-127,2982,6021
28,2811,5992
170,2640,5939
279,2515,5891
351,2428,5836
391,2367,5791
396,2324,5724
363,2367,5657
297,2496,5573
223,2663,5490
174,2761,5385
167,2811,5289
194,2817,5185
223,2811,5088
233,2791,4968
223,2811,4854
208,2873,4740
195,2959,4653
191,3071,4563
195,3255,4485
195,3423,4397
167,3403,4318
111,3131,4228
56,2811,4151
43,2649,4072
84,2663,4017
154,2726,3961
223,2811,3916
275,2947,3860
307,3107,3816
310,3174,3773
279,3107,3749
229,2950,3715
195,2811,3682
197,2752,3640
223,2811,3615
251,2951,3594
279,3107,3582
309,3205,3550
335,3255,3515
350,3302,3471
363,3403,3448
378,3515,3427
391,3551,3414
392,3407,3392
391,3107,3381
393,2758,3365
391,2515,3347
375,2441,3309
363,2515,3280
375,2617,3258
419,2663,3247
477,2611,3216
530,2515,3180
568,2417,3139
586,2367,3113
580,2387,3080
558,2515,3046
536,2724,3005
530,2959,2979
534,3137,2958
530,3255,2946
507,3329,2916
474,3403,2879
438,3468,2835
391,3551,2812
331,3667,2794
279,3847,2778
241,4027,2744
195,4143,2711
110,4159,2685
0,4143,2678
-81,4134,2664
-84,4143,2644
-14,4133,2608
84,4143,2577
165,4197,2553
223,4291,2544
275,4333,2530
335,4291,2510
388,4192,2474
419,4143,2444
430,4176,2419
446,4291,2410
468,4433,2396
474,4587,2377
449,4699,2341
419,4735,2310
414,4665,2283
446,4587,2276
499,4595,2273
558,4735,2276
608,4870,2262
642,4883,2243
676,4742,2216
753,4587,2209
883,4489,2207
1032,4439,2209
1152,4357,2190
1228,4291,2176
1255,4309,2164
1228,4439,2176
1155,4556,2195
1088,4587,2243
1068,4550,2310
1088,4587,2410
1109,4757,2516
1116,5031,2644
1107,5282,2789
1088,5475,2979
1064,5624,3198
1060,5770,3448
1081,5837,3695
1116,5770,3950
1161,5597,4196
1228,5475,4452
1288,5456,4682
1284,5475,4887
1194,5386,5053
1088,5179,5222
1032,4893,5388
1032,4587,5556
1044,4222,5695
1060,3847,5824
1077,3532,5932
1088,3403,6025
1080,3395,6078
1088,3403,6126
1135,3335,6171
1200,3255,6226
1232,3180,6251
1228,3107,6259
1216,3046,6250
1228,3107,6259
1255,3270,6260
1284,3403,6259
1290,3433,6236
1284,3551,6226
1298,3930,6218
1395,4587,6226
1585,5461,6210
1842,6658,6192
2126,8194,6165
2400,9765,6159
2550,10783,6142
2456,10801,6126
2107,9713,6094
1674,7842,6092
1323,5779,6093
1088,4143,6092
910,3162,6055
781,2663,6025
728,2371,6000
753,2219,5992
818,2195,5958
921,2219,5925
1063,2203,5885
1228,2219,5858
1367,2339,5808
1479,2515,5757
1591,2615,5689
1730,2663,5623
1879,2762,5536
2009,2959,5456
2089,3108,5369
2121,3107,5289
2106,2955,5186
2065,2811,5088
2000,2720,4991
1925,2663,4920
1843,2578,4840
1758,2515,4753
1656,2499,4644
1535,2515,4552
1401,2544,4463
1284,2663,4385
1192,2887,4292
1116,3107,4218
1033,3179,4147
949,3107,4084
890,2959,4005
893,2811,3950
952,2730,3910
1032,2811,3883
1075,2993,3830
1060,3107,3782
1007,3085,3741
977,3107,3715
997,3295,3676
1060,3551,3649
1113,3690,3627
1116,3699,3615
1059,3610,3579
977,3403,3548
901,3078,3524
865,2811,3515
872,2741,3485
921,2811,3448
981,2842,3406
1032,2811,3381
1078,2786,3348
1144,2811,3314
1224,2823,3272
1284,2811,3247
1303,2796,3227
1311,2811,3213
1323,2822,3182
1311,2811,3146
1236,2750,3106
1116,2663,3079
990,2566,3047
893,2515,3013
834,2536,2970
837,2663,2946
897,2867,2928
977,3107,2912
1024,3297,2876
1032,3403,2845
1017,3414,2822
1005,3403,2812
1004,3432,2783
1032,3551,2745
1077,3705,2702
1116,3847,2678
1137,3969,2658
1172,4143,2644
1242,4335,2614
1339,4439,2577
1418,4351,2534
1451,4143,2510
1436,3943,2494
1395,3847,2477
1354,3820,2440
1339,3847,2410
1349,3943,2389
1367,4143,2377
1373,4348,2345
1367,4439,2310
1347,4376,2281
1311,4291,2276
1263,4259,2276
1228,4291,2276
1219,4381,2261
1228,4587,2243
1218,4781,2219
1172,4735,2209
1086,4371,2196
977,3995,2176
858,3878,2136
753,3995,2109
677,4100,2089
642,4143,2075
634,4192,2039
642,4291,2008
659,4368,1993
698,4439,2008
745,4517,2022
781,4587,2042
787,4553,2061
781,4439,2109
783,4317,2175
781,4291,2276
773,4382,2394
781,4587,2544
801,4823,2711
781,5031,2912
732,5179,3115
725,5327,3314
747,5444,3489
725,5475,3682
711,5400,3899
837,5327,4151
1015,5273,4392
1032,5179,4619
969,5010,4819
1116,4883,5021
1306,4789,5210
865,4587,5389
-437,4170,5531
-1786,3699,5657
-2215,3287,5759
-1786,2959,5858
-1464,2723,5931
-1786,2811,5992
-2190,3239,6027
-1786,3699,6059
-537,3794,6074
725,3551,6092
1321,3257,6093
1395,3107,6092
1414,3027,6072
1451,2959,6059
1268,2949,6037
893,3107,6025
646,3414,6003
725,3847,5992
1031,4461,5971
1423,5475,5958
1848,7000,5933
2260,8878,5925
2560,10589,5907
2679,11541,5891
2609,11313,5851
2372,9913,5824
2030,7748,5799
1674,5475,5791
1367,3641,5769
1116,2515,5757
924,2048,5738
809,2071,5724
768,2350,5687
781,2663,5657
822,2826,5619
893,2811,5590
982,2709,5538
1060,2663,5490
1109,2712,5434
1144,2811,5389
1173,2851,5325
1172,2811,5255
1114,2723,5167
1032,2663,5088
970,2594,5001
949,2515,4920
943,2451,4821
949,2515,4720
974,2636,4608
1032,2663,4519
1087,2523,4432
1088,2367,4351
1013,2327,4248
893,2367,4151
770,2368,4055
670,2367,3983
597,2464,3910
558,2663,3849
534,2805,3789
502,2811,3749
466,2761,3708
474,2811,3682
538,2960,3656
614,3107,3649
652,3182,3634
670,3255,3615
697,3355,3576
725,3403,3548
723,3301,3526
698,3107,3515
675,2924,3483
670,2811,3448
667,2761,3406
670,2811,3381
681,2956,3348
698,3107,3314
702,3150,3271
698,3107,3247
701,3072,3228
725,3107,3213
751,3145,3179
753,3107,3146
719,2933,3119
670,2663,3113
636,2380,3101
642,2219,3079
671,2227,3040
698,2367,3013
697,2497,2992
670,2515,2979
617,2387,2948
558,2219,2912
517,2138,2871
530,2219,2845
599,2377,2814
698,2515,2778
789,2622,2735
865,2811,2711
928,3107,2695
977,3403,2678
1001,3539,2640
1005,3551,2611
987,3611,2591
949,3847,2577
891,4097,2544
837,4143,2510
800,3970,2485
781,3847,2477
773,3933,2461
781,4143,2444
806,4306,2422
837,4439,2410
858,4562,2391
865,4587,2377
846,4408,2358
781,4143,2343
663,3947,2322
530,3847,2310
438,3750,2293
419,3699,2276
453,3774,2251
502,3995,2243
530,4242,2242
530,4439,2243
514,4508,2224
502,4439,2209
493,4266,2202
474,4143,2209
436,4117,2197
391,4143,2176
348,4137,2147
307,4143,2142
256,4155,2140
195,4143,2142
134,4096,2132
84,4143,2142
40,4289,2165
0,4439,2209
-26,4543,2249
-28,4735,2310
-26,5009,2389
-56,5179,2510
-112,5148,2648
-140,5179,2812
-103,5483,2982
-28,5918,3180
24,6138,3395
28,6066,3649
-6,5844,3912
-56,5622,4184
-99,5432,4435
-112,5327,4686
-87,5277,4923
-56,5179,5155
-61,4927,5349
-112,4587,5523
-178,4217,5672
-223,3847,5824
-237,3476,5952
-223,3255,6059
-189,3209,6128
-140,3255,6192
-89,3212,6235
-56,3107,6259
-42,3040,6252
-28,3107,6259
15,3288,6275
84,3551,6293
134,3782,6275
112,3847,6259
15,3632,6250
-112,3255,6259
-226,2981,6244
-307,3107,6226
-308,3743,6200
-167,4883,6192
112,6437,6172
446,8286,6159
772,10075,6136
1060,11245,6126
1218,11236,6101
1088,9913,6092
650,7649,6074
112,5179,6059
-285,3193,6019
-502,2071,5992
-641,1716,5965
-753,1776,5958
-804,1925,5937
-781,2071,5925
-719,2179,5903
-642,2219,5891
-538,2192,5858
-419,2219,5824
-314,2351,5772
-251,2515,5724
-217,2604,5657
-195,2663,5590
-176,2739,5504
-167,2811,5423
-175,2771,5331
-195,2663,5255
-227,2553,5171
-279,2515,5088
-355,2502,4984
-446,2515,4887
-552,2563,4782
-698,2663,4686
-884,2760,4578
-1088,2811,4485
-1278,2810,4394
-1451,2811,4318
-1589,2812,4239
-1646,2811,4184
-1590,2837,4132
-1451,2959,4084
-1287,3101,4011
-1144,3107,3950
-1064,2938,3903
-1088,2811,3883
-1206,2896,3850
-1339,3107,3816
-1405,3201,3774
-1395,3107,3749
-1353,2932,3716
-1311,2811,3682
-1266,2773,3638
-1200,2811,3615
-1089,2883,3597
-921,2959,3582
-714,3021,3545
-530,3107,3515
-422,3201,3491
-391,3255,3481
-374,3215,3451
-335,3107,3414
-293,2926,3371
-307,2663,3347
-370,2332,3327
-419,2071,3314
-399,1986,3283
-335,2071,3247
-270,2179,3203
-223,2219,3180
-182,2200,3162
-167,2219,3146
-194,2286,3111
-251,2367,3079
-297,2425,3044
-335,2515,3013
-387,2651,2971
-474,2811,2946
-576,2950,2928
-670,3107,2912
-735,3272,2875
-781,3403,2845
-827,3467,2825
-893,3551,2812
-961,3693,2777
-1005,3847,2745
-1026,3932,2721
-1060,3995,2711
-1102,4072,2692
-1116,4143,2678
-1121,4147,2662
-1200,4143,2644
-1375,4188,2607
-1563,4291,2577
-1692,4378,2557
-1786,4439,2544
-1845,4460,2511
-1786,4439,2477
-1552,4361,2451
-1256,4291,2444
-1050,4266,2428
-977,4291,2410
-959,4299,2387
-949,4291,2377
-925,4276,2361
-865,4291,2343
-734,4297,2319
-558,4291,2310
-385,4273,2297
-251,4291,2276
-163,4304,2234
-167,4291,2209
-315,4255,2202
-614,4291,2209
-974,4381,2193
-1284,4439,2176
-1485,4374,2163
-1618,4291,2176
-1718,4305,2185
-1786,4439,2209
-1799,4551,2242
-1786,4587,2310
-1782,4605,2393
-1786,4735,2510
-1730,4955,2646
-1591,5179,2812
-1431,5331,2984
-1367,5475,3180
-1421,5640,3385
-1507,5770,3615
-1505,5713,3854
-1367,5475,4117
-1092,5229,4373
-753,5179,4619
-518,5237,4836
-586,5179,5054
-963,4901,5262
-1423,4587,5456
-1708,4351,5601
-1786,4143,5724
-1783,3834,5825
-1786,3551,5925
-1790,3407,5997
-1786,3403,6059
-1786,3360,6105
-1786,3255,6159
-1780,3149,6196
-1786,3107,6226
-1797,3089,6238
-1786,3107,6259
-1765,3207,6265
-1786,3403,6259
-1817,3548,6231
-1786,3551,6226
-1736,3533,6227
-1786,3847,6226
-1821,4709,6187
-1479,6066,6159
-581,7670,6146
586,9322,6159
1594,10752,6144
2260,11541,6126
2591,11203,6099
2539,9617,6092
2109,7171,6071
1535,4587,6059
1137,2482,6036
1005,1184,6025
1000,708,6000
977,888,5992
892,1367,5985
753,1776,5992
595,1920,5976
474,1923,5958
420,1960,5923
391,2071,5891
343,2162,5839
279,2219,5791
218,2277,5735
140,2367,5690
19,2444,5626
-112,2515,5556
-187,2535,5468
-167,2515,5389
-89,2467,5294
0,2515,5188
88,2660,5060
223,2811,4954
431,2850,4863
670,2811,4787
851,2786,4685
921,2811,4586
901,2827,4490
865,2811,4418
878,2792,4335
949,2811,4251
1025,2830,4158
1032,2811,4084
928,2773,4009
725,2811,3950
475,2940,3889
223,3107,3849
2,3253,3811
-167,3403,3782
-271,3530,3743
-307,3551,3715
-285,3417,3680
-223,3255,3649
-152,3202,3605
-112,3255,3582
-134,3257,3563
-223,3107,3548
-353,2817,3511
-474,2515,3481
-549,2331,3458
-558,2367,3448
-523,2576,3417
-474,2811,3381
-434,2897,3341
-391,2811,3314
-330,2642,3279
-251,2515,3247
-174,2437,3209
-112,2367,3180
-52,2274,3144
28,2219,3113
128,2211,3076
223,2219,3046
291,2203,3010
335,2219,2979
368,2284,2942
391,2367,2912
398,2424,2876
391,2515,2845
373,2657,2809
335,2811,2778
273,2938,2741
195,3107,2711
120,3333,2685
56,3551,2678
19,3697,2666
28,3847,2644
81,4025,2605
140,4143,2577
167,4098,2558
167,3995,2544
170,3992,2510
195,4143,2477
231,4326,2452
251,4439,2444
223,4423,2428
140,4291,2410
35,4063,2388
-28,3847,2377
-23,3754,2359
28,3847,2343
86,4021,2322
140,4143,2310
188,4149,2293
223,4143,2276
231,4190,2252
223,4291,2243
220,4371,2239
223,4439,2243
207,4468,2228
167,4439,2209
129,4340,2185
140,4291,2176
207,4340,2159
307,4439,2142
397,4468,2116
474,4439,2109
546,4374,2105
614,4291,2109
645,4179,2099
642,4143,2109
659,4273,2139
781,4587,2209
1009,4971,2294
1256,5327,2410
1416,5548,2543
1479,5622,2711
1499,5602,2896
1535,5622,3113
1586,5707,3339
1646,5770,3582
1718,5680,3823
1814,5475,4084
1920,5275,4331
2009,5179,4552
2065,5089,4731
2121,4883,4920
2225,4520,5121
2400,4143,5322
2588,3858,5479
2707,3699,5623
2700,3596,5759
2595,3551,5891
2444,3497,5982
2316,3403,6059
2235,3232,6124
2204,3107,6192
2162,3080,6230
2037,3107,6259
1788,3102,6274
1479,3107,6293
1217,3126,6290
1088,3107,6293
1087,3049,6290
1172,3107,6293
1290,3301,6273
1423,3551,6259
1547,3965,6238
1674,4883,6226
1853,6299,6198
2176,7842,6192
2650,9322,6189
3153,10801,6192
3454,11718,6169
3404,10949,6159
3026,8217,6152
2511,4883,6159
2055,2533,6139
1758,1480,6126
1594,1083,6115
1507,1036,6126
1452,1386,6113
1423,1923,6092
1413,2214,6052
1423,2219,6025
1456,2186,5989
1535,2219,5958
1653,2221,5908
1758,2219,5858
1746,2285,5788
1563,2367,5724
1269,2325,5642
1005,2219,5556
840,2199,5450
725,2367,5356
580,2603,5255
419,2811,5155
306,2951,5033
279,3107,4920
324,3282,4803
419,3403,4686
546,3385,4546
670,3255,4418
764,3059,4296
837,2811,4184
908,2502,4057
949,2219,3950
874,2061,3857
586,2071,3782
35,2192,3691
-698,2367,3615
-1384,2535,3554
-1786,2663,3515
-1861,2743,3461
-1786,2811,3414
-1751,2843,3372
-1786,2811,3347
-1807,2756,3312
-1786,2811,3280
-1769,2977,3243
-1786,3107,3213
-1775,3072,3174
-1674,2959,3146
-1506,2908,3114
-1367,2959,3079
-1319,3036,3024
-1339,3107,2979
-1366,3143,2940
-1367,3107,2912
-1337,2969,2873
-1284,2811,2845
-1234,2707,2825
-1256,2663,2812
-1377,2598,2777
-1563,2515,2745
-1713,2470,2719
-1786,2515,2711
-1793,2562,2694
-1786,2515,2678
-1781,2358,2657
-1786,2219,2644
-1785,2173,2625
-1786,2219,2611
-1783,2317,2593
-1786,2515,2577
-1785,2806,2555
-1786,3107,2544
-1784,3299,2530
-1786,3403,2510
-1785,3474,2472
-1786,3551,2444
-1784,3612,2425
-1786,3699,2410
-1784,3833,2376
-1786,3995,2343
-1784,4101,2319
-1786,4143,2310
-1784,4141,2292
-1786,4143,2276
-1784,4139,2258
-1786,4143,2243
-1784,4142,2220
-1786,4143,2209
-1788,4103,2207
-1786,3995,2209
-1782,3790,2192
-1786,3551,2176
-1792,3381,2167
-1786,3403,2176
-1776,3594,2177
-1786,3847,2176
-1801,4027,2169
-1786,4143,2176
-1763,4254,2178
-1786,4439,2176
-1821,4667,2157
-1786,4883,2142
-1725,4964,2123
-1786,4883,2109
-1920,4701,2086
-1786,4587,2075
-1115,4573,2069
-84,4587,2075
836,4521,2072
1339,4439,2075
1490,4408,2080
1507,4439,2109
1523,4447,2145
1535,4439,2209
1518,4461,2291
1479,4587,2410
1447,4823,2547
1423,5179,2711
1398,5578,2874
1367,5918,3046
1340,6085,3215
1311,6066,3414
1292,5879,3633
1311,5622,3883
1402,5430,4130
1535,5475,4385
1633,5710,4632
1618,5918,4887
1471,5849,5116
1228,5475,5322
970,4897,5490
781,4291,5657
680,3793,5812
642,3551,5958
614,3522,6066
586,3551,6159
540,3406,6229
474,3107,6293
382,2838,6328
307,2811,6360
309,3020,6376
419,3403,6393
574,3939,6389
670,4587,6393
650,4991,6391
530,4735,6393
322,3834,6372
56,2959,6360
-127,2778,6350
0,3403,6360
510,4470,6355
1228,5770,6360
1899,7298,6354
2400,8878,6360
2684,9866,6352
2679,9617,6360
2342,8071,6359
1786,5918,6360
1192,4012,6336
670,2811,6326
242,2240,6319
-56,2071,6326
-185,2143,6309
-167,2367,6293
-90,2581,6260
-28,2663,6226
-10,2598,6168
-28,2515,6126
-59,2489,6088
-84,2515,6059
-98,2523,5994
-112,2515,5925
-123,2505,5849
-112,2515,5791
-69,2507,5711
0,2515,5623
72,2556,5516
140,2663,5423
190,2760,5321
223,2811,5222
232,2806,5101
223,2811,4987
201,2862,4874
167,2959,4787
124,3045,4699
84,3107,4619
67,3163,4527
84,3255,4452
115,3352,4377
140,3403,4318
153,3351,4256
167,3255,4218
186,3203,4180
195,3255,4151
199,3316,4108
223,3255,4084
293,3038,4063
391,2811,4050
492,2723,4014
586,2811,3983
671,2972,3958
725,3107,3950
730,3152,3920
698,3107,3883
677,3005,3837
698,2959,3816
736,3074,3797
725,3403,3782
619,3858,3748
419,4291,3715
161,4517,3677
-112,4439,3649
-370,4029,3612
-586,3403,3582
-749,2733,3544
-865,2219,3515
-962,1919,3478
-1060,1776,3448
-1163,1642,3412
-1256,1480,3381
-1316,1336,3333
-1311,1332,3280
-1223,1491,3219
-1060,1776,3180
-876,2078,3156
-725,2367,3146
-619,2646,3118
-502,2959,3079
-317,3274,3035
-56,3551,3013
215,3733,2996
419,3847,2979
525,3918,2944
558,3995,2912
554,4066,2878
530,4143,2845
492,4212,2795
446,4291,2745
403,4362,2692
363,4439,2644
335,4513,2588
335,4587,2544
370,4616,2507
419,4587,2477
458,4496,2428
474,4439,2377
464,4511,2332
419,4735,2310
348,4921,2282
279,4883,2243
230,4637,2186
195,4439,2142
168,4403,2106
167,4439,2075
208,4414,2034
279,4439,2008
346,4622,2000
391,4883,2008
403,4970,1997
391,4883,1975
375,4869,1947
391,5179,1941
438,5654,1939
474,5918,1941
444,5711,1933
335,5179,1941
176,4590,1961
28,4143,2008
-53,3875,2056
-28,3847,2109
75,4023,2149
195,4291,2209
298,4514,2294
419,4735,2444
594,5009,2649
809,5327,2912
990,5583,3175
1088,5770,3414
1112,5884,3611
1116,5918,3816
1139,5850,4036
1200,5770,4285
1291,5743,4538
1395,5770,4820
1463,5747,5110
1451,5622,5389
1354,5330,5600
1228,4883,5757
1117,4329,5876
1032,3847,5992
962,3529,6084
921,3403,6159
912,3368,6198
921,3403,6226
921,3468,6238
921,3551,6259
924,3579,6274
921,3551,6293
894,3471,6292
865,3403,6293
848,3361,6285
837,3403,6293
811,3558,6292
781,3847,6293
777,4197,6272
837,4587,6259
994,5122,6238
1284,6066,6226
1683,7511,6201
2093,9174,6192
2348,10407,6175
2344,10653,6159
2106,9795,6118
1758,8286,6092
1443,6816,6068
1228,5918,6059
1073,5633,6023
893,5622,5992
686,5441,5962
530,4883,5958
428,3979,5935
335,2959,5891
299,2063,5816
419,1480,5757
562,1216,5704
530,1184,5657
480,1272,5576
781,1480,5490
1236,1774,5396
1060,2071,5322
-65,2220,5237
-1367,2219,5155
-1928,2162,5054
-1786,2219,4954
-1662,2402,4843
-1786,2663,4753
-1649,2900,4666
-809,3107,4586
441,3274,4480
1423,3403,4385
1783,3442,4301
1730,3403,4251
1622,3316,4198
1563,3255,4151
1445,3236,4093
1256,3255,4050
1117,3269,4008
1116,3255,3983
1195,3192,3949
1284,3107,3916
1334,3055,3872
1339,3107,3849
1305,3246,3831
1311,3403,3816
1415,3505,3777
1591,3551,3749
1740,3521,3727
1814,3403,3715
1807,3226,3682
1758,3107,3649
1671,3085,3610
1563,3107,3582
1442,3096,3542
1395,3107,3515
1506,3174,3493
1870,3255,3481
2484,3233,3450
3265,3107,3414
4003,2944,3373
4520,2811,3347
4770,2672,3314
4883,2515,3280
4968,2380,3239
5051,2367,3213
5095,2484,3192
5134,2663,3180
5166,2781,3149
5162,2811,3113
5101,2780,3070
5078,2811,3046
5149,3039,3027
5274,3551,3013
5341,4175,2979
5330,4587,2946
5242,4539,2917
5078,4143,2912
4822,3687,2902
4548,3403,2879
4339,3285,2836
4241,3255,2812
4200,3237,2806
4186,3255,2812
4166,3342,2797
4158,3551,2778
4141,3842,2758
4130,4143,2745
4103,4347,2723
4074,4439,2711
4019,4441,2707
3962,4439,2711
3917,4477,2697
3934,4587,2678
3990,4693,2656
4046,4735,2644
4033,4675,2626
3962,4587,2611
3849,4501,2592
3739,4439,2577
3629,4396,2556
3544,4439,2544
3476,4569,2527
3432,4735,2510
3379,4836,2484
3321,4883,2477
3253,4892,2476
3209,4883,2477
3175,4813,2456
3153,4735,2444
3127,4720,2439
3125,4883,2444
3139,5214,2424
3153,5622,2410
3107,5864,2409
2986,5770,2444
2795,5355,2485
2595,4883,2544
2429,4558,2611
2344,4439,2711
2331,4452,2828
2372,4587,2979
2412,4803,3147
2428,5031,3347
2398,5189,3554
2344,5327,3782
2279,5476,4010
2232,5622,4251
2205,5709,4483
2204,5770,4720
2207,5803,4940
2204,5770,5155
2181,5635,5335
2149,5475,5490
2092,5293,5608
2009,5031,5724
1890,4608,5826
1758,4143,5925
1609,3720,5995
1451,3403,6059
1291,3166,6098
1172,3107,6126
1088,3226,6123
1005,3403,6126
889,3425,6123
781,3255,6126
722,2998,6105
725,2811,6092
771,2741,6073
865,2811,6059
994,3024,6020
1116,3403,5992
1184,3884,5966
1228,4439,5958
1322,5139,5934
1535,6214,5925
1848,7743,5917
2176,9469,5925
2383,10783,5908
2372,11097,5891
2132,10128,5866
1758,8138,5858
1356,5795,5838
1005,3847,5824
725,2638,5800
530,2071,5791
414,1874,5772
363,1923,5757
356,2135,5723
391,2367,5690
470,2440,5640
586,2367,5590
702,2303,5521
781,2367,5456
809,2475,5374
809,2515,5289
811,2479,5183
837,2515,5088
879,2690,4986
921,2959,4887
939,3163,4765
921,3255,4653
845,3215,4542
725,3107,4452
608,2982,4358
558,2959,4285
575,3083,4213
586,3255,4151
507,3246,4075
335,2959,4017
130,2559,3963
-28,2367,3916
-91,2503,3854
-56,2811,3816
21,3041,3793
56,3107,3782
1,3019,3746
-112,2811,3715
-216,2541,3692
-251,2367,3682
-178,2384,3649
28,2515,3615
324,2576,3579
614,2515,3548
811,2408,3496
921,2367,3448
1001,2407,3405
1088,2515,3381
1150,2660,3346
1144,2811,3314
1071,2877,3276
977,2811,3247
897,2645,3209
837,2515,3180
795,2487,3146
781,2515,3113
790,2478,3061
781,2367,3013
725,2254,2969
642,2219,2946
586,2224,2915
586,2219,2879
625,2195,2834
670,2219,2812
697,2293,2796
698,2367,2778
669,2375,2740
614,2367,2711
529,2406,2692
419,2515,2678
305,2611,2644
223,2663,2611
178,2702,2587
140,2811,2577
86,2968,2559
28,3107,2544
-3,3179,2528
0,3255,2510
5,3387,2477
-28,3551,2444
-90,3653,2412
-140,3699,2377
-175,3772,2316
-223,3995,2243
-251,4390,2160
-195,4883,2075
-121,5255,1976
-167,5327,1874
-314,5083,1772
-391,4735,1674
-447,4453,1560
-753,4291,1439
-1331,4233,1315
-1786,4291,1205
-1864,4326,1100
-1786,4143,1004
-1777,3733,921
-1646,3403,870
-1179,3331,837
-614,3403,803
-330,3442,750
-307,3551,703
-245,3820,675
-56,4143,669
110,4328,656
195,4439,636
302,4553,611
474,4587,603
630,4363,608
698,3995,636
688,3724,668
642,3699,703
588,3822,737
530,3995,803
454,4149,896
335,4291,1004
176,4419,1109
0,4587,1238
-167,4796,1397
-307,5031,1573
-391,5255,1729
-391,5475,1874
-297,5620,2020
-140,5622,2176
35,5477,2325
195,5327,2477
333,5238,2627
446,5179,2778
512,5057,2915
502,4883,3046
424,4636,3158
335,4291,3247
297,3866,3301
335,3551,3347
418,3422,3395
502,3403,3448
543,3295,3475
530,3107,3481
477,2918,3473
419,2811,3481
384,2798,3496
391,2959,3515
452,3335,3515
558,3847,3515
653,4236,3511
642,4291,3515
481,3945,3510
223,3403,3515
-17,3004,3523
-140,3107,3548
-85,3848,3565
167,5179,3582
586,6901,3590
1060,8730,3615
1431,10168,3643
1563,10653,3682
1410,9852,3712
1032,7990,3749
549,5706,3779
84,3699,3816
-293,2363,3845
-558,1776,3883
-718,1765,3915
-781,2071,3950
-766,2387,3968
-698,2515,3983
-599,2410,3985
-474,2219,3983
-332,2087,3955
-195,2071,3916
-106,2090,3872
-84,2071,3849
-105,1994,3824
-112,1923,3782
