I,II,PLETH,RESP
6078,8675,3490,3357
6032,8701,3494,3315
5820,8673,3490,3282
5546,8627,3494,3227
5246,8471,3489,3109
4922,8180,3494,2961
4621,7743,3491,2820
4645,7362,3494,2695
5275,7243,3489,2552
6586,7585,3494,2393
8335,8337,3492,2235
10261,9370,3494,2092
12112,10451,3487,1946
13658,11453,3494,1791
14525,12214,3496,1631
14421,12642,3494,1489
13289,12580,3470,1357
11509,12048,3458,1223
9619,11187,3455,1079
8112,10337,3458,940
7161,9698,3438,806
6725,9370,3422,674
6555,9277,3414,529
6448,9370,3422,390
6294,9468,3410,262
6170,9445,3387,142
6093,9247,3357,15
6032,9073,3351,-106
5920,9023,3350,-217
5824,9073,3351,-319
5772,9056,3333,-422
5754,8998,3315,-514
5685,8957,3292,-595
5616,8998,3280,-674
5578,9015,3260,-759
5616,8998,3244,-833
5626,8936,3222,-889
5616,8924,3208,-940
5582,8918,3188,-997
5616,8924,3173,-1046
5679,8880,3150,-1070
5754,8850,3137,-1081
5787,8827,3118,-1098
5824,8850,3101,-1117
5856,8850,3076,-1122
5893,8850,3066,-1117
5890,8829,3062,-1113
5893,8850,3066,-1117
5890,8858,3051,-1118
5893,8850,3030,-1117
5872,8771,3003,-1115
5893,8701,2994,-1117
5951,8657,2991,-1117
6032,8701,2994,-1117
6067,8766,2980,-1116
6101,8850,2959,-1117
6131,8885,2930,-1116
6170,8924,2923,-1117
6184,8964,2923,-1116
6240,9073,2923,-1117
6333,9185,2903,-1116
6448,9296,2888,-1117
6514,9353,2881,-1116
6586,9445,2888,-1117
6675,9567,2875,-1116
6794,9742,2852,-1117
6890,9887,2822,-1116
7002,10040,2816,-1117
7108,10196,2816,-1116
7210,10411,2816,-1117
7287,10608,2796,-1116
7418,10783,2781,-1117
7575,10914,2772,-1116
7696,11081,2781,-1117
7721,11244,2782,-1116
7765,11378,2781,-1117
7864,11418,2773,-1116
7973,11453,2781,-1117
7985,11507,2784,-1116
7973,11601,2781,-1117
7991,11631,2758,-1116
8042,11601,2745,-1117
8044,11496,2739,-1116
8042,11378,2745,-1117
8046,11228,2743,-1116
8042,11081,2745,-1117
7952,10879,2743,-1116
7834,10635,2745,-1117
7719,10344,2738,-1116
7626,10114,2745,-1117
7491,9922,2759,-1116
7349,9742,2781,-1117
7201,9502,2783,-1116
7072,9296,2781,-1117
6937,9130,2775,-1116
6864,8998,2781,-1117
6827,8807,2779,-1116
6794,8627,2781,-1117
6690,8481,2777,-1116
6586,8404,2781,-1117
6519,8295,2777,-1116
6517,8180,2781,-1117
6510,8066,2779,-1116
6517,8032,2781,-1117
6515,8022,2775,-1116
6517,8032,2781,-1117
6477,7995,2783,-1116
6448,7957,2781,-1117
6429,7901,2760,-1116
6448,7883,2745,-1117
6446,7867,2738,-1118
6448,7883,2745,-1117
6437,7879,2744,-1115
6448,7883,2745,-1117
6442,7867,2742,-1120
6448,7883,2745,-1117
6441,7885,2741,-1112
6448,7883,2745,-1117
6439,7853,2746,-1125
6448,7883,2745,-1117
6445,7951,2725,-1104
6448,8032,2709,-1117
6432,8040,2701,-1146
6448,8032,2709,-1117
6473,8018,2709,-992
6517,8032,2709,-816
6543,8022,2705,-652
6586,8032,2709,-496
6601,8032,2707,-315
6586,8032,2709,-106
6546,8003,2706,88
6586,8032,2709,266
6690,8101,2707,444
6794,8180,2709,638
6822,8185,2706,829
6864,8180,2709,1011
6938,8177,2706,1185
7002,8180,2709,1365
6951,8113,2707,1539
6864,8032,2709,1702
6822,7965,2705,1851
6864,7957,2709,2003
6883,7948,2708,2156
6864,7957,2709,2305
6811,7954,2701,2439
6794,7957,2709,2571
6786,7918,2722,2699
6794,7883,2745,2819
6786,7857,2756,2923
6794,7883,2781,3032
6790,7891,2809,3139
6794,7883,2852,3227
6786,7853,2883,3275
6794,7883,2923,3315
6774,7929,2965,3361
6725,7957,3030,3404
6634,7912,3104,3413
6586,7883,3208,3404
6576,7877,3325,3396
6586,7883,3458,3404
6549,7812,3577,3405
6517,7734,3707,3404
6500,7695,3849,3399
6517,7734,4028,3404
6510,7750,4208,3402
6517,7734,4385,3404
6537,7697,4537,3400
6586,7734,4706,3404
6598,7807,4879,3401
6586,7883,5062,3404
6542,7889,5221,3400
6517,7883,5383,3404
6497,7869,5541,3401
6517,7883,5704,3404
6545,7873,5835,3400
6586,7883,5953,3404
6590,7902,6045,3400
6586,7957,6132,3404
6572,7970,6197,3400
6586,7957,6274,3404
6588,7926,6346,3400
6586,7957,6417,3404
6564,8000,6453,3400
6586,8032,6488,3404
6641,8011,6517,3400
6725,8032,6559,3404
6770,8094,6579,3400
6794,8180,6595,3404
6788,8190,6593,3400
6794,8180,6595,3404
6787,8203,6577,3400
6794,8329,6559,3404
6788,8462,6522,3400
6794,8552,6488,3404
6787,8555,6442,3400
6794,8552,6417,3404
6773,8543,6384,3400
6725,8552,6345,3404
6633,8537,6271,3400
6586,8552,6203,3404
6609,8578,6138,3400
6725,8627,6096,3404
6859,8647,6040,3400
7002,8701,5989,3404
7111,8792,5919,3400
7210,8924,5846,3404
7279,8974,5750,3400
7349,8924,5668,3404
7372,8790,5590,3400
7349,8701,5525,3404
7265,8650,5436,3400
7210,8627,5347,3404
7194,8571,5250,3400
7210,8552,5169,3404
7180,8552,5075,3400
7141,8552,4991,3404
7131,8477,4898,3400
7210,8404,4813,3404
7301,8368,4705,3400
7349,8404,4599,3404
7296,8413,4493,3400
7210,8404,4420,3404
7123,8378,4350,3400
7072,8404,4278,3404
6987,8416,4180,3400
6864,8404,4100,3404
6700,8324,4034,3400
6586,8255,3993,3404
6524,8196,3937,3400
6517,8180,3886,3404
6507,8161,3827,3400
6517,8180,3779,3404
6519,8208,3718,3400
6517,8255,3672,3404
6477,8256,3630,3400
6448,8255,3600,3404
6432,8263,3551,3400
6448,8329,3494,3404
6440,8380,3419,3400
6448,8404,3351,3404
6438,8357,3283,3400
6448,8329,3244,3404
6427,8327,3219,3400
6448,8404,3208,3404
6471,8476,3185,3400
6517,8552,3173,3404
6545,8584,3166,3400
6586,8627,3173,3404
6569,8636,3168,3400
6448,8627,3173,3404
6177,8543,3173,3400
5824,8404,3173,3404
5388,8130,3151,3400
4922,7734,3137,3404
4577,7269,3131,3400
4784,6991,3137,3404
5937,7084,3133,3400
8042,7660,3137,3404
10448,8590,3139,3400
12479,9742,3137,3404
13994,10914,3114,3400
15253,11973,3101,3404
15957,12707,3099,3400
15322,13014,3101,3404
13107,12844,3082,3400
10330,12345,3066,3404
8204,11646,3060,3400
7072,10932,3066,3404
6480,10304,3052,3400
6170,9891,3030,3404
6122,9632,3006,3400
6240,9445,2994,3404
6256,9229,2976,3400
6170,9073,2959,3404
6103,9000,2937,3400
6101,8998,2923,3404
6065,8961,2903,3400
6032,8924,2888,3404
6029,8886,2867,3400
6032,8850,2852,3404
5935,8739,2830,3400
5824,8627,2816,3404
5748,8546,2799,3400
5754,8552,2781,3404
5746,8550,2743,3400
5754,8552,2709,3404
5747,8532,2682,3400
5754,8552,2674,3404
5757,8556,2659,3400
5824,8552,2638,3404
5930,8480,2600,3400
6032,8404,2567,3404
6045,8349,2539,3400
6032,8404,2531,3404
6037,8487,2518,3400
6101,8552,2495,3404
6148,8540,2455,3400
6170,8552,2424,3404
6157,8582,2402,3400
6170,8627,2388,3404
6190,8632,2365,3400
6240,8701,2353,3404
6293,8811,2349,3400
6378,8924,2353,3404
6431,8947,2338,3400
6448,8998,2317,3404
6439,9118,2293,3400
6517,9296,2281,3404
6660,9388,2264,3400
6794,9445,2246,3404
6829,9513,2223,3400
6864,9668,2210,3404
6964,9817,2193,3400
7141,9965,2175,3404
7271,10090,2149,3400
7349,10263,2139,3404
7396,10439,2138,3400
7488,10635,2139,3404
7605,10806,2122,3400
7765,11006,2103,3404
7915,11192,2083,3400
8042,11378,2068,3404
8094,11522,2045,3400
8112,11676,2032,3404
8104,11779,2027,3400
8112,11824,2032,3404
8106,11796,2029,3400
8112,11824,2032,3404
8105,11904,2033,3400
8112,11973,2032,3404
8106,11899,2012,3400
8112,11750,1996,3404
8090,11583,1990,3400
8042,11453,1996,3404
7923,11274,1996,3400
7765,11081,1996,3404
7576,10893,1994,3400
7418,10783,1996,3404
7289,10677,1993,3400
7210,10560,1996,3404
7122,10399,1998,3400
7002,10263,1996,3404
6806,10096,1977,3400
6586,9891,1961,3404
6374,9626,1954,3400
6240,9445,1961,3404
6156,9350,1961,3400
6101,9296,1961,3404
5972,9136,1958,3400
5754,8924,1961,3404
5475,8701,1958,3400
5269,8552,1961,3404
5162,8436,1960,3400
5130,8404,1961,3404
5071,8399,1955,3400
4992,8404,1961,3404
4885,8331,1966,3400
4784,8255,1961,3404
4661,8188,1937,3400
4576,8180,1925,3404
4558,8180,1925,3400
4645,8255,1925,3404
4758,8383,1904,3400
4853,8552,1889,3404
4891,8629,1887,3400
4922,8627,1889,3404
4930,8581,1871,3400
4922,8627,1854,3404
4911,8749,1850,3400
4992,8924,1854,3404
5139,9028,1838,3400
5269,9073,1818,3404
5288,9059,1809,3400
5269,9073,1818,3404
5260,9074,1820,3400
5269,9073,1818,3404
5250,9042,1814,3400
5269,9073,1818,3404
5333,9159,1818,3400
5408,9296,1818,3404
5433,9386,1815,3400
5477,9445,1818,3404
5539,9449,1817,3400
5546,9445,1818,3404
5417,9402,1815,3400
5269,9370,1818,3404
5213,9321,1816,3400
5269,9296,1818,3404
5335,9286,1815,3400
5408,9370,1818,3404
5496,9507,1816,3400
5616,9668,1818,3404
5719,9777,1814,3400
5824,9891,1818,3404
5894,9965,1817,3400
5893,9965,1818,3404
5770,9805,1811,3400
5616,9593,1818,3404
5504,9419,1841,3400
5477,9370,1889,3404
5471,9360,1930,3400
5477,9370,1961,3404
5472,9357,1980,3400
5477,9370,2032,3404
5469,9349,2111,3400
5477,9296,2210,3404
5460,9174,2295,3400
5408,9073,2388,3404
5316,9001,2497,3400
5269,8998,2638,3404
5263,8990,2788,3400
5269,8998,2959,3404
5244,9005,3132,3400
5269,9073,3315,3404
5359,9144,3486,3400
5477,9222,3672,3404
5529,9256,3863,3400
5546,9296,4064,3404
5530,9284,4244,3400
5477,9222,4420,3404
5355,9084,4592,3400
5269,8998,4777,3404
5287,8990,4945,3401
5408,9073,5098,3404
5506,9144,5212,3400
5546,9222,5312,3404
5517,9267,5394,3402
5477,9296,5490,3404
5444,9253,5581,3399
5477,9222,5668,3404
5546,9222,5726,3404
5616,9296,5775,3404
5623,9347,5809,3397
5616,9370,5846,3404
5606,9329,5865,3409
5616,9296,5882,3404
5607,9267,5882,3391
5616,9296,5882,3404
5618,9326,5863,3426
5616,9370,5846,3404
5589,9387,5813,3294
5616,9445,5775,3138
5682,9529,5717,2987
5754,9668,5668,2854
5779,9786,5614,2705
5824,9891,5561,2535
5875,9935,5487,2361
5893,9965,5419,2198
5835,9958,5345,2033
5824,9965,5276,1862
5904,9956,5184,1684
6032,9965,5098,1507
6098,9952,5017,1323
6170,9965,4955,1135
6309,9981,4873,944
6517,10040,4777,762
6678,10080,4661,580
6794,10114,4563,390
6891,10104,4469,196
7002,10114,4385,18
7043,10113,4279,-159
7002,10114,4171,-355
6909,10052,4054,-563
6864,9965,3957,-727
6841,9824,3862,-833
6794,9668,3779,-922
6674,9484,3685,-1030
6586,9370,3600,-1117
6602,9327,3509,-1140
6725,9370,3422,-1117
6810,9406,3326,-1106
6794,9445,3244,-1117
6682,9444,3165,-1124
6586,9445,3101,-1117
6532,9423,3038,-1113
6517,9445,2994,-1117
6464,9456,2956,-1120
6378,9445,2923,-1117
6258,9358,2869,-1115
6170,9296,2816,-1117
6112,9270,2768,-1117
6101,9296,2745,-1117
6079,9273,2724,-1116
6032,9222,2709,-1117
5925,9131,2686,-1116
5824,9073,2674,-1117
5769,9033,2666,-1116
5824,9073,2674,-1117
5922,9160,2674,-1116
6032,9296,2674,-1117
6074,9363,2665,-1116
6101,9370,2674,-1117
6093,9331,2689,-1116
6101,9370,2709,-1117
6086,9423,2709,-1116
6101,9445,2709,-1117
6146,9400,2716,-1116
6240,9445,2745,-1117
6272,9569,2768,-1116
6170,9668,2781,-1117
5891,9556,2774,-1116
5546,9296,2781,-1117
5241,8955,2795,-1116
5130,8627,2816,-1117
5338,8325,2818,-1116
6032,8255,2816,-1117
7221,8565,2811,-1116
8805,9296,2816,-1117
10540,10195,2815,-1116
12202,11081,2816,-1117
13465,11843,2812,-1116
14005,12494,2816,-1117
13565,12826,2814,-1116
12271,12642,2816,-1117
10546,11908,2813,-1116
8944,11006,2816,-1117
7747,10285,2813,-1116
7002,9891,2816,-1117
6590,9677,2814,-1116
6448,9593,2816,-1117
6443,9591,2812,-1116
6448,9668,2816,-1117
6354,9715,2815,-1116
6240,9742,2816,-1117
6155,9718,2811,-1116
6101,9668,2816,-1117
5999,9549,2819,-1116
5893,9445,2816,-1117
5806,9376,2794,-1116
5754,9370,2781,-1117
5672,9334,2776,-1116
5616,9296,2781,-1117
5589,9258,2767,-1116
5616,9296,2745,-1117
5613,9319,2720,-1116
5616,9296,2709,-1117
5607,9173,2694,-1116
5616,9073,2674,-1117
5602,9031,2646,-1116
5616,9073,2638,-1117
5663,9086,2637,-1116
5754,9073,2638,-1117
5811,9019,2619,-1116
5824,8998,2602,-1117
5782,8961,2584,-1116
5754,8924,2567,-1117
5738,8860,2540,-1116
5754,8850,2531,-1117
5754,8849,2531,-1116
5754,8850,2531,-1117
5741,8773,2509,-1116
5754,8701,2495,-1117
5755,8656,2494,-1116
5754,8701,2495,-1117
5752,8763,2475,-1116
5824,8850,2460,-1117
5931,8910,2457,-1116
6032,8998,2460,-1117
6080,9104,2441,-1116
6170,9296,2424,-1117
6324,9513,2419,-1116
6517,9742,2424,-1117
6661,9917,2408,-1116
6794,10114,2388,-1117
6907,10322,2379,-1116
7002,10560,2388,-1117
7067,10749,2390,-1116
7210,10932,2388,-1117
7426,11103,2383,-1116
7626,11304,2388,-1117
7691,11465,2388,-1116
7696,11601,2388,-1117
7698,11682,2384,-1116
7696,11750,2388,-1117
7603,11743,2387,-1116
7488,11676,2388,-1117
7417,11543,2384,-1116
7418,11453,2388,-1117
7395,11398,2388,-1116
7349,11378,2388,-1117
7311,11309,2381,-1116
7349,11230,2388,-1117
7400,11122,2403,-1116
7418,11006,2424,-1117
7341,10806,2427,-1116
7210,10560,2424,-1117
7035,10279,2418,-1116
6864,10040,2424,-1117
6696,9803,2426,-1116
6586,9593,2424,-1117
6509,9380,2416,-1116
6448,9222,2424,-1117
6341,9067,2440,-1116
6240,8924,2460,-1117
6169,8749,2462,-1116
6170,8627,2460,-1117
6175,8557,2455,-1116
6170,8552,2460,-1117
6129,8498,2459,-1116
6101,8404,2460,-1117
6065,8287,2456,-1116
6032,8255,2460,-1117
5961,8237,2458,-1116
5893,8180,2460,-1117
5815,8022,2456,-1116
5754,7883,2460,-1117
5674,7785,2458,-1116
5616,7734,2460,-1117
5582,7661,2456,-1116
5616,7660,2460,-1117
5676,7742,2459,-1116
5754,7883,2460,-1117
5796,7945,2455,-1116
5824,7957,2460,-1117
5838,7958,2462,-1116
5893,8032,2460,-1117
5960,8130,2439,-1116
6032,8255,2424,-1117
6066,8345,2417,-1116
6101,8404,2424,-1117
6111,8379,2424,-1116
6101,8329,2424,-1117
6051,8268,2420,-1116
6032,8255,2424,-1117
6049,8244,2422,-1116
6101,8255,2424,-1117
6131,8266,2421,-1116
6170,8329,2424,-1117
6208,8384,2422,-1116
6240,8404,2424,-1117
6213,8333,2421,-1116
6170,8255,2424,-1117
6122,8191,2421,-1116
6101,8180,2424,-1117
6081,8167,2422,-1116
6101,8180,2424,-1117
6136,8184,2420,-1116
6170,8180,2424,-1117
6143,8109,2422,-1116
6101,8032,2424,-1117
6072,7980,2418,-1116
6101,8032,2424,-1117
6136,8131,2435,-1116
6170,8255,2460,-1117
6170,8315,2474,-1116
6170,8329,2495,-1117
6159,8281,2518,-1116
6170,8255,2567,-1117
6186,8275,2617,-1116
6240,8404,2674,-1117
6320,8560,2718,-1116
6448,8701,2781,-1117
6547,8772,2856,-1116
6586,8850,2959,-1117
6547,8910,3059,-1116
6517,8924,3173,-1117
6492,8820,3295,-1116
6448,8701,3458,-1117
6334,8622,3632,-1116
6240,8627,3814,-1117
6207,8626,3981,-1116
6240,8627,4171,-1117
6247,8593,4375,-1116
6240,8552,4599,-1117
6226,8468,4798,-1116
6240,8404,4991,-1117
6236,8351,5176,-1116
6240,8329,5383,-1117
6235,8281,5581,-1116
6240,8255,5775,-1117
6208,8238,5938,-1116
6170,8255,6096,-1117
6137,8245,6236,-1116
6170,8255,6381,-1117
6252,8290,6498,-1116
6378,8404,6595,-1117
6454,8505,6660,-1116
6448,8552,6738,-1117
6342,8488,6811,-1116
6240,8404,6880,-1117
6174,8333,6914,-1116
6170,8329,6951,-1117
6182,8325,6985,-1116
6240,8329,7023,-1117
6308,8313,7025,-1116
6378,8329,7023,-1117
6406,8349,7015,-1116
6448,8404,7023,-1117
6485,8460,7008,-1116
6517,8552,6987,-1117
6523,8627,6947,-1116
6586,8701,6916,-1117
6677,8755,6863,-1116
6725,8850,6809,-1117
6657,8920,6733,-1116
6586,8924,6666,-1117
6566,8813,6590,-1116
6586,8701,6524,-1117
6566,8629,6436,-1116
6586,8627,6345,-1117
6688,8634,6243,-1116
6864,8701,6167,-1117
7007,8787,6094,-1116
7141,8850,6025,-1117
7257,8793,5920,-1116
7349,8701,5811,-1117
7357,8629,5694,-1116
7349,8627,5597,-1117
7347,8601,5488,-1116
7349,8552,5383,-1117
7285,8467,5266,-1116
7210,8404,5169,-1117
7151,8324,5063,-1116
7141,8255,4955,-1117
7143,8184,4824,-1116
7210,8180,4706,-1117
7331,8206,4590,-1116
7488,8255,4492,-1117
7585,8259,4379,-1116
7626,8255,4278,-1117
7585,8216,4178,-1116
7488,8180,4100,-1117
7332,8142,4009,-1116
7210,8180,3921,-1117
7128,8238,3833,-1116
7072,8255,3779,-1117
6965,8147,3727,-1116
6864,8032,3672,-1117
6812,7978,3591,-1116
6864,8032,3529,-1117
6939,8099,3485,-1116
7002,8180,3458,-1117
7007,8231,3405,-1116
7002,8255,3351,-1117
6990,8213,3301,-1116
7002,8180,3280,-1117
6997,8166,3258,-1116
7002,8180,3244,-1117
6987,8164,3222,-1116
7002,8180,3208,-1117
6994,8210,3184,-1116
7002,8255,3173,-1117
6985,8245,3165,-1116
7002,8255,3173,-1117
7009,8257,3171,-1116
7002,8255,3173,-1117
6917,8218,3166,-1116
6794,8255,3173,-1117
6634,8304,3191,-1116
6448,8255,3244,-1117
6146,7999,3302,-1116
5754,7660,3351,-1117
5397,7267,3368,-1116
5408,6842,3387,-1117
6066,6492,3405,-1116
7488,6619,3422,-1117
9416,7402,3417,-1116
11509,8627,3422,-1117
13465,9806,3437,-1116
15114,10783,3458,-1117
16082,11616,3445,-1116
15946,12345,3422,-1117
14553,12687,3407,-1116
12410,12419,3422,-1117
10280,11569,3430,-1116
8736,10560,3422,-1117
7833,9788,3395,-1116
7418,9445,3387,-1117
7257,9350,3386,-1116
7210,9296,3387,-1117
7131,9132,3365,-1116
7002,8924,3351,-1117
6839,8710,3345,-1116
6725,8552,3351,-1117
6628,8418,3336,-1116
6517,8329,3315,-1117
6357,8246,3291,-1116
6240,8180,3280,-1117
6177,8094,3261,-1116
6170,8032,3244,-1117
6126,7973,3222,-1116
6101,7957,3208,-1117
6080,7917,3188,-1116
6101,7883,3173,-1117
6107,7845,3151,-1116
6170,7883,3137,-1117
6268,7928,3116,-1116
6378,7957,3101,-1117
6420,7933,3080,-1116
6448,7957,3066,-1117
6473,8002,3045,-1116
6517,8032,3030,-1117
6535,7998,3008,-1116
6586,8032,2994,-1117
6655,8120,2975,-1116
6725,8180,2959,-1117
6725,8101,2936,-1116
6725,8032,2923,-1117
6761,8060,2905,-1116
6864,8180,2888,-1117
6945,8234,2861,-1116
7002,8255,2852,-1117
7023,8273,2850,-1116
7072,8329,2852,-1117
7127,8351,2832,-1116
7210,8404,2816,-1117
7275,8491,2809,-1116
7349,8627,2816,-1117
7404,8726,2805,-1116
7488,8850,2781,-1117
7594,9005,2750,-1116
7765,9222,2745,-1117
7941,9410,2746,-1116
8112,9593,2745,-1117
8241,9761,2723,-1116
8389,9965,2709,-1117
8532,10150,2704,-1116
8666,10337,2709,-1117
8737,10506,2696,-1116
8805,10709,2674,-1117
8871,10882,2647,-1116
8944,11006,2638,-1117
8951,11042,2634,-1116
8944,11081,2638,-1117
8967,11139,2635,-1116
9082,11230,2638,-1117
9189,11257,2635,-1116
9221,11230,2638,-1117
9144,11127,2635,-1116
9082,11006,2638,-1117
9069,10849,2635,-1116
9082,10709,2638,-1117
8992,10559,2636,-1116
8805,10411,2638,-1117
8569,10202,2634,-1116
8389,9965,2638,-1117
8222,9692,2637,-1116
8042,9445,2638,-1117
7816,9198,2633,-1116
7626,8998,2638,-1117
7469,8818,2640,-1116
7349,8701,2638,-1117
7219,8605,2618,-1116
7141,8552,2602,-1117
7098,8477,2595,-1116
7072,8404,2602,-1117
6974,8307,2603,-1116
6864,8255,2602,-1117
6786,8208,2597,-1116
6794,8180,2602,-1117
6787,8106,2602,-1116
6725,8032,2602,-1117
6596,7942,2596,-1116
6517,7883,2602,-1117
6494,7801,2605,-1116
6517,7734,2602,-1117
6511,7685,2581,-1116
6517,7734,2567,-1117
6515,7814,2561,-1116
6517,7883,2567,-1117
6493,7874,2564,-1116
6517,7883,2567,-1117
6559,7930,2568,-1116
6586,8032,2567,-1117
6559,8106,2546,-1116
6586,8180,2531,-1117
6667,8227,2525,-1116
6725,8255,2531,-1117
6659,8215,2529,-1116
6586,8180,2531,-1117
6607,8162,2531,-1116
6725,8180,2531,-1117
6791,8172,2512,-1116
6794,8180,2495,-1117
6789,8200,2488,-1116
6864,8255,2495,-1117
6950,8286,2495,-1116
7002,8329,2495,-1117
6993,8362,2491,-1116
7002,8404,2495,-1117
7013,8405,2493,-1116
7002,8404,2495,-1117
6925,8370,2492,-1116
6864,8329,2495,-1117
6844,8264,2492,-1116
6864,8255,2495,-1117
6837,8279,2494,-1116
6794,8329,2495,-1117
6766,8348,2479,-1116
6794,8404,2460,-1117
6806,8477,2444,-1116
6794,8552,2460,-1117
6767,8554,2482,-1116
6794,8552,2495,-1117
6819,8550,2485,-1116
6794,8552,2495,-1117
6681,8481,2526,-1116
6586,8404,2567,-1117
6554,8359,2581,-1116
6586,8404,2602,-1117
6591,8470,2642,-1116
6586,8552,2709,-1117
6576,8577,2771,-1116
6586,8552,2852,-1117
6559,8461,2948,-1116
6517,8404,3066,-1117
6463,8383,3168,-1116
6448,8404,3280,-1117
6438,8391,3405,-1116
6448,8404,3565,-1117
6443,8450,3724,-1116
6448,8552,3886,-1117
6437,8612,4038,-1116
6448,8627,4206,-1117
6448,8580,4367,-1116
6448,8552,4527,-1117
6410,8533,4677,-1116
6378,8552,4848,-1117
6355,8551,5014,-1116
6378,8552,5169,-1117
6408,8532,5290,-1116
6448,8552,5419,-1117
6453,8579,5548,-1116
6448,8627,5668,-1117
6430,8651,5743,-1116
6448,8701,5811,-1117
6458,8719,5879,-1116
6448,8701,5953,-1117
6393,8632,5993,-1116
6378,8627,6025,-1117
6403,8663,6053,-1116
6448,8701,6096,-1117
6429,8674,6118,-1116
6378,8701,6132,-1117
6300,8796,6129,-1116
6240,8924,6132,-1117
6195,8985,6115,-1116
6240,9073,6096,-1117
6343,9211,6059,-1116
6448,9370,6025,-1117
6446,9423,5970,-1116
6378,9445,5918,-1117
6288,9490,5856,-1116
6240,9593,5811,-1117
6211,9644,5757,-1116
6240,9668,5704,-1117
6297,9679,5629,-1116
6378,9742,5561,-1117
6436,9807,5486,-1116
6517,9891,5419,-1117
6614,9918,5339,-1116
6725,9891,5276,-1117
6779,9793,5206,-1116
6794,9742,5133,-1117
6765,9729,5036,-1116
6725,9742,4955,-1117
6651,9716,4881,-1116
6586,9742,4813,-1117
6531,9813,4708,-1116
6517,9891,4599,-1117
6509,9844,4495,-1116
6517,9742,4420,-1117
6512,9672,4334,-1116
6517,9742,4242,-1117
6509,9840,4140,-1116
6517,9891,4064,-1117
6517,9821,3992,-1116
6517,9742,3921,-1117
6466,9696,3828,-1116
6378,9742,3743,-1117
6257,9805,3663,-1116
6170,9891,3600,-1117
6099,9937,3526,-1116
6032,9965,3458,-1117
5920,9927,3392,-1116
5824,9891,3351,-1117
5761,9859,3311,-1116
5754,9891,3280,-1117
5750,9924,3238,-1116
5754,9965,3208,-1117
5748,9964,3171,-1116
5754,9965,3137,-1117
5746,9948,3093,-1116
5754,9965,3066,-1117
5748,9983,3043,-1116
5754,10040,3030,-1117
5736,10075,3006,-1116
5754,10114,2994,-1117
5778,10105,2988,-1116
5824,10114,2994,-1117
5830,10104,2991,-1116
5824,10114,2994,-1117
5792,10100,2993,-1116
5754,10114,2994,-1117
5654,10096,2985,-1116
5477,10040,2994,-1117
5189,9864,3011,-1116
4853,9593,3030,-1117
4555,9175,3027,-1116
4506,8701,3030,-1117
4901,8334,3043,-1116
5893,8404,3066,-1117
7406,8995,3068,-1116
9221,9965,3066,-1117
10987,10932,3061,-1116
12410,11750,3066,-1117
13198,12418,3060,-1116
13173,13014,3066,-1117
12259,13312,3078,-1116
10677,13089,3101,-1117
8826,12311,3105,-1116
7210,11378,3101,-1117
6118,10642,3093,-1116
5616,10263,3101,-1117
5514,10103,3104,-1116
5616,10114,3101,-1117
5738,10208,3081,-1116
5824,10337,3066,-1117
5822,10346,3057,-1116
5754,10263,3066,-1117
5637,10146,3069,-1116
5546,10114,3066,-1117
5489,10110,3045,-1116
5477,10114,3030,-1117
5464,10085,3021,-1116
5477,10114,3030,-1117
5475,10175,3033,-1116
