aVF,V,PLETH
969,5342,7110
827,5307,7081
726,5276,7058
682,5235,7025
678,5210,7006
681,5192,6972
678,5210,6954
673,5217,6926
678,5210,6902
689,5200,6846
726,5276,6799
845,5378,6756
1114,5342,6747
1547,4926,6723
2131,4089,6695
2862,2927,6635
3729,1715,6591
4560,730,6550
4988,264,6539
4631,403,6514
3439,1055,6487
1810,1936,6428
387,2836,6383
-376,3637,6341
-436,4353,6332
-86,4933,6306
339,5342,6280
634,5555,6221
775,5672,6176
812,5744,6132
823,5804,6124
839,5825,6113
872,5870,6124
909,5936,6130
969,6001,6176
1038,5987,6235
1114,5935,6332
1178,5886,6423
1259,5870,6539
1337,5840,6652
1405,5804,6799
1438,5779,6942
1501,5804,7110
1621,5840,7275
1792,5870,7473
1964,5863,7657
2131,5870,7837
2308,5903,7982
2518,6001,8148
2752,6124,8305
3003,6265,8459
3251,6375,8562
3487,6463,8667
3693,6503,8765
3875,6529,8874
4029,6528,8935
4165,6529,8978
4287,6502,8996
4407,6463,9030
4510,6391,9047
4553,6331,9082
4483,6299,9104
4310,6331,9134
4098,6361,9130
3923,6331,9134
3774,6184,9125
3584,6001,9134
3309,5854,9124
3003,5804,9134
2732,5780,9130
2518,5738,9134
2309,5634,9101
2083,5540,9082
1847,5494,9064
1647,5540,9082
1482,5594,9082
1356,5606,9082
1247,5537,9049
1162,5474,9030
1084,5431,8996
1017,5408,8978
954,5345,8942
920,5276,8926
909,5197,8896
920,5144,8874
922,5141,8820
920,5276,8771
912,5491,8693
920,5672,8615
959,5720,8517
1065,5738,8459
1241,5796,8407
1453,5870,8356
1631,5834,8249
1744,5738,8148
1798,5697,8053
1840,5804,7992
1877,5947,7909
1889,6001,7837
1851,5880,7751
1792,5672,7681
1748,5484,7589
1744,5408,7525
1737,5387,7466
1695,5342,7421
1589,5236,7339
1453,5144,7266
1304,5119,7196
1162,5144,7162
1030,5116,7109
920,5012,7058
847,4870,6993
823,4814,6954
851,4866,6901
920,5012,6850
983,5157,6782
1017,5276,6747
1065,5321,6716
1259,5276,6695
1703,5040,6639
2422,4551,6591
3342,3749,6535
4359,2704,6487
5280,1522,6405
5812,462,6332
5615,-163,6263
4553,-66,6228
2848,686,6176
1065,1781,6124
-210,2861,6042
-678,3825,5968
-456,4626,5890
97,5210,5864
612,5482,5869
920,5540,5916
1033,5524,5957
1065,5540,6020
1086,5543,6072
1114,5540,6124
1131,5546,6140
1162,5606,6176
1218,5655,6231
1308,5672,6332
1399,5649,6413
1501,5672,6487
1593,5754,6544
1695,5870,6643
1796,5947,6760
1937,6001,6902
2106,6074,7025
2276,6199,7162
2396,6286,7288
2470,6265,7421
2540,6126,7523
2664,6001,7629
2853,5942,7725
3100,5935,7837
3365,5899,7919
3632,5870,7992
3882,5888,8039
4117,6001,8096
4325,6161,8127
4504,6331,8148
4631,6417,8139
4698,6397,8148
4711,6317,8149
4698,6331,8148
4652,6427,8113
4553,6463,8096
4393,6283,8087
4214,6001,8096
4018,5823,8070
3778,5870,8044
3469,6003,8010
3148,6067,7992
2860,5970,7941
2615,5804,7888
2398,5643,7823
2228,5540,7785
2079,5424,7732
1889,5276,7681
1607,5104,7600
1308,5012,7525
1069,5025,7437
920,5144,7369
810,5283,7289
726,5408,7214
650,5451,7106
581,5408,7006
521,5255,6907
533,5078,6850
619,4965,6796
726,5012,6747
784,5147,6663
823,5276,6591
895,5334,6523
1017,5408,6487
1145,5513,6434
1259,5606,6383
1345,5595,6317
1405,5540,6280
1447,5507,6245
1501,5540,6228
1551,5579,6193
1550,5606,6176
1480,5556,6161
1405,5408,6176
1368,5157,6175
1356,4946,6176
1303,4889,6161
1211,5012,6176
1090,5197,6196
969,5342,6228
848,5404,6228
775,5408,6228
763,5340,6216
775,5210,6228
774,5044,6226
775,4946,6228
774,4923,6216
726,4946,6228
633,4955,6230
581,5012,6228
620,5134,6193
775,5276,6176
1175,5255,6167
1986,4946,6176
3079,4243,6152
4117,3166,6124
4998,1818,6086
5860,528,6072
6417,-332,6044
5909,-462,6020
4040,100,5983
1647,1121,5968
-85,2288,5941
-726,3429,5916
-666,4392,5875
-339,5078,5864
68,5419,5861
436,5540,5864
630,5587,5833
678,5672,5813
706,5735,5799
775,5738,5813
832,5661,5807
872,5606,5813
925,5637,5821
1017,5804,5864
1101,6005,5907
1162,6133,5968
1195,6111,6017
1259,6001,6072
1347,5877,6111
1453,5804,6176
1526,5791,6245
1598,5870,6332
1709,5999,6401
1889,6133,6487
2116,6206,6566
2373,6265,6643
2639,6344,6674
2906,6463,6695
3143,6532,6708
3342,6529,6747
3496,6470,6773
3632,6463,6799
3782,6513,6799
3971,6595,6799
4179,6634,6773
4359,6661,6747
4468,6685,6695
4504,6727,6643
4466,6737,6578
4359,6727,6539
4197,6673,6492
4020,6595,6435
3838,6483,6346
3632,6397,6280
3390,6327,6225
3148,6265,6176
2928,6161,6090
2712,6067,6020
2446,6008,5962
2131,6001,5916
1800,5960,5835
1501,5870,5761
1237,5741,5697
1017,5672,5657
841,5654,5596
726,5672,5553
646,5663,5519
581,5672,5501
504,5697,5449
436,5738,5397
378,5721,5353
339,5672,5345
303,5611,5323
291,5606,5294
301,5625,5251
339,5672,5242
395,5719,5238
484,5804,5242
602,5899,5228
726,6001,5242
829,6068,5264
920,6133,5294
1016,6195,5289
1114,6265,5294
1173,6273,5307
1162,6199,5345
1081,6035,5367
969,5870,5397
870,5754,5421
823,5738,5449
817,5769,5446
823,5804,5449
782,5788,5462
678,5738,5501
511,5664,5511
339,5606,5501
212,5558,5479
145,5540,5501
117,5529,5534
97,5540,5553
73,5536,5523
48,5540,5501
48,5546,5494
97,5606,5501
173,5679,5473
291,5738,5449
598,5689,5437
1259,5474,5449
2181,4942,5430
3100,4023,5397
3940,2784,5358
4795,1583,5345
5393,778,5321
5085,594,5294
3612,956,5252
1598,1715,5242
-82,2652,5238
-1065,3627,5242
-1425,4497,5215
-1211,5210,5190
-562,5687,5157
97,5935,5138
371,5992,5104
339,6001,5086
310,6020,5073
387,6067,5086
452,6092,5084
484,6133,5086
545,6173,5074
630,6199,5086
674,6164,5114
726,6133,5190
829,6141,5269
969,6199,5345
1067,6243,5388
1162,6265,5449
1290,6262,5534
1453,6265,5657
1601,6274,5764
1744,6331,5864
1916,6421,5941
2131,6529,6020
2353,6581,6074
2567,6595,6124
2778,6580,6164
3003,6595,6228
3227,6619,6285
3439,6661,6332
3635,6687,6335
3826,6727,6332
3982,6758,6323
4068,6793,6332
4107,6794,6317
4165,6793,6280
4233,6784,6202
4214,6793,6124
4049,6754,6039
3826,6661,5968
3653,6528,5886
3536,6463,5813
3393,6458,5727
3196,6463,5657
2963,6385,5590
2712,6265,5553
2428,6126,5507
2131,6001,5449
1848,5872,5359
1598,5804,5294
1354,5790,5254
1114,5804,5242
890,5768,5197
726,5738,5138
626,5743,5068
581,5804,5034
553,5829,5005
533,5804,4982
506,5708,4929
484,5606,4878
455,5525,4832
436,5540,4826
440,5609,4826
484,5672,4826
537,5631,4797
581,5540,4775
627,5477,4760
726,5540,4775
875,5690,4777
1017,5870,4775
1104,5976,4759
1162,6001,4775
1220,5945,4799
1259,5870,4826
1247,5768,4822
1211,5672,4826
1196,5596,4840
1211,5606,4878
1207,5656,4903
1162,5672,4930
1060,5571,4949
920,5408,4982
760,5264,5004
630,5210,5034
544,5220,5054
484,5276,5086
441,5321,5107
436,5342,5138
466,5310,5160
484,5276,5190
472,5256,5194
484,5276,5190
552,5267,5174
678,5210,5190
935,5077,5215
1453,4880,5242
2199,4513,5238
3003,3891,5242
3805,3012,5242
4649,2110,5242
5255,1441,5210
5037,1187,5190
3756,1322,5180
1937,1781,5190
326,2427,5183
-726,3166,5190
-1190,3867,5191
-1017,4485,5190
-335,4953,5156
387,5276,5138
706,5446,5132
678,5540,5138
636,5583,5108
726,5606,5086
839,5577,5073
920,5540,5086
994,5512,5079
1065,5540,5086
1100,5579,5100
1162,5606,5138
1287,5580,5158
1453,5540,5190
1576,5512,5227
1695,5540,5294
1844,5597,5359
2034,5672,5449
2214,5732,5544
2373,5804,5657
2506,5869,5754
2615,5935,5864
2711,5971,5966
2857,6001,6072
3090,6007,6148
3390,6001,6228
3680,5963,6300
3923,5935,6383
4123,5919,6439
4310,5935,6487
4474,5952,6512
4601,6001,6539
4698,6081,6541
4795,6199,6539
4863,6274,6513
4843,6265,6487
4716,6146,6451
4553,6001,6435
4406,5873,6412
4262,5804,6383
4078,5757,6325
3875,5738,6280
3668,5707,6229
3439,5672,6176
3142,5602,6089
2809,5540,6020
2480,5489,5962
2179,5474,5916
1891,5446,5835
1647,5408,5761
1466,5337,5695
1356,5276,5657
1259,5220,5601
1162,5210,5553
1070,5244,5497
1017,5342,5449
975,5417,5385
920,5408,5345
847,5278,5314
823,5144,5294
872,5088,5253
969,5144,5242
1037,5220,5241
1065,5276,5242
1077,5278,5203
1114,5276,5190
1175,5299,5205
1259,5408,5242
1352,5553,5239
1453,5672,5242
1540,5694,5258
1598,5672,5294
1616,5619,5293
1598,5540,5294
1540,5386,5304
1453,5210,5345
1346,5068,5370
1259,5012,5397
1186,5021,5417
1114,5078,5449
1014,5135,5466
920,5144,5501
859,5044,5544
823,4880,5605
782,4757,5636
726,4814,5657
670,5028,5669
630,5276,5709
623,5367,5740
678,5276,5761
775,5083,5751
920,4946,5761
1226,4871,5781
1840,4748,5813
2687,4350,5812
3536,3561,5813
4308,2410,5806
5085,1187,5813
5634,253,5804
5376,-66,5813
4041,262,5815
2131,1055,5813
408,1997,5777
-726,2902,5761
-1213,3664,5756
-1017,4287,5761
-292,4747,5728
484,5078,5709
871,5284,5701
920,5408,5709
931,5434,5680
1017,5408,5657
1066,5368,5643
1065,5408,5657
1089,5522,5651
1162,5672,5657
1215,5750,5668
1259,5738,5709
1316,5642,5731
1405,5540,5761
1485,5489,5792
1598,5540,5864
1751,5642,5938
1937,5738,6020
2111,5792,6086
2276,5870,6176
2430,5956,6270
2567,6001,6383
2692,5940,6481
2857,5870,6591
3082,5878,6692
3342,6001,6799
3588,6145,6863
3826,6265,6902
4072,6320,6916
4310,6331,6954
4479,6292,6986
4553,6265,7006
4557,6253,6980
4553,6265,6954
4556,6259,6924
4553,6265,6902
4517,6268,6849
4456,6265,6799
4362,6212,6742
4214,6133,6695
3979,6013,6618
3681,5870,6539
3359,5707,6452
3051,5606,6383
2741,5560,6301
2422,5540,6228
2092,5473,6144
1792,5408,6072
1542,5377,5986
1356,5408,5916
1202,5424,5836
1065,5408,5761
930,5340,5669
823,5276,5605
738,5217,5547
678,5210,5501
634,5248,5436
630,5342,5397
637,5408,5368
630,5408,5345
592,5328,5288
581,5276,5242
630,5300,5205
726,5408,5190
810,5514,5155
872,5606,5138
933,5670,5128
1017,5738,5138
1101,5779,5128
1162,5804,5138
1195,5784,5157
1211,5738,5190
1190,5643,5189
1114,5540,5190
999,5427,5199
920,5342,5242
905,5285,5269
920,5276,5294
893,5282,5307
823,5276,5345
714,5238,5376
581,5210,5397
442,5202,5389
339,5210,5397
297,5183,5415
291,5144,5449
276,5115,5454
242,5144,5449
219,5180,5422
242,5210,5397
301,5224,5360
436,5276,5345
807,5281,5338
1550,5078,5345
2509,4459,5338
3390,3429,5345
4164,2174,5348
4988,1055,5345
5583,360,5312
5231,264,5294
3666,688,5287
1598,1451,5294
-46,2310,5268
-969,3166,5242
-1328,3961,5210
-1162,4682,5190
-536,5224,5152
145,5540,5138
450,5639,5133
436,5672,5138
429,5718,5108
533,5804,5086
594,5852,5073
581,5870,5086
594,5860,5081
678,5870,5086
756,5868,5096
823,5870,5138
913,5859,5178
1065,5870,5242
1220,5910,5308
1356,6001,5397
1452,6090,5485
1550,6133,5605
1672,6118,5731
1840,6133,5864
2045,6192,5966
2276,6265,6072
2503,6274,6172
2712,6265,6280
2912,6275,6357
3148,6331,6435
3418,6370,6506
3681,6397,6591
3892,6414,6649
4068,6463,6695
4229,6520,6718
4359,6595,6747
4419,6645,6752
4407,6661,6747
4335,6590,6715
4214,6463,6695
4061,6307,6668
3923,6199,6643
3808,6124,6588
3681,6067,6539
3501,5973,6484
3293,5870,6435
3081,5760,6358
2857,5672,6280
2584,5569,6193
2276,5474,6124
1969,5387,6042
1695,5342,5968
1441,5286,5884
1211,5210,5813
1010,5106,5728
872,5078,5657
782,5163,5575
726,5342,5501
660,5451,5413
581,5408,5345
492,5223,5283
436,5078,5242
431,5075,5185
484,5210,5138
546,5309,5080
581,5276,5034
587,5122,4974
630,5012,4930
746,5037,4889
920,5210,4878
1085,5422,4869
1211,5606,4878
1296,5689,4876
1356,5672,4878
1378,5552,4867
1356,5408,4878
1302,5277,4895
1259,5210,4930
1247,5186,4952
1259,5210,4982
1251,5229,5002
1211,5210,5034
1123,5120,5054
1017,5012,5086
908,4941,5108
823,4946,5138
766,4978,5155
726,5012,5190
708,5013,5217
726,5012,5242
779,5006,5236
823,5012,5242
814,4982,5255
775,4946,5294
788,4953,5317
969,5078,5345
1403,5192,5364
2131,5078,5397
3085,4553,5419
4117,3693,5449
5035,2662,5470
5618,1715,5501
5569,1125,5521
4698,1187,5553
3170,1871,5575
1501,2836,5605
158,3650,5622
-678,4221,5657
-981,4660,5684
-726,5078,5709
-73,5386,5702
581,5540,5709
893,5587,5722
920,5672,5761
921,5791,5783
1017,5870,5813
1102,5806,5831
1114,5672,5864
1105,5572,5884
1162,5606,5916
1258,5723,5936
1356,5870,5968
1422,5967,5997
1501,6001,6072
1588,5951,6166
1695,5870,6280
1801,5820,6357
1937,5870,6435
2103,5956,6517
2276,6001,6643
2421,5945,6767
2567,5870,6902
2755,5833,7022
3003,5870,7162
3259,5925,7290
3487,6001,7421
3668,6056,7521
3826,6067,7629
3983,5998,7728
4165,5935,7837
4364,5948,7900
4553,6067,7940
4686,6176,7951
4746,6199,7992
4726,6106,8024
4649,6001,8044
4549,5937,8012
4456,5935,7992
4355,5918,7980
4214,5870,7992
4012,5786,7967
3778,5738,7940
3524,5723,7915
3245,5738,7940
2916,5701,7961
2567,5606,7992
2229,5474,8016
1937,5408,8096
1689,5396,8193
1501,5408,8304
1363,5390,8373
1259,5408,8459
1143,5449,8551
1017,5474,8667
896,5410,8746
823,5342,8823
787,5336,8874
775,5408,8926
751,5442,8929
726,5408,8926
707,5318,8911
726,5276,8926
795,5319,8923
920,5474,8926
1057,5656,8913
1162,5804,8926
1213,5854,8925
1259,5870,8926
1342,5888,8892
1453,5935,8874
1509,5937,8856
1453,5870,8874
1305,5731,8889
1162,5606,8926
1083,5516,8934
1065,5474,8926
1050,5453,8882
1017,5474,8874
940,5514,8875
823,5540,8874
686,5511,8816
581,5474,8771
525,5436,8735
484,5408,8719
444,5378,8660
436,5408,8615
466,5458,8577
484,5474,8563
460,5436,8508
484,5474,8459
685,5569,8416
1114,5540,8407
1725,5136,8377
2470,4353,8356
3299,3283,8322
4117,2110,8304
4708,1052,8251
4795,462,8200
4149,514,8135
2809,1121,8096
1166,1979,8040
-194,2902,7992
-873,3762,7913
-872,4485,7837
-494,4973,7743
-48,5276,7681
290,5462,7606
484,5606,7525
557,5686,7405
581,5738,7318
613,5764,7236
678,5804,7162
751,5832,7043
823,5870,6954
876,5882,6886
920,5870,6850
953,5805,6782
1017,5738,6747
1113,5700,6743
1259,5738,6799
1423,5844,6852
1598,6001,6954
1741,6115,7100
1840,6133,7318
1916,6056,7536
2034,6001,7785
2225,6010,8044
2470,6067,8356
2728,6097,8664
3003,6133,8978
3293,6189,9246
3584,6265,9497
3843,6284,9705
4068,6265,9912
4259,6238,10081
4407,6265,10224
4501,6305,10292
4553,6331,10328
4560,6284,10323
4504,6199,10328
4375,6122,10304
4214,6133,10276
4063,6184,10216
3923,6199,10172
3740,6110,10116
3487,6001,10068
3188,5933,9986
2906,5935,9912
2655,5937,9825
2422,5935,9757
2177,5908,9669
1937,5870,9601
1698,5780,9517
1453,5672,9445
1192,5536,9351
969,5408,9290
812,5281,9228
726,5210,9186
668,5170,9117
630,5144,9082
598,5092,9050
581,5078,9030
578,5116,8967
630,5210,8926
724,5302,8890
823,5408,8874
881,5491,8816
920,5540,8771
961,5530,8728
1017,5540,8719
1089,5577,8683
1211,5606,8667
1369,5533,8651
1501,5408,8667
1540,5318,8659
1501,5342,8667
1428,5397,8674
1356,5408,8719
1302,5340,8757
1308,5276,8823
1360,5240,8886
1405,5210,8978
1365,5124,9052
1259,5012,9134
1131,4937,9187
1017,4946,9238
913,4981,9246
823,5012,9238
773,5047,9173
775,5144,9082
802,5228,8946
823,5210,8823
831,5062,8688
872,4946,8563
996,4949,8404
1259,5012,8252
1695,4915,8086
2325,4551,7940
3102,3880,7775
3923,2968,7629
4630,1893,7482
5037,923,7369
4904,383,7251
4068,528,7162
2624,1256,7069
1017,2242,7006
-207,3114,6922
-726,3759,6850
-607,4221,6771
-145,4616,6747
337,4946,6749
678,5210,6799
864,5375,6838
969,5474,6902
1018,5510,6978
1017,5540,7110
976,5564,7240
969,5606,7369
1021,5637,7475
1114,5672,7629
1185,5663,7806
1259,5606,7992
1355,5515,8137
1501,5474,8304
1649,5494,8484
1792,5540,8667
1915,5561,8782
2034,5606,8874
2134,5693,8955
2228,5804,9030
2342,5840,9031
2518,5804,8978
2746,5738,8880
3003,5738,8771
3273,5804,8607
3584,5935,8407
3916,6072,8168
4214,6199,7940
4433,6265,7703
4601,6265,7473
4731,6161,7212
4795,6001,6954
4764,5843,6695
4698,5804,6487
4660,5893,6295
4649,6067,6124
4594,6190,5931
4456,6199,5761
4239,6068,5592
3971,5870,5449
3664,5650,5298
3342,5474,5190
3019,5322,5109
2712,5210,5086
2426,5134,5083
2179,5144,5138
1971,5204,5221
1792,5276,5345
1604,5288,5462
1405,5276,5605
1197,5242,5749
1017,5210,5916
859,5159,6065
726,5144,6228
620,5164,6367
581,5210,6487
595,5201,6544
630,5144,6591
648,5055,6630
678,5012,6695
715,5033,6742
726,5144,6799
681,5282,6842
630,5408,6902
624,5476,6961
678,5540,7058
763,5607,7160
872,5672,7266
973,5649,7336
1017,5540,7421
979,5381,7515
920,5276,7629
901,5225,7708
920,5210,7785
904,5193,7851
823,5210,7940
671,5250,7999
484,5276,8044
278,5245,8059
97,5210,8096
-39,5199,8122
-145,5210,8148
-234,5182,8140
-291,5144,8148
-314,5120,8147
-339,5144,8148
-352,5172,8112
-291,5210,8096
-154,5226,8087
48,5210,8096
480,5072,8066
1356,4748,8044
2555,4136,8027
3681,3232,8044
4600,2127,8040
5473,1121,8044
6050,520,8034
5570,528,8044
3735,1048,8035
1356,1847,8044
-482,2647,8038
-1453,3363,8044
-1828,3986,8029
-1744,4551,8044
-1225,4974,8047
-581,5210,8044
-227,5266,7999
-194,5276,7992
-226,5279,8006
-194,5276,8044
-153,5246,8036
-97,5276,8044
26,5355,8071
194,5408,8148
311,5350,8211
387,5276,8304
465,5273,8412
581,5342,8563
697,5389,8689
823,5408,8823
945,5412,8953
1065,5408,9134
1190,5366,9314
1356,5342,9497
1568,5359,9630
1792,5408,9757
1991,5415,9870
2179,5408,10016
2374,5416,10134
2567,5474,10224
2736,5519,10250
2906,5540,10276
3110,5526,10281
3342,5540,10276
3536,5586,10203
3632,5672,10120
3619,5731,10042
3536,5738,10016
3433,5658,9962
3342,5540,9861
3262,5413,9691
3196,5342,9549
3156,5318,9432
3148,5342,9342
3120,5353,9211
3003,5342,9082
2765,5280,8945
2470,5210,8823
2197,5147,8662
1986,5144,8511
1798,5173,8364
1598,5210,8252
1362,5176,8119
1114,5078,7992
873,4946,7851
678,4880,7733
531,4886,7597
436,4946,7473
369,4984,7335
339,5012,7214
354,5031,7077
436,5078,6954
555,5130,6817
678,5210,6695
776,5297,6558
872,5408,6435
970,5507,6299
1065,5606,6176
1127,5663,6042
1162,5672,5916
1168,5594,5752
1162,5474,5553
1145,5347,5308
1162,5276,5086
1210,5255,4901
1259,5276,4775
1247,5283,4660
1162,5276,4567
1050,5254,4477
969,5276,4411
937,5331,4333
920,5408,4256
884,5449,4165
823,5474,4100
764,5474,4040
775,5474,3996
981,5431,3938
1501,5342,3892
2308,5148,3838
3245,4814,3789
4154,4266,3725
4940,3561,3685
5424,2855,3653
5327,2440,3633
4493,2496,3598
3100,3034,3581
1527,3806,3576
145,4551,3581
-788,5075,3556
-1114,5408,3529
-901,5623,3512
-436,5804,3529
-26,5910,3551
242,5935,3581
428,5888,3590
581,5870,3581
676,5890,3546
726,5935,3529
763,5939,3525
823,5935,3529
900,5929,3505
1017,5935,3477
1144,5908,3446
1259,5870,3425
1324,5824,3391
1405,5804,3373
1538,5807,3365
1744,5870,3373
1968,5950,3368
2179,6001,3373
2347,5956,3387
2470,5870,3425
2572,5779,3465
2712,5738,3529
2908,5715,3601
3148,5738,3685
3403,5788,3755
3681,5870,3840
3967,5917,3936
4214,5935,4048
4370,5923,4149
4456,5935,4256
4524,5958,4358
4601,6001,4463
4641,6030,4545
4601,6067,4619
4487,6078,4676
4359,6067,4723
4240,6021,4733
4117,6001,4723
3958,5999,4693
3778,6001,4671
3577,5947,4629
3342,5870,4567
3043,5766,4481
2712,5672,4411
2397,5594,4341
2131,5606,4256
1886,5675,4139
1647,5738,4048
1397,5696,3988
1162,5606,3944
958,5533,3867
823,5540,3789
749,5564,3724
726,5606,3685
720,5672,3630
726,5804,3581
713,5897,3541
678,5870,3529
630,5715,3503
630,5606,3477
675,5608,3456
726,5672,3477
730,5658,3505
726,5606,3529
778,5589,3536
920,5672,3581
1101,5793,3654
1259,5935,3737
1355,6052,3784
1405,6133,3840
1443,6140,3912
1501,6133,3996
1565,6146,4047
1598,6199,4100
1584,6204,4168
1550,6133,4256
1520,5989,4315
1501,5870,4359
1478,5805,4385
1453,5804,4411
1415,5807,4427
1356,5804,4463
1247,5778,4499
1114,5738,4515
994,5669,4486
920,5606,4463
874,5552,4458
823,5540,4463
765,5552,4436
726,5606,4411
710,5669,4402
678,5738,4411
589,5739,4390
484,5672,4359
478,5546,4337
678,5408,4359
1097,5127,4388
1695,4551,4411
2447,3618,4408
3342,2506,4411
4235,1369,4408
4795,396,4411
4644,-124,4401
3681,198,4411
2215,1300,4415
823,2638,4411
-32,3624,4375
-242,4221,4359
-34,4661,4355
291,5078,4359
538,5370,4340
678,5540,4359
732,5615,4421
726,5606,4515
676,5457,4582
630,5276,4671
622,5175,4799
678,5210,4982
781,5299,5159
920,5408,5345
1039,5479,5539
1114,5474,5761
1131,5360,5953
1162,5210,6124
1232,5101,6268
1356,5078,6435
1501,5114,6596
1695,5210,6747
1959,5337,6851
2276,5474,6954
2548,5544,7053
2712,5540,7162
2793,5468,7227
2906,5408,7266
3112,5382,7279
3390,5408,7318
3668,5423,7348
3923,5408,7369
4143,5340,7357
4310,5276,7369
4404,5224,7391
4456,5210,7421
4502,5201,7415
4553,5210,7421
4574,5209,7437
4553,5210,7473
4481,5200,7474
4359,5210,7473
4170,5199,7464
3923,5144,7473
3633,5030,7464
3342,4946,7473
3089,4923,7473
2906,4946,7473
2739,4912,7438
2518,4814,7421
2219,4683,7413
1937,4616,7421
1758,4635,7394
1695,4748,7369
1649,4872,7336
1550,4946,7318
1382,4909,7279
1211,4814,7266
1079,4715,7258
1017,4682,7266
999,4677,7236
1017,4682,7214
1050,4681,7197
1114,4748,7214
1201,4888,7212
1308,5078,7214
1395,5231,7201
1453,5342,7214
1500,5406,7211
1598,5474,7214
1759,5555,7201
1937,5672,7214
2044,5736,7216
2034,5672,7214
1908,5445,7177
1744,5210,7162
1642,5113,7154
1695,5210,7162
1841,5372,7134
1937,5474,7110
1855,5463,7091
1647,5408,7110
1438,5359,7113
1308,5342,7110
1229,5312,7076
1162,5276,7058
1112,5229,7042
1114,5210,7058
1173,5196,7061
1259,5210,7058
1325,5247,7021
1405,5342,7006
1628,5426,6998
2131,5408,7006
2861,5117,6980
3632,4485,6954
4297,3537,6917
4843,2506,6902
5186,1672,6873
5085,1319,6850
4321,1520,6800
3003,2176,6747
1524,2981,6676
339,3693,6643
-294,4207,6615
-339,4616,6591
25,4954,6527
533,5210,6487
951,5351,6469
1211,5474,6487
1332,5598,6480
1356,5672,6487
1284,5600,6512
1162,5474,6591
1073,5391,6666
1114,5408,6747
1265,5459,6809
1453,5540,6902
1585,5616,6995
1695,5672,7110
1819,5689,7220
1986,5738,7369
2130,5820,7523
2228,5870,7681
2263,5796,7789
2276,5672,7888
2312,5588,7979
2422,5606,8096
2598,5661,8185
2809,5738,8252
3017,5801,8276
3245,5870,8304
3503,5926,8308
3778,6001,8304
4017,6052,8268
4214,6067,8252
4400,6062,8230
4601,6133,8200
4759,6237,8119
4795,6265,8044
4694,6138,7979
4553,6001,7940
4445,5979,7869
4359,6067,7785
4222,6090,7676
4020,6001,7577
3790,5877,7463
3584,5870,7369
3409,5964,7266
3245,6067,7162
3015,6039,7023
2664,5870,6902
2207,5593,6790
1792,5342,6695
1549,5209,6563
1501,5276,6435
1524,5438,6312
1501,5540,6228
1378,5449,6142
1211,5276,6072
1070,5184,5990
1017,5276,5916
1017,5419,5827
1017,5474,5761
969,5380,5699
920,5276,5657
935,5270,5599
1065,5408,5553
1267,5587,5499
