II,MCL,ABP
582,2178,3092
680,2263,3073
855,2433,3063
700,2300,3073
426,2038,3075
680,2263,3073
1159,2712,3064
700,2300,3073
-675,999,3078
-1224,402,3073
24,1434,3046
1652,2847,3029
1889,3040,3023
1050,2300,3029
596,1926,3025
836,2154,3029
964,2228,3031
719,1935,3029
589,1741,3003
758,1825,2985
879,1883,2978
777,1789,2985
613,1683,2982
486,1606,2985
331,1440,2987
155,1205,2985
30,1005,2959
-39,876,2941
-80,748,2936
-78,621,2941
-35,516,2922
0,438,2897
12,329,2882
58,183,2897
171,70,2906
311,110,2897
392,266,2867
389,402,2853
338,437,2851
311,511,2853
351,769,2833
466,1205,2809
607,1652,2796
700,2008,2809
705,2249,2817
661,2409,2809
631,2507,2781
641,2592,2766
672,2674,2760
700,2738,2766
720,2758,2762
739,2774,2766
753,2808,2766
758,2847,2766
756,2855,2743
758,2847,2722
767,2843,2710
777,2847,2722
779,2843,2728
777,2847,2722
776,2853,2696
777,2847,2678
777,2819,2669
777,2811,2678
777,2828,2679
777,2847,2678
775,2829,2670
777,2811,2678
780,2817,2682
777,2847,2678
765,2854,2652
758,2847,2634
764,2839,2626
777,2847,2634
781,2848,2633
777,2847,2634
774,2842,2631
777,2847,2634
778,2846,2629
777,2847,2634
776,2843,2636
777,2847,2634
772,2846,2610
758,2847,2590
742,2842,2581
739,2847,2590
747,2847,2590
758,2847,2590
753,2839,2585
739,2847,2590
723,2861,2588
719,2884,2590
719,2897,2585
719,2920,2590
711,2941,2588
700,2957,2590
687,2951,2583
680,2957,2590
672,2983,2602
661,3030,2634
652,3057,2668
661,3066,2722
682,3071,2778
700,3103,2853
701,3143,2930
700,3176,3029
706,3178,3131
719,3176,3248
726,3173,3367
739,3176,3512
763,3161,3664
797,3139,3819
821,3105,3949
836,3066,4083
845,3011,4212
855,2957,4346
864,2899,4456
875,2847,4565
879,2788,4669
875,2738,4785
866,2684,4889
875,2628,5004
898,2563,5114
913,2519,5224
905,2495,5310
894,2482,5399
893,2448,5484
894,2409,5575
882,2377,5641
875,2373,5707
882,2371,5766
894,2373,5838
889,2368,5888
875,2373,5926
868,2374,5943
875,2373,5970
877,2354,5991
875,2336,6014
872,2324,6013
875,2336,6014
876,2354,6006
875,2373,6014
872,2373,6013
875,2373,6014
876,2369,5993
875,2373,5970
871,2372,5925
875,2373,5882
872,2358,5830
855,2336,5795
832,2317,5751
836,2336,5707
862,2366,5638
875,2373,5575
854,2343,5504
836,2336,5443
842,2359,5371
855,2373,5312
846,2334,5245
836,2300,5180
843,2307,5091
855,2336,5004
847,2327,4911
836,2300,4829
841,2287,4734
855,2300,4653
851,2300,4576
836,2300,4521
828,2303,4455
836,2300,4390
840,2281,4314
836,2300,4258
830,2340,4207
836,2336,4170
841,2287,4123
836,2300,4083
827,2344,4034
836,2300,3995
847,2217,3945
836,2300,3907
817,2430,3873
836,2300,3863
863,2055,3845
816,2300,3819
698,3036,3770
641,3395,3731
718,2790,3700
836,1862,3687
868,1564,3664
836,1935,3644
832,2281,3617
875,2300,3600
901,2249,3574
894,2336,3556
874,2415,3531
855,2373,3512
835,2293,3483
836,2300,3468
860,2353,3460
875,2373,3468
854,2331,3468
836,2300,3468
849,2310,3449
875,2336,3424
868,2322,3390
836,2300,3380
808,2306,3379
797,2336,3380
786,2329,3355
777,2300,3336
775,2285,3327
777,2300,3336
776,2304,3335
777,2300,3336
780,2294,3333
777,2300,3336
763,2299,3330
758,2300,3336
767,2297,3339
777,2300,3336
776,2306,3309
777,2336,3292
788,2366,3288
797,2373,3292
788,2336,3272
777,2300,3248
776,2287,3235
777,2300,3248
767,2302,3253
758,2300,3248
758,2295,3235
758,2300,3248
745,2298,3271
739,2300,3292
753,2300,3290
777,2300,3292
780,2281,3294
758,2263,3292
730,2262,3266
719,2300,3248
723,2348,3244
719,2373,3248
703,2360,3227
719,2373,3205
752,2398,3193
739,2373,3205
697,2309,3207
739,2336,3205
808,2412,3197
739,2373,3205
625,2275,3205
739,2373,3205
921,2530,3197
758,2373,3205
476,2100,3208
739,2336,3205
1230,2797,3178
758,2373,3161
-653,1035,3153
-1224,402,3161
38,1421,3158
1691,2847,3161
1928,3063,3161
1069,2336,3161
607,1955,3138
855,2154,3117
990,2197,3105
739,1898,3117
603,1724,3122
777,1825,3117
906,1873,3091
797,1752,3073
612,1614,3063
466,1497,3073
301,1285,3077
117,1022,3073
-22,822,3048
-97,694,3029
-137,550,3019
-136,402,3029
-99,281,3033
-58,183,3029
-18,64,3005
58,-37,2985
185,-49,2973
330,73,2985
428,244,2992
447,365,2985
411,421,2956
389,548,2941
431,852,2938
544,1314,2941
668,1784,2921
739,2154,2897
734,2394,2884
700,2555,2897
684,2672,2905
700,2774,2897
722,2858,2869
739,2920,2853
754,2948,2848
777,2957,2853
796,2955,2850
797,2957,2853
789,2956,2854
797,2957,2853
815,2955,2831
816,2957,2809
798,2955,2798
797,2957,2809
822,2954,2815
836,2957,2809
814,2956,2784
797,2957,2766
812,2952,2755
836,2957,2766
829,2957,2771
816,2957,2766
823,2949,2740
836,2957,2722
827,2961,2713
816,2957,2722
825,2942,2722
836,2957,2722
819,2984,2716
797,2993,2722
792,2964,2722
797,2957,2722
787,2990,2715
777,3030,2722
784,3008,2725
797,2957,2722
791,2929,2697
777,2957,2678
773,2985,2669
777,2993,2678
771,2983,2678
758,2993,2678
747,3012,2672
739,3030,2678
726,3027,2676
719,3030,2678
719,3041,2672
719,3066,2678
709,3071,2676
700,3066,2678
692,3066,2670
680,3103,2678
662,3146,2690
661,3176,2722
674,3184,2755
680,3212,2809
666,3255,2868
661,3285,2941
679,3269,3013
700,3249,3117
699,3253,3239
700,3285,3380
723,3297,3507
758,3285,3644
772,3261,3786
777,3249,3951
797,3222,4105
836,3176,4258
865,3102,4391
875,3030,4521
873,2966,4630
875,2920,4741
875,2858,4845
875,2774,4960
877,2680,5066
894,2628,5180
918,2608,5287
933,2592,5399
926,2549,5489
913,2519,5575
909,2513,5652
913,2519,5751
908,2488,5843
894,2446,5926
884,2425,5972
894,2446,6014
910,2459,6051
913,2446,6102
894,2412,6130
875,2409,6146
873,2428,6137
894,2446,6146
912,2429,6160
913,2409,6190
900,2401,6196
894,2409,6190
894,2408,6161
894,2409,6146
889,2409,6124
894,2409,6102
907,2399,6054
913,2409,6014
897,2433,5968
875,2446,5926
866,2423,5859
875,2409,5795
880,2422,5722
875,2446,5663
868,2434,5591
875,2409,5531
882,2398,5464
875,2409,5399
857,2411,5309
855,2409,5224
869,2406,5131
875,2409,5048
860,2405,4951
855,2409,4873
868,2413,4800
875,2409,4741
855,2383,4655
836,2373,4565
839,2379,4479
855,2373,4434
853,2338,4392
836,2336,4346
832,2366,4272
855,2373,4214
865,2344,4165
836,2373,4126
806,2420,4072
836,2373,4039
873,2278,4014
836,2336,3995
777,2449,3946
836,2336,3907
932,2126,3878
816,2373,3863
480,3067,3819
292,3395,3775
485,2814,3740
816,1935,3731
925,1654,3711
836,2008,3687
799,2343,3657
875,2373,3644
915,2331,3621
875,2409,3600
847,2480,3569
875,2446,3556
894,2377,3550
875,2373,3556
845,2400,3540
836,2409,3512
834,2384,3475
836,2373,3468
843,2386,3470
855,2409,3468
854,2398,3440
836,2373,3424
804,2360,3421
777,2373,3424
769,2375,3401
777,2373,3380
783,2370,3370
777,2373,3380
770,2365,3378
777,2373,3380
792,2392,3380
797,2409,3380
785,2394,3356
777,2373,3336
779,2363,3326
777,2373,3336
768,2374,3336
777,2373,3336
809,2370,3331
836,2373,3336
825,2359,3333
797,2336,3336
779,2308,3334
777,2300,3336
776,2308,3330
777,2336,3336
782,2349,3338
777,2336,3336
754,2306,3311
739,2300,3292
750,2307,3283
777,2300,3292
788,2255,3292
777,2227,3292
750,2245,3288
719,2300,3292
699,2334,3289
700,2336,3292
711,2330,3290
739,2373,3292
757,2423,3287
739,2409,3292
721,2351,3293
777,2373,3292
828,2429,3269
739,2373,3248
633,2274,3236
758,2373,3248
923,2524,3255
739,2373,3248
469,2124,3220
758,2373,3205
1250,2817,3198
758,2373,3205
-661,1034,3201
-1224,402,3205
42,1414,3205
1691,2847,3205
1926,3089,3181
1069,2373,3161
613,1970,3149
875,2154,3161
1027,2206,3165
777,1898,3161
623,1680,3136
777,1752,3117
898,1821,3105
777,1716,3117
564,1534,3123
389,1351,3117
215,1119,3088
39,876,3073
-89,675,3070
-155,511,3073
-184,346,3051
-175,219,3029
-145,131,3017
-117,37,3029
-77,-97,3034
19,-183,3029
171,-139,3004
330,37,2985
428,219,2973
447,329,2985
424,400,2992
428,584,2985
490,945,2955
603,1424,2941
713,1876,2940
777,2227,2941
776,2464,2918
739,2628,2897
709,2744,2888
719,2847,2897
752,2934,2896
777,2993,2897
785,3015,2897
797,3030,2897
820,3051,2876
836,3066,2853
828,3052,2841
816,3030,2853
821,3021,2859
836,3030,2853
839,3031,2827
836,3030,2809
836,3028,2801
836,3030,2809
824,3025,2811
816,3030,2809
822,3032,2802
836,3030,2809
839,3018,2814
836,3030,2809
834,3044,2783
836,3030,2766
834,2976,2759
836,2957,2766
839,2988,2762
836,3030,2766
821,3017,2767
816,2993,2766
826,2997,2742
836,3030,2722
827,3037,2712
816,3030,2722
815,3023,2722
816,3030,2722
806,3025,2717
797,3030,2722
797,3045,2720
797,3066,2722
785,3054,2718
777,3030,2722
779,3013,2718
777,3030,2722
757,3050,2719
739,3066,2722
736,3064,2716
739,3066,2722
722,3073,2721
700,3103,2722
691,3138,2712
700,3176,2722
703,3195,2739
700,3212,2766
696,3225,2778
700,3249,2809
702,3268,2860
700,3285,2941
695,3286,3022
700,3285,3117
715,3280,3216
739,3285,3336
760,3285,3457
777,3285,3600
788,3269,3749
797,3249,3907
809,3215,4040
836,3176,4170
863,3111,4293
875,3030,4434
869,2941,4565
875,2884,4697
896,2836,4807
913,2774,4917
912,2686,5017
913,2628,5136
926,2606,5249
933,2592,5356
920,2548,5438
913,2519,5531
925,2516,5621
933,2519,5707
913,2482,5766
894,2446,5838
899,2436,5910
913,2446,5970
906,2428,5987
894,2409,6014
899,2403,6055
913,2409,6102
909,2401,6103
894,2409,6102
892,2431,6112
913,2446,6146
932,2423,6152
933,2409,6146
921,2423,6122
913,2446,6102
907,2430,6055
894,2409,6014
877,2414,5980
875,2446,5970
886,2455,5935
894,2446,5882
884,2435,5806
875,2446,5751
881,2451,5701
894,2446,5663
890,2423,5600
875,2409,5531
867,2402,5442
875,2409,5356
880,2410,5257
875,2409,5180
854,2403,5108
836,2409,5048
833,2412,4963
855,2409,4873
878,2388,4774
875,2373,4697
847,2363,4623
836,2373,4565
853,2380,4497
875,2373,4434
866,2354,4358
836,2373,4302
819,2396,4250
836,2373,4214
851,2329,4167
836,2373,4126
815,2435,4078
836,2373,4039
857,2257,3989
816,2336,3951
770,2492,3917
836,2373,3907
923,2096,3889
797,2300,3863
466,3024,3813
292,3395,3775
489,2805,3744
816,1898,3731
924,1629,3707
836,2008,3687
798,2332,3661
875,2336,3644
924,2302,3617
894,2409,3600
863,2488,3575
875,2446,3556
878,2387,3526
855,2409,3512
840,2447,3506
855,2446,3512
873,2414,3495
875,2409,3468
862,2428,3433
855,2446,3424
856,2428,3423
855,2409,3424
833,2405,3401
797,2409,3380
772,2388,3367
777,2373,3380
793,2384,3386
797,2409,3380
785,2409,3351
777,2409,3336
779,2425,3330
777,2446,3336
764,2432,3332
758,2409,3336
766,2399,3338
777,2409,3336
776,2409,3311
777,2409,3292
788,2409,3283
797,2409,3292
788,2390,3291
777,2373,3292
776,2366,3289
777,2373,3292
767,2362,3287
758,2336,3292
758,2304,3294
758,2300,3292
745,2324,3268
739,2373,3248
754,2407,3238
777,2409,3248
779,2371,3249
758,2336,3248
727,2331,3242
700,2373,3248
690,2423,3248
700,2446,3248
715,2433,3241
739,2446,3248
748,2469,3252
719,2446,3248
690,2385,3222
739,2409,3205
786,2480,3197
700,2446,3205
603,2346,3202
739,2409,3205
915,2535,3204
739,2409,3205
460,2193,3182
719,2409,3161
1184,2809,3148
700,2446,3161
-684,1302,3166
-1224,767,3161
28,1651,3135
1652,2884,3117
1887,3073,3107
1050,2446,3117
601,2108,3120
855,2263,3117
1013,2272,3093
797,1971,3073
668,1773,3061
797,1825,3073
856,1838,3079
700,1679,3073
502,1470,3044
350,1278,3029
165,1034,3026
-39,767,3029
-178,539,3008
-233,365,2985
-239,210,2973
-194,110,2985
-136,58,2990
-136,0,2985
-182,-116,2960
-155,-219,2941
3,-207,2930
214,-37,2941
343,178,2947
369,329,2941
362,425,2913
389,621,2897
459,988,2894
564,1460,2897
669,1899,2877
739,2263,2853
750,2544,2840
739,2738,2853
746,2841,2861
777,2920,2853
805,3004,2825
816,3066,2809
822,3081,2804
836,3103,2809
851,3152,2805
855,3176,2809
845,3134,2812
836,3103,2809
833,3134,2784
836,3176,2766
840,3152,2758
855,3103,2766
873,3088,2763
875,3103,2766
859,3099,2766
855,3103,2766
869,3126,2743
875,3139,2722
854,3100,2711
836,3066,2722
842,3075,2724
855,3103,2722
847,3088,2714
836,3066,2722
841,3071,2726
855,3103,2722
850,3108,2697
836,3103,2678
836,3099,2668
855,3103,2678
871,3094,2680
875,3103,2678
867,3124,2670
855,3139,2678
841,3116,2682
836,3103,2678
836,3115,2652
836,3139,2634
831,3125,2625
836,3103,2634
843,3102,2634
836,3139,2634
805,3165,2629
777,3176,2634
770,3180,2632
777,3212,2634
779,3241,2629
777,3249,2634
778,3222,2632
777,3212,2634
761,3234,2628
739,3285,2634
734,3326,2644
758,3358,2678
781,3378,2714
777,3395,2766
755,3393,2819
758,3395,2897
796,3406,2980
836,3431,3073
843,3440,3165
836,3431,3292
845,3398,3440
875,3358,3600
894,3304,3733
894,3249,3863
882,3179,3989
875,3103,4126
877,3019,4240
894,2957,4346
911,2903,4445
913,2847,4565
898,2769,4679
894,2701,4785
912,2653,4866
933,2628,4960
930,2602,5063
913,2592,5180
905,2590,5274
913,2592,5356
920,2572,5416
913,2555,5487
893,2538,5551
875,2519,5619
866,2476,5665
875,2446,5707
889,2445,5727
894,2482,5751
883,2511,5766
875,2519,5795
873,2501,5815
875,2482,5838
871,2459,5840
875,2446,5838
880,2447,5815
875,2482,5795
857,2516,5765
855,2519,5751
871,2477,5729
875,2446,5707
850,2439,5661
836,2446,5619
852,2437,5571
875,2446,5531
863,2470,5468
836,2482,5399
825,2457,5322
836,2446,5268
839,2466,5206
836,2482,5136
839,2447,5039
855,2409,4960
857,2411,4890
836,2446,4829
812,2454,4739
816,2446,4653
835,2440,4575
836,2446,4521
811,2437,4456
797,2446,4390
806,2472,4314
816,2482,4258
806,2452,4204
797,2446,4170
811,2453,4127
836,2409,4083
829,2335,4025
797,2373,3995
790,2460,3972
836,2409,3951
858,2284,3901
797,2373,3863
734,2541,3836
797,2373,3819
890,2041,3775
777,2336,3731
464,3282,3697
292,3760,3687
469,3042,3666
777,1971,3644
888,1711,3614
816,2190,3600
785,2508,3577
855,2409,3556
899,2322,3527
875,2446,3512
854,2511,3490
875,2409,3468
882,2322,3436
855,2373,3424
824,2443,3420
816,2446,3424
822,2409,3405
836,2409,3380
851,2433,3349
855,2446,3336
839,2422,3328
816,2409,3336
801,2423,3338
797,2446,3336
797,2428,3312
797,2409,3292
789,2420,3280
777,2446,3292
769,2434,3298
777,2409,3292
787,2399,3265
777,2409,3248
749,2406,3240
739,2409,3248
756,2424,3248
777,2446,3248
779,2445,3243
777,2446,3248
787,2450,3247
797,2446,3248
787,2408,3243
777,2373,3248
784,2362,3247
797,2373,3248
791,2372,3242
777,2373,3248
772,2374,3251
777,2373,3248
777,2350,3223
777,2336,3205
786,2334,3196
797,2336,3205
792,2315,3204
777,2300,3205
758,2306,3200
739,2336,3205
725,2360,3201
719,2373,3205
718,2377,3202
739,2409,3205
759,2434,3199
739,2409,3205
709,2366,3207
758,2409,3205
815,2461,3179
739,2373,3161
643,2252,3152
777,2373,3161
951,2561,3160
758,2409,3161
463,2127,3157
739,2373,3161
1247,2862,3156
777,2446,3161
-642,1075,3161
-1224,402,3161
28,1420,3138
1672,2884,3117
1904,3132,3104
1050,2409,3117
602,2030,3123
875,2263,3117
1046,2357,3089
836,2081,3073
722,1902,3066
875,2008,3073
944,2074,3070
777,1935,3073
563,1721,3073
408,1533,3073
245,1318,3051
78,1095,3029
-35,911,3015
-97,767,3029
-136,631,3036
-117,548,3029
-49,506,3000
-19,438,2985
-55,291,2982
-58,146,2985
53,109,2964
233,219,2941
349,370,2927
350,475,2941
304,539,2948
311,694,2941
398,1012,2913
525,1460,2897
628,1894,2891
680,2227,2897
687,2441,2894
680,2592,2897
682,2699,2898
700,2774,2897
727,2815,2875
758,2847,2853
782,2870,2842
797,2884,2853
800,2880,2858
797,2884,2853
799,2901,2828
816,2920,2809
835,2911,2799
836,2884,2809
820,2866,2815
816,2884,2809
828,2910,2782
836,2920,2766
824,2902,2759
816,2884,2766
826,2876,2762
836,2884,2766
826,2883,2767
816,2884,2766
823,2879,2742
836,2884,2722
829,2881,2711
816,2884,2722
819,2882,2724
836,2884,2722
841,2878,2714
836,2884,2722
831,2897,2726
836,2920,2722
838,2926,2696
836,2920,2678
827,2897,2670
816,2884,2678
803,2886,2678
797,2920,2678
796,2950,2673
797,2957,2678
794,2931,2676
797,2920,2678
801,2932,2674
797,2957,2678
783,2957,2675
777,2957,2678
781,2966,2674
777,2993,2678
755,3010,2674
739,3030,2678
737,3046,2674
739,3066,2678
725,3076,2673
719,3103,2678
735,3140,2686
758,3176,2722
762,3179,2761
758,3176,2809
762,3183,2857
777,3212,2941
787,3233,3046
797,3249,3161
814,3251,3259
836,3249,3380
847,3220,3524
855,3176,3687
864,3117,3823
875,3066,3951
882,3012,4075
894,2957,4214
907,2884,4330
913,2811,4434
903,2743,4530
894,2701,4653
898,2666,4771
913,2628,4873
920,2570,4948
913,2519,5048
906,2485,5161
913,2482,5268
921,2472,5332
913,2446,5399
894,2410,5482
894,2409,5575
910,2430,5627
913,2446,5663
890,2426,5697
875,2409,5751
884,2405,5779
894,2409,5795
881,2389,5802
875,2373,5838
895,2379,5869
913,2409,5882
897,2419,5857
875,2409,5838
877,2396,5829
894,2409,5838
890,2419,5822
875,2409,5795
869,2378,5747
875,2373,5707
873,2391,5656
875,2409,5619
885,2393,5574
894,2373,5531
885,2366,5464
875,2373,5399
874,2359,5327
875,2336,5268
857,2312,5197
836,2300,5136
828,2289,5067
836,2300,5004
839,2322,4919
836,2336,4829
832,2318,4728
836,2300,4653
838,2294,4583
836,2300,4521
832,2291,4446
836,2300,4390
839,2327,4341
836,2336,4302
823,2305,4236
816,2300,4170
821,2318,4110
836,2300,4083
842,2254,4058
836,2300,4039
828,2370,3997
836,2300,3951
838,2182,3894
816,2300,3863
794,2486,3839
816,2300,3819
846,1947,3772
797,2263,3731
671,3262,3698
603,3760,3687
671,2997,3665
797,1862,3644
851,1582,3614
836,2081,3600
835,2411,3577
875,2300,3556
896,2201,3526
875,2336,3512
842,2424,3491
836,2336,3468
841,2250,3433
836,2300,3424
820,2372,3425
816,2373,3424
825,2322,3396
836,2300,3380
835,2312,3378
836,2336,3380
840,2338,3355
836,2336,3336
808,2336,3331
777,2336,3336
767,2312,3314
777,2300,3292
782,2315,3282
777,2336,3292
772,2319,3291
777,2300,3292
782,2308,3292
777,2336,3292
764,2330,3269
758,2300,3248
763,2279,3238
777,2300,3248
789,2327,3249
797,2336,3248
799,2317,3243
797,2300,3248
787,2292,3247
777,2300,3248
773,2300,3244
777,2300,3248
779,2296,3246
777,2300,3248
768,2298,3244
758,2300,3248
752,2298,3247
758,2300,3248
770,2286,3242
777,2263,3248
771,2233,3251
758,2227,3248
740,2248,3223
719,2300,3205
704,2340,3196
700,2336,3205
706,2295,3204
739,2300,3205
766,2341,3200
739,2336,3205
694,2279,3202
739,2300,3205
801,2361,3202
719,2300,3205
608,2188,3200
739,2300,3205
924,2486,3206
739,2336,3205
448,2052,3182
758,2300,3161
1325,2806,3148
875,2409,3161
-591,1054,3167
-1224,402,3161
22,1439,3132
1672,2884,3117
1872,3072,3111
972,2300,3117
513,1905,3112
797,2117,3117
958,2165,3119
719,1862,3117
594,1702,3091
758,1825,3073
833,1868,3066
661,1716,3073
458,1558,3069
350,1460,3073
235,1289,3075
78,1059,3073
-46,865,3047
-97,730,3029
-114,593,3024
-117,475,3029
-103,374,3009
-58,256,2985
29,109,2972
155,37,2985
291,100,2991
408,256,2985
467,376,2960
447,438,2941
383,516,2930
369,730,2941
458,1101,2947
603,1570,2941
708,1998,2913
739,2300,2897
721,2468,2894
700,2592,2897
690,2710,2877
700,2811,2853
726,2858,2840
758,2884,2853
782,2917,2861
797,2957,2853
802,2966,2825
797,2957,2809
789,2949,2804
797,2957,2809
813,2959,2805
816,2957,2809
801,2953,2812
797,2957,2809
811,2956,2784
816,2957,2766
800,2954,2758
797,2957,2766
819,2954,2763
836,2957,2766
817,2955,2766
797,2957,2766
802,2941,2743
816,2920,2722
807,2902,2711
797,2920,2722
805,2948,2724
816,2957,2722
806,2930,2714
797,2920,2722
807,2935,2726
816,2957,2722
797,2952,2696
777,2957,2678
783,2977,2670
797,2993,2678
790,2971,2677
777,2957,2678
777,2970,2673
777,2993,2678
764,2978,2675
758,2957,2678
765,2959,2675
758,2993,2678
723,3013,2673
700,3030,2678
709,3045,2677
719,3066,2678
693,3066,2667
661,3066,2678
654,3075,2696
661,3103,2722
651,3122,2733
641,3139,2766
649,3152,2819
661,3176,2897
651,3193,2972
641,3212,3073
654,3226,3194
680,3249,3336
692,3266,3463
700,3285,3600
723,3290,3745
758,3285,3907
782,3256,4044
797,3212,4170
814,3153,4289
836,3103,4434
849,3049,4571
855,2993,4697
861,2929,4798
875,2884,4917
886,2837,5044
894,2774,5180
900,2686,5289
913,2628,5399
921,2605,5505
913,2592,5619
896,2550,5708
894,2519,5795
908,2514,5875
913,2519,5970
900,2486,6042
894,2446,6102
906,2429,6139
913,2446,6190
900,2450,6233
894,2446,6277
907,2438,6297
913,2446,6321
890,2446,6339
875,2446,6365
890,2441,6366
913,2446,6365
907,2445,6356
894,2446,6365
901,2441,6353
913,2446,6321
899,2445,6263
875,2446,6234
866,2440,6213
875,2446,6190
876,2449,6122
875,2446,6058
875,2434,6005
875,2446,5970
862,2469,5906
855,2482,5838
864,2461,5766
875,2446,5707
861,2445,5621
836,2446,5531
823,2421,5433
836,2409,5356
852,2423,5266
855,2446,5180
844,2433,5084
836,2409,5004
834,2398,4915
836,2409,4829
835,2407,4730
836,2409,4653
836,2415,4581
836,2409,4521
833,2387,4447
836,2409,4390
839,2443,4337
836,2409,4302
816,2334,4253
797,2373,4214
797,2463,4168
816,2409,4126
820,2279,4072
797,2373,4039
782,2551,4013
816,2373,3995
849,2014,3949
797,2300,3907
669,3268,3873
603,3760,3863
672,3015,3841
797,1898,3819
851,1621,3790
836,2117,3775
833,2459,3752
875,2373,3731
905,2288,3703
894,2409,3687
865,2480,3665
855,2409,3644
857,2359,3612
855,2409,3600
843,2438,3595
836,2409,3600
835,2386,3581
836,2409,3556
833,2423,3524
836,2409,3512
841,2379,3504
836,2373,3512
807,2376,3513
777,2373,3512
767,2345,3488
777,2336,3468
782,2354,3455
777,2373,3468
772,2364,3473
777,2373,3468
782,2400,3440
777,2409,3424
763,2366,3416
758,2336,3424
765,2350,3422
777,2373,3424
780,2352,3421
777,2336,3424
775,2354,3419
777,2373,3424
778,2337,3425
777,2300,3424
