II,aVF,ABP,RESP
518,968,5504,0
501,961,5452,0
444,904,5416,0
422,867,5352,0
444,904,5285,0
456,962,5210,0
444,968,5154,0
436,922,5085,0
444,904,5023,0
449,939,4951,0
444,968,4892,0
440,940,4820,0
444,904,4761,0
446,918,4704,0
444,968,4674,0
442,988,4645,0
444,968,4630,0
446,935,4604,0
444,904,4586,0
441,864,4559,0
444,839,4543,0
450,856,4515,0
444,904,4499,0
415,927,4484,0
370,904,4499,0
326,859,4518,0
296,839,4543,0
284,841,4543,0
296,839,4543,0
328,826,4535,0
370,839,4543,0
409,897,4540,0
444,968,4543,0
479,992,4536,0
518,968,4543,0
558,945,4541,0
592,968,4543,0
607,1014,4534,0
592,1033,4543,0
553,1004,4545,0
518,968,4543,0
507,957,4514,0
518,968,4499,0
526,972,4493,0
518,968,4499,0
507,964,4480,0
518,968,4455,0
553,969,4425,0
592,968,4412,0
608,969,4387,0
592,968,4368,0
557,944,4341,0
518,904,4324,0
481,881,4298,0
444,904,4281,0
406,930,4255,-1
370,904,4237,0
332,825,4210,1
296,775,4193,0
280,795,4169,-2
296,839,4150,0
315,829,4119,8
296,775,4106,17
245,745,4099,20
222,775,4106,17
254,801,4090,13
296,775,4062,17
279,716,4025,25
222,710,4019,33
184,748,4020,36
222,775,4019,33
276,739,3989,31
296,710,3975,33
283,732,3972,35
296,775,3975,33
323,763,3950,30
296,710,3931,33
229,703,3924,43
222,775,3931,50
286,832,3911,49
296,775,3887,50
218,653,3872,58
222,645,3887,66
478,867,3894,67
962,1291,3887,66
1636,1887,3859,72
2591,2711,3844,83
3862,3764,3835,87
5182,4841,3844,83
6133,5618,3843,79
6366,5809,3844,83
5678,5241,3836,92
4071,3937,3844,99
1999,2271,3845,102
222,839,3844,99
-765,11,3819,97
-1110,-323,3800,99
-1215,-458,3787,108
-1258,-516,3800,116
-1244,-508,3805,119
-1258,-516,3800,116
-1392,-627,3772,113
-1555,-775,3756,116
-1631,-871,3749,124
-1703,-968,3756,133
-1930,-1163,3753,136
-2295,-1420,3756,133
-2646,-1648,3755,129
-2887,-1807,3756,133
-3039,-1901,3735,142
-3109,-1872,3713,149
-3124,-1743,3698,150
-3109,-1614,3713,149
-3089,-1567,3721,149
-2961,-1485,3713,149
-2604,-1220,3680,148
-1999,-775,3669,149
-1287,-305,3669,156
-666,65,3669,166
-245,323,3641,170
0,516,3625,166
160,667,3623,161
296,775,3625,166
421,847,3600,176
518,904,3582,182
577,948,3577,181
592,968,3582,182
585,965,3559,190
592,968,3538,199
630,998,3530,200
666,1033,3538,199
676,1044,3520,204
666,1033,3494,215
665,1027,3477,220
666,1033,3494,215
667,1036,3504,210
666,1033,3494,215
671,1030,3462,226
666,1033,3451,232
657,1033,3450,230
666,1033,3451,232
683,1031,3424,240
666,1033,3407,248
614,1032,3400,248
592,1033,3407,248
626,1031,3386,255
666,1033,3363,265
666,1032,3348,267
666,1033,3363,265
703,1032,3366,269
740,1033,3363,282
718,1032,3348,294
666,1033,3363,298
647,1032,3394,297
666,1033,3451,298
676,1031,3504,305
666,1033,3582,315
656,1032,3672,323
666,1033,3800,331
696,1030,3937,340
740,1033,4106,348
764,1032,4298,355
740,1033,4543,364
705,1048,4802,375
740,1097,5067,381
835,1150,5302,380
888,1162,5547,381
850,1123,5800,387
814,1097,6071,398
867,1120,6307,405
962,1162,6508,414
995,1170,6663,424
962,1162,6814,431
938,1178,6949,430
962,1226,7076,431
1002,1269,7156,438
1036,1291,7207,447
1069,1292,7226,449
1110,1291,7251,447
1149,1305,7259,451
1184,1355,7251,464
1221,1408,7192,475
1258,1420,7120,480
1275,1400,7041,479
1258,1420,6989,480
1220,1477,6926,487
1184,1485,6858,497
1154,1393,6762,500
1110,1291,6683,497
1039,1266,6608,492
962,1291,6552,497
911,1278,6479,507
888,1226,6421,513
861,1182,6363,511
814,1162,6334,513
765,1133,6289,522
740,1097,6246,530
719,1066,6188,529
666,1033,6159,530
580,972,6130,538
518,904,6115,547
508,873,6082,546
518,904,6071,547
494,952,6064,554
444,968,6071,563
420,938,6050,564
444,904,6028,563
468,894,5995,569
444,904,5984,580
389,906,5960,583
370,904,5940,580
403,903,5909,577
444,904,5897,580
451,899,5875,581
444,904,5853,580
446,910,5804,576
444,904,5766,580
431,887,5720,588
444,904,5678,596
491,949,5610,598
518,968,5547,596
487,933,5477,595
444,904,5416,596
437,925,5341,596
444,968,5285,596
435,977,5223,595
444,968,5154,596
490,969,5055,596
518,968,4979,596
487,937,4926,596
444,904,4892,596
438,896,4826,596
444,904,4761,596
433,899,4704,596
444,904,4674,596
493,935,4627,596
518,968,4586,596
479,952,4549,596
444,904,4543,596
474,876,4536,596
518,904,4543,596
501,950,4538,596
444,968,4543,596
402,941,4536,595
370,904,4543,596
323,890,4540,596
296,904,4543,596
324,914,4532,595
370,904,4543,596
379,869,4560,597
370,839,4586,596
391,844,4587,593
444,904,4586,596
489,983,4578,604
518,1033,4586,613
551,1035,4584,614
592,1033,4586,613
611,1040,4580,612
592,1033,4586,613
550,995,4585,612
518,968,4586,613
511,970,4566,613
518,968,4543,613
522,932,4509,610
518,904,4499,613
513,923,4495,620
518,968,4499,629
543,983,4479,631
592,968,4455,629
645,958,4424,628
666,968,4412,629
640,974,4390,629
592,968,4368,629
550,964,4334,629
518,968,4324,629
483,954,4321,629
444,904,4324,629
406,828,4302,629
370,775,4281,629
331,762,4254,628
296,775,4237,629
283,778,4207,630
296,775,4193,629
308,772,4186,627
296,775,4193,629
277,771,4176,637
296,775,4150,646
321,777,4115,648
296,775,4106,646
224,760,4102,644
222,775,4106,646
303,791,4087,648
370,775,4062,646
343,723,4028,638
296,710,4019,629
298,751,4016,625
296,775,4019,629
247,739,3998,638
222,710,3975,646
269,723,3945,647
296,710,3931,646
258,642,3920,645
296,645,3931,646
562,861,3936,646
1036,1291,3931,646
1684,1896,3902,645
2591,2711,3887,646
3788,3734,3884,646
5034,4776,3887,646
5972,5555,3864,645
6292,5809,3844,646
5739,5329,3833,645
4219,4066,3844,646
2157,2374,3843,645
370,904,3844,646
-608,70,3839,646
-962,-258,3844,646
-1134,-416,3839,645
-1258,-516,3844,646
-1271,-525,3844,646
-1258,-516,3844,646
-1372,-612,3820,645
-1555,-775,3800,646
-1673,-908,3788,646
-1777,-1033,3800,646
-2016,-1235,3802,643
-2369,-1485,3800,646
-2686,-1688,3790,653
-2887,-1807,3800,663
-3021,-1876,3806,664
-3109,-1872,3800,663
-3166,-1796,3770,660
-3183,-1678,3756,663
-3149,-1571,3755,664
-2961,-1420,3756,663
-2543,-1159,3731,659
-1925,-775,3713,663
-1249,-338,3707,670
-666,65,3713,679
-253,377,3692,681
0,581,3669,679
162,696,3655,677
296,775,3669,679
422,864,3674,680
518,968,3669,679
570,1037,3645,676
592,1033,3625,679
622,986,3599,686
666,968,3582,696
693,1001,3569,698
666,1033,3582,696
613,1032,3588,691
592,1033,3582,696
627,1068,3551,704
666,1097,3538,712
675,1078,3537,713
666,1033,3538,712
668,1017,3511,712
666,1033,3494,712
655,1041,3490,710
666,1033,3494,712
711,1026,3470,719
740,1033,3451,729
713,1036,3443,731
666,1033,3451,729
651,1029,3430,725
666,1033,3407,729
671,1034,3392,736
666,1033,3407,745
665,1029,3410,748
666,1033,3407,745
659,1036,3392,741
666,1033,3407,745
700,1025,3436,754
740,1033,3494,762
751,1041,3550,762
740,1033,3625,762
733,1015,3712,762
740,1033,3844,762
743,1078,4000,759
740,1097,4193,762
734,1061,4395,770
740,1033,4630,779
765,1055,4879,779
814,1097,5154,779
864,1104,5417,778
888,1097,5678,779
883,1118,5916,776
888,1162,6159,779
922,1177,6382,786
962,1162,6596,795
972,1148,6775,796
962,1162,6945,795
977,1190,7086,794
1036,1226,7207,795
1096,1261,7282,794
1110,1291,7338,795
1093,1316,7365,796
1110,1355,7382,795
1182,1399,7364,786
1258,1420,7338,779
1281,1415,7293,775
1258,1420,7251,779
1223,1434,7186,779
1184,1420,7120,779
1139,1372,7031,777
1110,1355,6945,779
1109,1392,6846,778
1110,1420,6770,779
1082,1372,6697,777
1036,1291,6639,779
997,1241,6565,778
962,1226,6508,779
922,1200,6453,778
888,1162,6421,779
860,1128,6372,778
814,1097,6334,779
737,1056,6295,778
666,1033,6290,779
624,1034,6273,778
592,1033,6246,779
549,1000,6189,778
518,968,6159,779
515,962,6147,778
518,968,6159,779
488,944,6139,778
444,904,6115,779
426,885,6082,777
444,904,6071,779
457,918,6048,778
444,904,6028,779
426,883,5996,777
444,904,5984,779
488,950,5963,779
518,968,5940,779
519,934,5892,770
518,904,5853,762
527,922,5806,758
518,968,5766,762
476,983,5699,764
444,968,5635,762
465,957,5561,752
518,968,5504,745
542,974,5434,743
518,968,5373,745
474,961,5301,746
444,968,5242,745
433,974,5171,744
444,968,5110,745
474,957,5040,745
518,968,4979,745
563,1002,4906,744
592,1033,4848,745
579,1021,4792,745
518,968,4761,745
452,913,4730,743
444,904,4717,745
490,934,4693,747
518,968,4674,745
487,977,4641,736
444,968,4630,729
438,944,4622,726
444,904,4630,729
415,855,4625,729
370,839,4630,729
354,866,4627,727
370,904,4630,729
380,910,4619,729
370,904,4630,729
358,920,4647,727
370,968,4674,729
421,1012,4673,729
518,1033,4674,729
620,1033,4668,727
666,1033,4674,729
638,1032,4667,729
592,1033,4674,729
580,1031,4675,726
592,1033,4674,729
593,1033,4646,736
592,1033,4630,745
618,1030,4623,747
666,1033,4630,745
691,1037,4611,743
666,1033,4586,745
618,1005,4556,745
592,968,4543,745
592,948,4519,744
592,968,4499,745
585,1009,4470,745
592,1033,4455,745
608,1013,4432,744
592,968,4412,745
524,927,4380,745
444,904,4368,745
395,877,4362,745
370,839,4368,745
334,796,4351,745
296,775,4324,745
283,772,4277,744
296,775,4237,745
303,770,4200,745
296,775,4193,745
289,800,4193,744
296,839,4193,745
303,855,4167,745
296,839,4150,745
261,799,4141,743
222,775,4150,745
198,765,4134,747
222,775,4106,745
263,776,4070,736
296,775,4062,729
301,772,4061,726
296,775,4062,729
297,774,4038,729
296,775,4019,729
273,778,4006,727
222,775,4019,729
189,751,4022,729
222,710,4019,729
312,672,3993,728
444,710,3975,729
732,967,3963,728
1332,1549,3975,729
2231,2381,3979,728
3257,3292,3975,729
4366,4243,3946,728
5552,5228,3931,729
6436,5922,3924,727
6292,5744,3931,729
4850,4512,3927,729
2739,2775,3931,729
914,1302,3931,726
-222,387,3931,729
-824,-121,3907,736
-1110,-387,3887,745
-1182,-462,3875,748
-1184,-452,3887,745
-1264,-508,3889,741
-1406,-645,3887,745
-1523,-769,3878,754
-1629,-839,3887,762
-1791,-930,3892,762
-1999,-1097,3887,762
-2232,-1326,3859,761
-2517,-1549,3844,762
-2830,-1721,3839,760
-3035,-1807,3844,762
-3093,-1832,3824,769
-3109,-1807,3800,779
-3178,-1744,3784,780
-3183,-1614,3800,779
-3011,-1441,3809,776
-2665,-1226,3800,779
-2207,-935,3767,779
-1629,-516,3756,779
-979,-42,3757,776
-444,323,3756,779
-151,497,3728,779
0,581,3713,779
174,697,3711,775
370,839,3713,779
488,931,3686,787
518,968,3669,795
542,999,3666,796
592,1033,3669,795
640,1042,3643,794
666,1033,3625,795
678,1031,3622,792
666,1033,3625,795
651,1029,3600,802
666,1033,3582,812
717,1064,3578,813
740,1097,3582,812
707,1086,3557,811
666,1033,3538,812
683,1000,3533,810
740,1033,3538,812
769,1090,3514,818
740,1097,3494,828
691,1051,3486,830
666,1033,3494,828
665,1068,3474,825
666,1097,3451,828
661,1066,3435,829
666,1033,3451,828
673,1054,3454,824
666,1097,3451,828
651,1086,3435,836
666,1033,3451,845
710,1005,3471,845
740,1033,3494,845
734,1074,3500,844
740,1097,3538,845
781,1100,3606,842
814,1097,3713,845
789,1093,3824,852
740,1097,3975,861
724,1101,4154,863
740,1097,4368,861
744,1087,4574,859
740,1097,4805,861
761,1129,5053,861
814,1162,5329,861
864,1167,5589,860
888,1162,5853,861
888,1176,6111,861
888,1226,6377,861
909,1276,6609,860
962,1291,6814,861
1017,1262,6975,861
1036,1226,7120,861
1025,1211,7232,860
1036,1226,7338,861
1079,1254,7414,861
1110,1291,7469,861
1105,1327,7476,860
1110,1355,7469,861
1149,1361,7444,861
1184,1355,7425,861
1182,1368,7385,860
1184,1420,7338,861
1225,1476,7256,861
1258,1485,7163,861
1212,1427,7059,859
1110,1355,6989,861
1037,1310,6923,863
1036,1291,6858,861
1057,1263,6759,852
1036,1226,6683,845
965,1190,6627,842
888,1162,6596,845
839,1129,6531,845
814,1097,6465,845
786,1065,6400,843
740,1033,6377,845
672,994,6351,844
592,968,6334,845
530,961,6302,844
518,968,6290,845
532,969,6265,844
518,968,6246,845
466,969,6212,844
444,968,6202,845
480,944,6195,844
518,904,6202,845
495,879,6182,844
444,904,6159,845
427,950,6125,844
444,968,6115,845
451,938,6094,844
444,904,6071,845
442,895,6023,844
444,904,5984,845
440,901,5936,844
444,904,5897,845
454,929,5844,843
444,968,5809,845
423,982,5768,845
444,968,5722,845
500,956,5635,842
518,968,5547,845
472,981,5466,852
444,968,5416,861
482,929,5354,863
518,904,5285,861
487,901,5191,859
444,904,5110,861
466,896,5031,861
518,904,4979,861
510,935,4928,860
444,968,4892,861
407,974,4844,861
444,968,4805,861
502,950,4754,860
518,904,4717,861
484,843,4682,860
444,839,4674,861
431,906,4667,861
444,968,4674,861
455,955,4667,860
444,904,4674,861
411,867,4671,861
370,839,4674,861
329,795,4663,860
296,775,4674,861
282,803,4690,862
296,839,4717,861
331,838,4719,858
370,839,4717,861
404,890,4708,869
444,968,4717,878
507,1016,4716,879
592,1033,4717,878
658,1040,4709,876
666,1033,4717,878
626,996,4719,877
592,968,4717,878
588,985,4693,877
592,1033,4674,878
587,1054,4649,877
592,1033,4630,878
607,993,4599,878
592,968,4586,878
543,962,4581,875
518,968,4586,878
551,971,4566,885
592,968,4543,894
596,963,4513,896
592,968,4499,894
605,975,4475,892
592,968,4455,894
521,938,4427,894
444,904,4412,894
406,871,4387,893
370,839,4368,894
294,801,4340,894
222,775,4324,894
206,768,4300,894
222,775,4281,894
221,776,4250,893
222,775,4237,894
258,775,4230,894
296,775,4237,894
277,750,4221,893
222,710,4193,894
191,683,4156,895
222,710,4150,894
268,755,4150,891
296,775,4150,894
272,740,4122,901
222,710,4106,911
191,707,4100,913
222,710,4106,911
282,699,4085,908
296,710,4062,911
255,754,4046,912
222,775,4062,911
230,723,4069,907
222,645,4062,911
183,626,4032,919
222,710,4019,928
492,934,4013,928
1036,1355,4019,928
1818,2004,4012,926
2813,2840,4019,928
4013,3816,4021,926
5256,4841,4019,928
6169,5647,3991,934
6292,5809,3975,944
5404,5068,3970,947
3701,3615,3975,944
1753,1995,3953,939
148,710,3931,944
-805,-52,3918,953
-1184,-387,3931,961
-1258,-492,3933,961
-1258,-516,3931,961
-1281,-537,3922,960
-1332,-581,3931,961
-1419,-660,3934,958
-1555,-775,3931,961
-1730,-923,3905,967
-1925,-1097,3887,977
-2152,-1291,3876,980
-2443,-1485,3887,977
-2773,-1667,3890,973
-3035,-1807,3887,977
-3163,-1887,3863,985
-3183,-1872,3844,994
-3190,-1791,3831,995
-3183,-1678,3844,994
-3113,-1574,3850,990
-2887,-1420,3844,994
-2462,-1141,3814,1001
-1851,-710,3800,1010
-1169,-219,3797,1013
-592,194,3800,1010
-217,449,3776,1006
0,581,3756,1010
158,674,3747,1019
296,775,3756,1027
394,860,3742,1027
444,904,3713,1027
478,926,3677,1026
518,968,3669,1027
561,1021,3668,1024
592,1033,3669,1027
626,996,3647,1035
666,968,3625,1044
692,992,3611,1043
666,1033,3625,1044
614,1045,3633,1048
592,1033,3625,1060
628,1029,3593,1064
666,1033,3582,1060
672,1031,3581,1054
666,1033,3582,1060
675,1042,3554,1070
666,1033,3538,1077
621,993,3533,1075
592,968,3538,1077
619,989,3514,1084
666,1033,3494,1093
677,1046,3485,1094
666,1033,3494,1093
665,1024,3476,1092
666,1033,3451,1093
654,1037,3429,1091
666,1033,3451,1093
712,1028,3473,1100
740,1033,3494,1110
710,1035,3498,1111
666,1033,3538,1110
657,1027,3608,1108
666,1033,3713,1110
660,1037,3810,1109
666,1033,3931,1110
704,1021,4077,1109
740,1033,4281,1110
740,1066,4506,1108
740,1097,4761,1110
774,1101,5015,1110
814,1097,5285,1110
818,1098,5544,1101
814,1097,5809,1093
840,1087,6065,1089
888,1097,6334,1093
926,1131,6582,1095
962,1162,6814,1093
1006,1162,6998,1084
1036,1162,7163,1077
1035,1187,7300,1072
1036,1226,7425,1077
1068,1256,7507,1080
1110,1291,7557,1077
1120,1332,7561,1065
1110,1355,7557,1060
1127,1348,7532,1060
1184,1355,7513,1060
1242,1394,7473,1050
1258,1420,7425,1044
1229,1393,7342,1043
1184,1355,7251,1044
1144,1348,7149,1034
1110,1355,7076,1027
1073,1332,7006,1025
1036,1291,6945,1027
1000,1257,6855,1019
962,1226,6770,1010
921,1185,6686,1007
888,1162,6639,1010
857,1166,6590,1010
814,1162,6552,1010
766,1108,6496,1010
740,1033,6465,1010
722,982,6433,1002
666,968,6421,994
575,965,6392,990
518,968,6377,994
519,973,6350,994
518,968,6334,994
474,937,6301,992
444,904,6290,994
475,891,6281,993
518,904,6290,994
499,911,6271,993
444,904,6246,994
422,894,6209,992
444,904,6202,994
457,913,6187,995
444,904,6159,994
434,886,6101,984
444,904,6071,977
452,948,6052,974
444,968,6028,977
432,935,5958,977
444,904,5897,977
481,922,5848,976
518,968,5809,977
529,983,5725,975
518,968,5635,977
510,958,5555,979
518,968,5504,977
528,974,5423,968
518,968,5329,961
483,962,5225,958
444,968,5154,961
428,974,5085,959
444,968,5023,961
460,941,4947,962
444,904,4892,961
420,882,4840,951
444,904,4805,944
502,947,4754,943
518,968,4717,944
472,942,4682,936
444,904,4674,928
480,890,4665,924
518,904,4674,928
492,911,4672,927
444,904,4674,928
435,896,4661,927
444,904,4674,928
417,912,4692,919
370,904,4717,911
335,872,4714,907
296,839,4717,911
241,824,4728,913
222,839,4761,911
279,869,4769,902
370,904,4761,894
444,935,4743,890
518,968,4761,894
608,1002,4788,897
666,1033,4805,894
646,1044,4780,884
592,1033,4761,878
573,1000,4753,876
592,968,4761,878
602,954,4743,877
592,968,4717,878
586,1000,4686,879
592,1033,4674,878
595,1045,4650,868
592,1033,4630,861
592,1000,4602,859
592,968,4586,861
568,956,4561,860
518,968,4543,861
487,980,4516,863
518,968,4499,861
581,932,4472,851
592,904,4455,845
525,899,4430,844
444,904,4412,845
401,884,4383,836
370,839,4368,828
323,793,4345,825
296,775,4324,828
304,775,4291,827
296,775,4281,828
246,768,4277,829
222,775,4281,828
262,786,4258,819
296,775,4237,812
260,732,4211,810
222,710,4193,812
245,730,4162,805
296,775,4150,795
299,786,4145,790
296,775,4150,795
307,743,4127,798
296,710,4106,795
242,688,4092,785
222,710,4106,779
268,757,4110,776
296,775,4106,779
255,742,4079,778
222,710,4062,779
264,713,4051,777
296,710,4062,779
240,658,4064,778
222,645,4062,779
505,864,4037,777
1184,1420,4019,779
2109,2217,4006,778
3109,3098,4019,779
4209,4042,4023,777
5404,5035,4019,779
6317,5778,3990,778
6292,5744,3975,779
5043,4715,3968,777
3035,3098,3975,779
1128,1591,3970,779
-148,581,3975,779
-806,8,3976,775
-1110,-323,3975,779
-1236,-489,3949,786
-1258,-516,3931,795
-1262,-509,3922,796
-1332,-581,3931,795
-1476,-727,3929,793
-1629,-839,3931,795
-1760,-905,3929,794
-1925,-1033,3931,795
-2186,-1283,3910,800
-2517,-1549,3887,812
-2826,-1721,3872,822
-3035,-1807,3887,828
-3150,-1873,3896,827
-3183,-1872,3887,828
-3169,-1769,3855,833
-3109,-1614,3844,845
-3015,-1499,3844,855
-2813,-1355,3844,861
-2407,-1054,3815,860
-1777,-581,3800,861
-1072,-92,3798,866
-518,258,3800,878
-198,452,3773,888
0,581,3756,894
195,713,3753,894
370,839,3756,894
467,923,3731,899
518,968,3713,911
591,1003,3709,921
666,1033,3713,928
688,1042,3687,927
666,1033,3669,928
658,1028,3665,932
666,1033,3669,944
670,1036,3644,954
666,1033,3625,961
671,1031,3621,960
666,1033,3625,961
656,1034,3600,964
666,1033,3582,977
711,1032,3577,989
740,1033,3582,994
715,1032,3557,991
666,1033,3538,994
649,1032,3531,1002
666,1033,3538,1010
677,1031,3516,1009
666,1033,3494,1010
656,1033,3481,1018
666,1033,3494,1027
676,1029,3493,1027
666,1033,3494,1027
651,1035,3488,1033
666,1033,3494,1044
708,1026,3486,1046
740,1033,3494,1044
742,1041,3516,1041
740,1033,3582,1044
747,1014,3658,1044
740,1033,3756,1044
699,1079,3864,1042
666,1097,4019,1044
685,1060,4198,1043
740,1033,4412,1044
765,1057,4631,1042
740,1097,4892,1044
712,1101,5170,1044
740,1097,5460,1044
817,1123,5720,1041
888,1162,5984,1044
907,1169,6244,1046
888,1162,6508,1044
872,1162,6735,1032
888,1162,6945,1027
925,1148,7126,1027
962,1162,7294,1027
995,1222,7415,1017
1036,1291,7513,1010
1078,1307,7582,1009
1110,1291,7644,1010
1138,1300,7660,1002
1184,1355,7644,994
1239,1409,7593,991
1258,1420,7557,994
1226,1389,7515,987
1184,1355,7469,977
1173,1344,7383,972
1184,1355,7294,977
1189,1364,7199,980
1184,1355,7120,977
1164,1326,7025,967
1110,1291,6945,961
1025,1255,6867,958
962,1226,6814,961
955,1196,6744,960
962,1162,6683,961
915,1125,6621,959
814,1097,6596,961
716,1069,6570,960
666,1033,6552,961
637,989,6504,959
592,968,6465,961
538,970,6424,960
518,968,6421,961
526,938,6417,960
518,904,6421,961
475,892,6396,960
444,904,6377,961
446,909,6348,960
444,904,6334,961
403,897,6305,960
370,904,6290,961
392,908,6263,960
444,904,6246,961
461,896,6216,960
444,904,6202,961
432,911,6179,960
444,904,6159,961
474,888,6113,960
518,904,6071,961
546,945,6022,959
518,968,5984,961
457,941,5921,960
444,904,5853,961
492,894,5774,959
518,904,5722,961
477,902,5662,962
444,904,5591,961
477,929,5491,952
518,968,5416,944
493,981,5350,940
444,968,5285,944
455,957,5187,946
518,968,5110,944
547,978,5057,934
518,968,5023,928
493,935,4954,925
518,904,4892,928
547,891,4851,928
518,904,4848,928
456,932,4829,925
444,968,4805,928
493,984,4770,929
518,968,4761,928
457,928,4753,919
370,904,4761,911
342,903,4759,907
370,904,4761,911
385,876,4750,913
370,839,4761,911
359,824,4777,901
370,839,4805,894
377,849,4806,892
370,839,4805,894
362,824,4795,894
370,839,4805,894
397,874,4804,893
444,904,4805,894
490,925,4795,894
518,968,4805,894
540,1020,4808,893
592,1033,4805,894
654,993,4776,894
666,968,4761,894
622,997,4755,893
592,1033,4761,894
602,1014,4741,894
592,968,4717,894
539,951,4687,892
518,968,4674,894
563,976,4649,896
592,968,4630,894
551,962,4602,886
518,968,4586,878
555,970,4561,874
592,968,4543,878
560,968,4515,879
518,968,4499,878
525,946,4473,875
518,904,4455,878
440,861,4428,880
370,839,4412,878
371,817,4386,868
370,775,4368,861
294,723,4340,859
222,710,4324,861
243,743,4300,861
296,775,4281,861
279,756,4250,860
222,710,4237,861
205,688,4230,860
222,710,4237,861
219,725,4220,862
222,710,4193,861
257,685,4157,852
296,710,4150,845
271,757,4150,841
222,775,4150,845
201,734,4123,845
222,710,4106,845
239,742,4097,843
222,775,4106,845
203,751,4101,845
222,710,4106,845
251,687,4106,843
222,645,4106,845
174,599,4080,845
222,645,4062,845
378,791,4053,841
592,968,4062,845
1049,1328,4059,852
1999,2130,4062,861
3248,3224,4061,862
4293,4131,4062,861
5134,4806,4038,860
6144,5615,4019,861
6939,6296,4007,860
6292,5809,4019,861
3877,3830,4019,867
1110,1549,4019,878
-441,290,4010,881
-814,0,4019,878
-978,-164,4020,872
-1258,-452,4019,878
-1324,-546,3994,888
-1184,-452,3975,894
-1221,-517,3961,892
-1481,-775,3975,894
-1685,-967,3981,903
-1777,-1033,3975,911
-1941,-1147,3944,910
