II,aVR,ABP
524,5187,6414
934,4629,6435
1103,4269,6439
609,4629,6435
222,4883,6416
203,4743,6435
78,4654,6446
-244,4743,6435
-431,4668,6378
-406,4400,6355
-361,4128,6354
-325,3943,6355
-237,3801,6307
-122,3772,6276
-65,3849,6268
-81,4000,6276
-155,4180,6233
-203,4400,6196
-200,4631,6182
-162,4857,6196
-118,5037,6163
-41,5200,6117
75,5333,6088
203,5429,6117
315,5448,6132
447,5429,6117
630,5380,6061
853,5314,6037
1065,5204,6033
1259,5086,6037
1446,4964,5998
1625,4857,5958
1767,4751,5935
1869,4686,5958
1938,4652,5968
1990,4629,5958
2030,4569,5910
2072,4514,5879
2114,4490,5861
2153,4514,5879
2176,4525,5885
2194,4514,5879
2212,4476,5834
2234,4457,5799
2241,4449,5779
2234,4457,5799
2225,4437,5807
2234,4400,5799
2254,4352,5752
2275,4343,5720
2289,4347,5703
2315,4343,5720
2342,4305,5721
2356,4286,5720
2347,4284,5707
2356,4286,5720
2392,4251,5724
2437,4229,5720
2447,4225,5677
2437,4229,5640
2428,4197,5619
2437,4172,5640
2440,4165,5650
2437,4172,5640
2431,4143,5590
2437,4114,5561
2439,4102,5547
2437,4114,5561
2430,4112,5556
2437,4114,5561
2444,4115,5554
2437,4114,5561
2398,4085,5548
2356,4057,5561
2336,4029,5585
2356,4000,5640
2382,3940,5655
2397,3886,5640
2393,3848,5606
2397,3829,5640
2400,3780,5711
2397,3714,5799
2373,3642,5876
2356,3600,6037
2350,3567,6285
2356,3543,6594
2354,3509,6887
2356,3486,7229
2358,3454,7616
2356,3429,8023
2335,3406,8356
2315,3429,8659
2297,3480,8924
2275,3543,9136
2232,3573,9212
2194,3600,9215
2169,3639,9177
2153,3714,9136
2117,3794,9049
2072,3886,8977
2025,3971,8923
1990,4057,8897
1942,4124,8844
1909,4172,8818
1903,4176,8829
1869,4229,8897
1792,4312,8965
1828,4286,9056
1915,4194,9137
1787,4343,9215
1583,4557,9250
1787,4343,9295
2103,4003,9315
1747,4400,9295
1196,4993,9181
1706,4457,9056
2515,3586,8931
1706,4457,8818
494,5760,8654
2275,3943,8500
5848,376,8363
5443,1314,8262
223,7496,8133
-2600,10915,8023
1470,6462,7926
6784,229,7865
6243,105,7779
1787,4400,7706
-93,6256,7623
1462,4629,7547
2397,3651,7425
1422,4686,7309
807,5327,7202
1422,4686,7150
1810,4269,7100
1422,4686,7070
1179,4941,7022
1422,4686,6991
1562,4506,6963
1422,4629,6991
1338,4698,7029
1422,4629,7070
1476,4573,7065
1422,4629,7070
1348,4688,7069
1422,4629,7070
1551,4513,7025
1462,4629,6991
1272,4820,6974
1462,4629,6991
1777,4302,6964
1462,4629,6911
971,5117,6844
1503,4572,6832
2316,3740,6833
1503,4572,6832
150,5908,6785
1503,4514,6752
4554,1583,6738
4022,2686,6752
-662,8274,6725
-2600,10915,6673
2174,6108,6607
7759,-171,6594
7134,-398,6593
2356,3829,6594
36,5911,6549
1219,4629,6514
1997,3739,6494
1016,4629,6514
382,5197,6517
894,4629,6514
1135,4251,6497
569,4629,6514
109,4893,6523
122,4743,6514
62,4650,6462
-244,4743,6435
-454,4666,6427
-447,4400,6435
-400,4152,6396
-366,4000,6355
-309,3885,6331
-244,3886,6355
-220,4015,6365
-244,4229,6355
-316,4437,6307
-366,4629,6276
-352,4812,6257
-284,5029,6276
-198,5228,6282
-81,5372,6276
62,5422,6230
203,5429,6196
316,5406,6177
447,5372,6196
633,5294,6202
853,5200,6196
1049,5086,6151
1219,4972,6117
1393,4842,6095
1584,4743,6117
1752,4673,6127
1869,4629,6117
1937,4568,6066
1990,4514,6037
2038,4472,6026
2072,4457,6037
2078,4446,6029
2072,4457,6037
2067,4463,6041
2072,4457,6037
2061,4419,5991
2031,4400,5958
1996,4397,5944
1990,4400,5958
2008,4368,5952
2031,4343,5958
2044,4335,5959
2072,4343,5958
2125,4302,5914
2194,4229,5879
2242,4148,5862
2275,4114,5879
2305,4106,5877
2356,4114,5879
2404,4110,5872
2437,4114,5879
2441,4112,5869
2437,4114,5879
2432,4106,5882
2437,4114,5879
2438,4119,5833
2437,4114,5799
2432,4079,5782
2437,4057,5799
2440,4049,5797
2437,4057,5799
2417,4051,5789
2397,4057,5799
2373,4064,5791
2356,4057,5799
2345,4000,5793
2356,3943,5799
2366,3918,5785
2356,3943,5799
2312,3956,5823
2275,3943,5879
2264,3905,5911
2275,3886,5958
2276,3864,6030
2275,3829,6196
2274,3762,6412
2275,3714,6673
2256,3697,6948
2234,3714,7309
2223,3717,7730
2234,3714,8182
2241,3705,8563
2234,3714,8897
2211,3714,9185
2194,3714,9453
2174,3705,9622
2153,3714,9692
2126,3732,9660
2112,3772,9612
2099,3802,9536
2072,3829,9453
2022,3844,9348
1990,3886,9295
1987,3941,9278
1990,4000,9295
1950,4035,9283
1909,4057,9295
1901,4055,9343
1869,4114,9453
1801,4203,9544
1869,4172,9612
1983,4073,9642
1828,4229,9692
1573,4466,9709
1787,4286,9692
2156,3963,9606
1787,4343,9533
1184,4899,9456
1747,4343,9374
2664,3473,9219
1747,4343,9056
171,5651,8907
1706,3886,8818
5447,399,8729
5403,1371,8659
333,7519,8573
-2600,10915,8500
1362,6497,8407
6703,286,8341
6227,96,8264
1787,4286,8182
-99,6101,8052
1462,4514,7944
2403,3584,7852
1422,4629,7785
804,5264,7669
1422,4629,7547
1811,4219,7431
1422,4629,7388
1179,4874,7373
1422,4629,7388
1561,4479,7379
1422,4629,7388
1339,4705,7404
1422,4629,7467
1476,4571,7519
1422,4629,7547
1348,4674,7507
1422,4572,7467
1551,4410,7444
1462,4514,7467
1284,4717,7452
1503,4514,7388
1836,4165,7278
1503,4514,7229
976,5056,7223
1503,4514,7229
2332,3648,7182
1503,4514,7150
115,5934,7140
1503,4514,7150
4676,1445,7108
4225,2514,7070
-523,8232,7053
-2600,10915,7070
2114,5924,7042
7759,-514,6991
7212,-630,6930
2437,3829,6911
56,5981,6877
1178,4629,6832
1938,3730,6768
975,4686,6752
357,5259,6753
853,4629,6752
1064,4243,6705
487,4686,6673
36,4988,6659
41,4800,6673
-49,4654,6665
-366,4743,6673
-553,4699,6676
-528,4457,6673
-498,4209,6623
-487,4057,6594
-433,3966,6586
-366,4000,6594
-350,4142,6552
-366,4343,6514
-396,4542,6497
-406,4743,6514
-388,4937,6488
-325,5143,6435
-221,5314,6370
-81,5429,6355
64,5469,6352
203,5486,6355
336,5474,6341
487,5429,6355
661,5320,6364
853,5200,6355
1052,5080,6302
1259,4972,6276
1457,4846,6271
1625,4743,6276
1755,4671,6231
1869,4629,6196
1967,4570,6184
2031,4514,6196
2053,4471,6162
2072,4457,6117
2110,4432,6089
2153,4400,6117
2163,4358,6131
2153,4343,6117
2157,4336,6064
2194,4343,6037
2228,4338,6026
2234,4343,6037
2223,4341,6030
2234,4343,6037
2261,4318,6038
2275,4286,6037
2264,4244,5995
2275,4229,5958
2316,4223,5936
2356,4229,5958
2356,4207,5966
2356,4172,5958
2388,4127,5912
2437,4114,5879
2450,4114,5859
2437,4114,5879
2427,4083,5887
2437,4057,5879
2440,4045,5830
2437,4057,5799
2431,4058,5784
2437,4057,5799
2437,4050,5796
2437,4057,5799
2433,4058,5791
2437,4057,5799
2438,4033,5791
2437,4000,5799
2421,3958,5794
2397,3943,5799
2367,3940,5786
2356,3943,5799
2354,3918,5800
2356,3886,5799
2350,3849,5774
2356,3829,5799
2361,3800,5861
2356,3772,5958
2329,3735,6044
2315,3714,6196
2316,3687,6429
2315,3657,6752
2291,3616,7090
2275,3600,7467
2274,3596,7858
2275,3600,8262
2252,3589,8602
2234,3600,8897
2233,3625,9122
2234,3657,9295
2200,3673,9363
2153,3714,9374
2120,3774,9334
2112,3829,9295
2096,3830,9219
2072,3829,9136
2044,3862,9037
2031,3943,8977
2007,4017,8925
1990,4057,8897
1988,4051,8870
1950,4114,8897
1870,4213,8959
1909,4172,9056
2000,4054,9130
1869,4229,9215
1659,4497,9292
1869,4286,9374
2193,3914,9394
1828,4343,9374
1265,4978,9297
1787,4343,9215
2602,3332,9097
1747,4343,8977
495,6040,8818
2356,4400,8659
6077,551,8482
5687,1143,8341
314,7324,8209
-2600,10915,8103
1593,6426,7974
7068,0,7865
6496,-156,7763
1869,4286,7706
-101,6233,7632
1503,4572,7547
2494,3565,7418
1503,4629,7309
853,5286,7209
1462,4629,7150
1857,4205,7091
1462,4629,7070
1210,4880,7057
1462,4629,7070
1625,4480,7063
1503,4629,7070
1423,4681,7064
1503,4572,7070
1556,4499,7058
1503,4572,7070
1428,4646,7072
1503,4572,7070
1636,4421,7023
1544,4514,6991
1345,4705,6974
1544,4514,6991
1884,4182,6965
1584,4514,6911
1076,5031,6842
1584,4514,6832
2392,3689,6838
1584,4514,6832
231,5850,6777
1584,4457,6752
4642,1521,6750
4103,2629,6752
-618,8245,6704
-2600,10915,6673
2157,6117,6666
7759,-171,6673
7159,-419,6628
2397,3772,6594
82,5829,6584
1259,4572,6594
2032,3735,6552
1056,4629,6514
431,5131,6497
934,4514,6514
1161,4177,6508
609,4629,6514
186,4901,6517
203,4686,6514
100,4535,6464
-244,4629,6435
-443,4585,6428
-406,4343,6435
-355,4098,6391
-325,3943,6355
-250,3829,6342
-162,3829,6355
-138,3939,6321
-162,4114,6276
-215,4299,6247
-244,4514,6276
-241,4745,6291
-203,4972,6276
-139,5135,6220
-41,5257,6196
77,5349,6192
203,5429,6196
331,5453,6156
487,5429,6117
679,5351,6093
894,5257,6117
1100,5142,6126
1300,5029,6117
1491,4907,6069
1665,4800,6037
1801,4700,6019
1909,4629,6037
2009,4566,6044
2112,4514,6037
2192,4451,5992
2234,4400,5958
2248,4359,5938
2275,4343,5958
2319,4317,5965
2356,4286,5958
2361,4243,5912
2356,4229,5879
2366,4226,5860
2397,4229,5879
2421,4201,5885
2437,4172,5879
2440,4137,5834
2437,4114,5799
2428,4078,5778
2437,4057,5799
2458,4046,5809
2478,4057,5799
2475,4057,5749
2478,4057,5720
2495,4049,5708
2519,4057,5720
2510,4073,5713
2478,4114,5720
2444,4150,5722
2437,4172,5720
2438,4164,5676
2437,4172,5640
2429,4196,5622
2437,4229,5640
2446,4215,5640
2437,4172,5640
2394,4122,5628
2356,4114,5640
2343,4119,5636
2356,4114,5640
2358,4078,5629
2356,4057,5640
2353,4052,5637
2356,4057,5640
2341,4031,5625
2315,4000,5640
2285,3966,5663
2275,3943,5720
2272,3907,5777
2275,3886,5879
2271,3862,6009
2275,3829,6196
2276,3762,6405
2275,3714,6673
2255,3698,6991
2234,3714,7388
2222,3714,7791
2234,3714,8182
2244,3711,8512
2234,3714,8818
2193,3702,9054
2153,3714,9215
2125,3757,9268
2112,3829,9295
2092,3869,9300
2072,3886,9295
2049,3894,9222
2031,3943,9136
2008,4005,9042
1990,4057,8977
1962,4067,8910
1950,4057,8897
1950,4039,8921
1909,4114,8977
1839,4236,9005
1909,4229,9056
2022,4133,9124
1869,4286,9215
1620,4527,9261
1828,4343,9295
2171,3995,9300
1787,4343,9295
1200,4885,9225
1787,4343,9136
2709,3501,9016
1787,4400,8897
213,5721,8737
1747,3943,8580
5468,424,8409
5403,1371,8262
328,7515,8116
-2600,10915,8023
1360,6495,7944
6703,286,7865
6246,119,7735
1828,4343,7626
-53,6175,7535
1503,4572,7467
2441,3607,7350
1462,4629,7229
845,5260,7120
1462,4629,7070
1853,4220,7023
1462,4629,6991
1215,4875,6939
1462,4629,6911
1622,4475,6887
1503,4629,6911
1425,4712,6945
1503,4629,6991
1554,4542,6993
1503,4572,6991
1431,4608,6977
1503,4514,6991
1619,4373,6991
1503,4514,6991
1293,4761,6953
1503,4572,6911
1856,4194,6855
1544,4514,6832
1007,5071,6821
1503,4572,6832
2315,3726,6803
1503,4572,6752
145,5955,6685
1544,4514,6673
4698,1442,6677
4225,2514,6673
-529,8233,6620
-2600,10915,6594
2117,5924,6590
7759,-514,6594
7210,-629,6546
2437,3829,6514
68,5981,6506
1219,4629,6514
2013,3730,6472
1056,4686,6435
414,5261,6418
894,4629,6435
1119,4223,6428
569,4629,6435
124,4909,6438
122,4743,6435
32,4643,6385
-284,4743,6355
-477,4649,6349
-447,4343,6355
-383,4075,6311
-325,3943,6276
-239,3850,6264
-162,3829,6276
-146,3894,6240
-162,4057,6196
-205,4274,6170
-244,4514,6196
-266,4740,6207
-244,4972,6196
-167,5171,6148
-41,5314,6117
91,5379,6099
203,5429,6117
304,5471,6123
447,5486,6117
641,5418,6071
853,5314,6037
1042,5214,6018
1219,5143,6037
1402,5058,6045
1584,4972,6037
1729,4878,5992
1828,4800,5958
1894,4725,5939
1950,4686,5958
1993,4659,5965
2031,4629,5958
2069,4563,5912
2112,4514,5879
2143,4497,5860
2153,4514,5879
2146,4514,5885
2153,4514,5879
2174,4511,5834
2194,4514,5799
2193,4489,5778
2194,4457,5799
2208,4420,5809
2234,4400,5799
2252,4368,5749
2275,4343,5720
2298,4325,5708
2315,4343,5720
2311,4353,5713
2315,4343,5720
2334,4302,5720
2356,4286,5720
2356,4286,5678
2356,4286,5640
2369,4250,5619
2397,4229,5640
2416,4226,5646
2437,4229,5640
2448,4195,5622
2437,4172,5640
2392,4167,5651
2356,4172,5640
2346,4140,5582
2356,4114,5561
2354,4108,5582
2356,4114,5640
2360,4086,5651
2356,4057,5640
2317,4046,5620
2275,4057,5640
2257,4036,5645
2275,4000,5640
2285,3960,5615
2275,3943,5640
2248,3915,5699
2234,3886,5799
2230,3849,5895
2234,3829,6037
2232,3800,6231
2234,3772,6514
2222,3732,6842
2194,3714,7229
2146,3706,7624
2112,3714,8023
2093,3711,8362
2072,3714,8659
2027,3726,8881
1990,3772,9056
1979,3810,9152
1990,3829,9215
1992,3817,9227
1990,3829,9215
1989,3854,9144
1990,3886,9056
1971,3901,8956
1950,3943,8897
1940,4002,8846
1909,4114,8818
1843,4226,8790
1869,4229,8818
1934,4185,8879
1828,4343,8977
1651,4529,9054
1787,4343,9136
2021,4057,9184
1747,4400,9215
1319,4903,9206
1706,4457,9215
2332,3721,9199
1706,4457,9136
673,5664,8976
1706,4514,8818
3837,2140,8684
2884,3486,8580
-1253,8727,8422
-2600,10915,8262
2105,5946,8117
7677,-514,8023
7804,-1218,7908
3818,2686,7785
1314,5092,7646
1706,4457,7547
2150,3878,7453
1422,4686,7388
961,5201,7305
1381,4743,7229
1655,4431,7133
1381,4743,7070
1206,4933,7016
1381,4743,6991
1497,4602,6944
1422,4686,6911
1375,4729,6884
1422,4686,6911
1433,4666,6947
1422,4686,6991
1439,4660,6991
1422,4686,6991
1357,4745,6979
1422,4686,6991
1530,4567,6988
1422,4686,6991
1227,4881,6956
1422,4686,6911
1735,4356,6849
1422,4686,6832
935,5178,6830
1462,4629,6832
2266,3789,6787
1462,4629,6752
112,5995,6736
1422,4629,6752
4442,1687,6728
3981,2743,6673
-607,8288,6604
-2600,10915,6594
2043,6086,6599
7759,-286,6594
7626,-684,6541
3331,3372,6514
1103,5373,6509
2072,4114,6514
2665,3289,6470
1625,4229,6435
910,4840,6419
1259,4343,6435
1370,4062,6427
772,4514,6435
312,4797,6438
284,4629,6435
167,4524,6384
-162,4629,6355
-356,4562,6349
-325,4286,6355
-261,4024,6311
-203,3886,6276
-124,3807,6264
-81,3829,6276
-136,3952,6240
-244,4172,6196
-365,4428,6171
-447,4686,6196
-469,4913,6206
-406,5143,6196
-288,5343,6150
-162,5486,6117
-64,5547,6095
41,5600,6117
173,5649,6128
325,5657,6117
465,5561,6062
609,5429,6037
790,5321,6034
1016,5257,6037
1249,5160,5993
1462,5029,5958
1642,4891,5942
1787,4800,5958
1879,4733,5953
1909,4686,5958
1892,4640,5960
1869,4629,5958
1862,4643,5913
1869,4686,5879
1870,4701,5864
1869,4686,5879
1866,4642,5873
1869,4629,5879
1876,4631,5880
1909,4629,5879
1977,4575,5833
2072,4514,5799
2150,4467,5784
2194,4457,5799
2210,4435,5794
2234,4400,5799
2261,4353,5800
2275,4343,5799
2267,4345,5756
2275,4343,5720
2298,4309,5702
2315,4286,5720
2297,4276,5720
2275,4286,5720
2269,4281,5710
2275,4286,5720
2256,4288,5716
2234,4286,5720
2236,4254,5711
2275,4229,5720
2317,4203,5714
2356,4172,5720
2391,4107,5710
2437,4057,5720
2473,4040,5714
2478,4057,5720
2430,4059,5709
2356,4057,5720
2291,4053,5717
2275,4057,5720
2284,4033,5700
2275,4000,5720
2206,3976,5772
2112,4000,5879
2050,4021,5985
2072,4000,6117
2161,3914,6272
2275,3829,6514
2347,3760,6827
2356,3714,7229
2315,3666,7658
2275,3657,8103
2250,3681,8487
2234,3714,8818
2198,3709,9071
2153,3714,9295
2107,3754,9449
2072,3829,9533
2031,3870,9511
1990,3886,9453
1946,3896,9369
1909,3943,9295
1867,3998,9198
1828,4057,9136
1793,4109,9107
1787,4172,9136
1803,4196,9163
1787,4229,9215
1736,4262,9275
1787,4229,9374
1881,4184,9456
1787,4343,9533
1595,4524,9572
1706,4343,9612
1941,4066,9619
1706,4400,9612
1316,4889,9544
1706,4457,9453
2342,3729,9325
1787,4400,9215
826,5506,9090
1828,4343,8977
3869,2048,8842
2925,3429,8738
-1133,8633,8643
-2600,10915,8580
1658,6312,8496
6743,286,8421
6764,-292,8329
3128,3314,8262
1116,5266,8179
1828,4343,8103
2365,3702,7987
1625,4514,7865
1144,4994,7724
1544,4514,7626
1782,4253,7537
1462,4629,7467
1247,4826,7371
1381,4629,7309
1451,4533,7278
1341,4686,7309
1287,4749,7318
1341,4686,7309
1351,4661,7278
1341,4686,7309
1367,4635,7357
1341,4629,7388
1235,4698,7344
1259,4686,7309
1363,4603,7296
1259,4743,7309
1061,4949,7271
1259,4743,7229
1576,4393,7182
1219,4743,7150
663,5283,7093
1178,4743,7070
2011,3899,7067
1178,4800,7070
-205,6208,7023
1259,4686,6991
4584,1488,6981
4265,2514,6991
-461,8264,6949
-2600,10915,6911
2077,5773,6894
7759,-800,6911
7274,-887,6884
2519,3714,6832
118,5969,6768
1219,4629,6752
1949,3730,6745
894,4743,6752
123,5408,6742
487,4857,6752
650,4517,6751
81,4972,6752
-356,5272,6737
-325,5086,6752
-355,4932,6761
-609,4972,6752
-768,4852,6698
-731,4572,6673
-667,4346,6670
-609,4229,6673
-527,4140,6625
-447,4172,6594
-403,4338,6586
-366,4572,6594
-347,4779,6550
-325,4972,6514
-274,5150,6501
-162,5314,6514
-16,5416,6479
122,5486,6435
224,5527,6408
325,5543,6435
444,5496,6446
569,5429,6435
671,5362,6385
772,5314,6355
900,5237,6337
1056,5143,6355
1207,5042,6360
1341,4972,6355
1463,4909,6311
1584,4857,6276
1692,4795,6254
1787,4743,6276
1870,4683,6286
1950,4629,6276
2018,4562,6224
2072,4514,6196
2111,4475,6186
2153,4457,6196
2195,4427,6187
2234,4400,6196
2258,4362,6201
2275,4343,6196
2280,4330,6146
2275,4343,6117
2263,4350,6110
2275,4343,6117
2311,4290,6077
2356,4229,6037
2380,4177,6017
2397,4172,6037
2415,4175,6039
2437,4172,6037
2431,4136,6027
2397,4114,6037
2346,4122,6034
2315,4172,6037
2305,4212,6029
2315,4229,6037
2329,4203,6031
2356,4172,6037
2391,4135,6033
2437,4114,6037
2476,4086,6004
2519,4057,5958
2569,4004,5894
2640,3943,5879
2699,3871,5875
2722,3829,5879
2692,3813,5834
2640,3829,5799
2579,3833,5777
2519,3829,5799
2450,3815,5820
2397,3829,5879
2363,3841,5966
2356,3829,6117
2352,3767,6288
2356,3714,6514
2358,3695,6786
2356,3714,7150
2324,3721,7564
2275,3714,8023
2233,3684,8444
2234,3657,8818
2249,3636,9110
2234,3657,9374
2170,3692,9568
2112,3714,9692
2094,3701,9707
2112,3714,9692
2119,3765,9653
2112,3829,9612
2094,3837,9526
2072,3829,9453
2030,3854,9394
1990,3943,9374
1963,4021,9350
1950,4057,9374
1929,4048,9433
1909,4057,9533
1888,4098,9608
1869,4172,9692
1833,4213,9765
1787,4229,9851
1736,4256,9895
1706,4343,9930
1696,4395,9911
1706,4343,9851
1720,4256,9723
1747,4343,9612
1769,4588,9497
1787,4743,9374
1811,4597,9196
1828,4343,9056
1713,4326,8960
1422,4629,8897
1169,4880,8779
1300,4743,8659
1780,4297,8556
2153,4000,8500
2062,4092,8419
1706,4400,8341
1503,4564,8252
1584,4514,8182
1742,4394,8068
1828,4343,7944
1864,4318,7804
1909,4286,7706
1940,4242,7613
1950,4229,7547
1959,4221,7459
1990,4229,7388
2019,4243,7318
2031,4286,7309
2014,4319,7329
1990,4343,7388
1971,4344,7427
1990,4343,7467
2026,4316,7472
1990,4343,7467
1875,4401,7423
1869,4343,7388
1918,4239,7341
1787,4400,7309
1590,4625,7259
1747,4400,7229
2017,4030,7187
1747,4400,7150
1339,4969,7092
1828,4400,7070
2566,3482,7064
1909,4343,7070
765,5785,7030
1950,4343,6991
4708,1272,6966
4387,2514,6991
0,8472,7000
-2600,10915,6991
1211,4700,6943
7759,-3657,6911
10268,-5208,6870
7759,-629,6832
4366,3084,6773
2559,3543,6752
1472,3702,6747
406,4972,6752
-35,5653,6711
203,5143,6673
310,4746,6650
41,5029,6673
-185,5215,6677
-244,5029,6673
-375,4889,6655
-569,4914,6673
-649,4795,6682
-609,4514,6673
-550,4241,6620
-447,4057,6594
-296,3936,6586
-162,3943,6594
-93,4040,6556
-41,4172,6514
5,4321,6466
41,4514,6435
3,4739,6384
-81,4972,6355
-152,5170,6341
-162,5372,6355
-114,5551,6350
0,5657,6355
177,5615,6353
406,5486,6355
641,5345,6316
853,5257,6276
1038,5176,6249
1219,5086,6276
1403,4968,6290
1584,4857,6276
1731,4754,6219
1828,4686,6196
1879,4641,6195
1909,4629,6196
1920,4621,6150
1909,4629,6117
1880,4628,6106
1869,4629,6117
1903,4605,6081
1990,4572,6037
2108,4513,6012
2234,4457,6037
2339,4392,6048
2397,4343,6037
2383,4298,5989
2315,4286,5958
2223,4295,5940
2153,4343,5958
2115,4398,5964
2112,4457,5958
2126,4476,5913
2153,4457,5879
2186,4396,5858
2234,4343,5879
2280,4303,5887
2315,4286,5879
2321,4255,5830
2315,4229,5799
2307,4211,5784
2315,4229,5799
2331,4241,5797
2356,4229,5799
2385,4170,5789
2437,4114,5799
2511,4074,5794
2600,4057,5799
2652,4027,5789
2640,4000,5799
2553,3982,5794
2437,4000,5799
2334,4026,5788
2275,4057,5799
2242,4063,5797
2234,4057,5799
2242,4028,5780
2275,4000,5799
2305,3966,5849
2315,3943,5958
2294,3912,6087
2275,3886,6276
2269,3851,6512
2275,3829,6832
2262,3798,7197
2234,3772,7626
2203,3734,8065
2194,3714,8500
2192,3704,8852
2194,3714,9136
2187,3713,9344
2194,3714,9533
2217,3709,9651
2275,3714,9692
2363,3696,9623
2478,3657,9533
2552,3602,9439
2519,3600,9374
2356,3675,9285
2153,3829,9215
1990,3974,9175
1909,4057,9215
1887,4060,9283
1869,4114,9374
1829,4223,9445
1869,4229,9533
1938,4134,9608
1869,4229,9692
1774,4402,9737
1990,4229,9771
2279,3910,9747
2072,4172,9692
1718,4615,9595
2112,4172,9533
2645,3468,9464
1909,4229,9374
821,5457,9209
1828,4343,9056
3926,2008,8922
2965,3372,8818
-1159,8629,8684
-2600,10915,8580
1803,6191,8492
6987,57,8421
6920,-462,8296
3087,3314,8182
952,5375,8087
1665,4457,8023
2259,3805,7910
1584,4629,7785
1194,5085,7649
1706,4514,7547
2041,4144,7445
1787,4457,7388
1601,4646,7341
1706,4457,7309
1673,4377,7247
1422,4572,7229
1245,4717,7250
1219,4743,7309
1180,4768,7317
1137,4800,7309
1142,4761,7289
1097,4800,7309
990,4907,7312
1056,4857,7309
1243,4677,7266
1219,4743,7229
1088,4925,7179
1381,4686,7150
1796,4284,7106
1462,4629,7070
877,5200,7016
1422,4629,6991
2306,3711,6975
1422,4629,6991
19,6088,6991
1787,4400,6991
5587,837,6953
5321,1714,6911
63,7782,6854
-2600,10915,6832
2013,6018,6822
7759,-514,6832
7034,-537,6802
1990,4114,6752
-289,6230,6687
1219,4629,6673
2203,3559,6674
1219,4514,6673
605,5112,6625
1219,4457,6594
1492,4042,6581
853,4457,6594
318,4731,6584
284,4572,6594
183,4514,6599
-122,4629,6594
-257,4480,6541
-162,4114,6514
-81,3841,6511
-41,3714,6514
18,3604,6466
41,3600,6435
-32,3771,6428
-122,4057,6435
-169,4314,6389
-162,4514,6355
-155,4693,6346
-162,4914,6355
-174,5147,6313
-162,5372,6276
-126,5529,6262
-41,5600,6276
108,5564,6241
325,5486,6196
570,5395,6170
812,5314,6196
1039,5205,6208
1259,5086,6196
1462,4958,6147
1625,4857,6117
1727,4779,6099
1787,4743,6117
1829,4715,6123
1869,4686,6117
1894,4642,6071
1909,4629,6037
1933,4632,6018
1990,4629,6037
2069,4575,6045
2153,4514,6037
2242,4453,5992
2356,4400,5958
2449,4342,5939
2437,4343,5958
2282,4394,5965
2072,4457,5958
1917,4479,5912
1869,4514,5879
1899,4561,5859
1990,4572,5879
2122,4476,5885
2275,4343,5879
2418,4234,5833
2559,4172,5799
2671,4103,5779
2722,4057,5799
2692,4042,5808
2640,4057,5799
2595,4053,5751
2559,4057,5720
2530,4079,5705
2559,4114,5720
2627,4100,5717
2640,4057,5720
2505,4039,5711
2275,4114,5720
2052,4238,5713
1909,4343,5720
1844,4366,5712
1869,4343,5720
1971,4291,5711
2112,4229,5720
2218,4137,5715
2275,4057,5720
2314,3994,5705
2397,3943,5720
2536,3847,5742
2722,3714,5799
2894,3558,5856
3006,3429,5958
3011,3336,6088
2925,3314,6276
2782,3349,6483
2640,3429,6752
2510,3495,7072
2397,3543,7467
2295,3566,7869
2234,3600,8262
2208,3629,8594
